pipe_id,source,failure,installation_year,material,diameter_inches,length_feet,soil_type,soil_corrosivity,soil_moisture,soil_ph,depth_feet,pressure_psi,traffic_load,num_previous_repairs,days_since_last_repair,num_joints,water_quality_index,population_density,zone,average_daily_flow_gpm,temperature_variation_f,rainfall_inches_annual,ground_movement_index,pipe_age,material_life,age_ratio
EPA-01308,EPA_DWINS_Pattern,0,1971,copper,24,1237.4,peat,moderately_corrosive,74.8,7.0,5.4,89.5,light,4,855,10,85.5,13214.0,industrial,142.9,70.4,62.3,5.15,53,80,0.6625
SYR-0361,Syracuse_Real_Data,1,1926,steel,24,1392.6,clay,mildly_corrosive,94.5,6.09,4.4,44.7,moderate,1,933,24,91.8,10849.0,residential,87.0,19.6,35.7,7.54,98,70,1.4
EPA-02397,EPA_DWINS_Pattern,0,1939,pvc,6,56.6,silt,corrosive,27.6,6.46,2.1,45.8,light,4,540,7,86.2,13494.0,residential,189.1,71.0,28.3,6.32,85,75,1.1333333333333333
EPA-02648,EPA_DWINS_Pattern,0,1960,pvc,20,1046.0,peat,corrosive,46.4,6.21,3.5,88.0,light,4,2181,21,82.5,12155.0,industrial,190.5,35.6,54.6,5.11,64,75,0.8533333333333334
EPA-01925,EPA_DWINS_Pattern,0,1930,pvc,4,784.9,silt,mildly_corrosive,83.7,7.27,4.2,72.0,moderate,1,2441,23,96.8,6309.0,commercial,232.2,36.9,42.0,5.02,94,75,1.2533333333333334
EPA-00678,EPA_DWINS_Pattern,0,1990,concrete,12,1595.1,gravel,non_corrosive,81.2,5.52,11.8,30.8,moderate,1,1606,14,97.0,1018.0,mixed,309.9,45.3,63.1,9.4,34,75,0.4533333333333333
EPA-00311,EPA_DWINS_Pattern,0,1979,pvc,10,125.8,peat,mildly_corrosive,79.5,8.46,11.7,70.4,light,0,2156,14,70.8,4553.0,commercial,217.2,63.8,50.8,2.96,45,75,0.6
EPA-00171,EPA_DWINS_Pattern,0,1940,steel,8,144.7,loam,corrosive,62.7,6.11,9.7,114.6,heavy,1,2537,13,99.9,5251.0,residential,134.5,39.6,63.7,1.9,84,70,1.2
EPA-00955,EPA_DWINS_Pattern,0,1975,pvc,24,1259.4,silt,mildly_corrosive,94.4,5.71,8.1,97.3,moderate,0,2426,24,69.7,1619.0,industrial,49.7,56.3,53.3,3.14,49,75,0.6533333333333333
SYR-0801,Syracuse_Real_Data,1,1949,steel,16,1203.7,clay,corrosive,40.4,8.61,8.7,80.3,moderate,1,3447,13,62.4,2397.0,commercial,403.8,21.9,56.8,7.88,75,70,1.0714285714285714
EPA-01401,EPA_DWINS_Pattern,0,1983,ductile_iron,6,1670.6,sandy,moderately_corrosive,19.9,5.79,8.0,47.6,light,3,641,29,60.4,443.0,residential,372.1,30.7,35.8,2.98,41,100,0.41
SYR-0345,Syracuse_Real_Data,1,1943,clay,6,1204.9,sandy,highly_corrosive,21.3,4.42,8.5,60.2,moderate,1,3488,6,55.9,6636.0,industrial,429.2,76.3,16.3,6.51,81,60,1.35
EPA-01695,EPA_DWINS_Pattern,0,2010,pvc,4,1901.3,gravel,moderately_corrosive,47.0,4.78,4.2,119.7,moderate,0,324,13,68.2,2628.0,industrial,102.7,39.4,39.0,3.79,14,75,0.18666666666666668
SYR-0987,Syracuse_Real_Data,1,1974,cast_iron,8,663.1,silt,moderately_corrosive,78.4,7.57,11.8,89.3,moderate,1,135,17,98.4,4145.0,mixed,426.5,60.8,42.5,3.98,50,100,0.5
EPA-01526,EPA_DWINS_Pattern,0,1930,clay,4,825.9,loam,highly_corrosive,48.5,6.81,9.6,54.9,moderate,3,1962,17,66.2,7263.0,commercial,452.7,15.6,25.1,7.43,94,60,1.5666666666666667
SYR-0744,Syracuse_Real_Data,1,1985,hdpe,8,1956.5,peat,moderately_corrosive,62.0,6.67,4.3,96.4,light,1,1777,14,96.0,2545.0,industrial,424.2,12.1,23.8,1.87,39,50,0.78
EPA-01947,EPA_DWINS_Pattern,0,1944,asbestos_cement,20,259.7,clay,mildly_corrosive,40.4,4.41,7.1,38.2,light,4,1947,29,55.4,1075.0,industrial,28.8,13.7,32.2,6.17,80,70,1.1428571428571428
EPA-00672,EPA_DWINS_Pattern,0,1957,hdpe,20,1602.0,peat,corrosive,70.8,4.82,9.9,63.4,heavy,1,3626,15,57.3,11510.0,commercial,179.7,59.1,35.2,5.7,67,50,1.34
EPA-01447,EPA_DWINS_Pattern,0,1953,steel,20,72.6,clay,corrosive,23.0,5.98,11.1,50.6,none,0,1556,6,58.2,13292.0,residential,484.1,14.0,47.3,8.06,71,70,1.0142857142857142
EPA-01023,EPA_DWINS_Pattern,0,1958,ductile_iron,10,998.7,sandy,moderately_corrosive,54.2,6.24,5.8,110.6,moderate,1,3098,12,77.5,5131.0,residential,273.9,52.1,27.5,9.13,66,100,0.66
SYR-0114,Syracuse_Real_Data,1,1961,hdpe,16,349.1,loam,mildly_corrosive,25.7,5.88,6.8,96.2,heavy,0,2502,3,99.6,6992.0,residential,387.1,27.5,14.1,1.43,63,50,1.26
EPA-00438,EPA_DWINS_Pattern,0,1983,ductile_iron,24,1217.8,sandy,mildly_corrosive,49.8,6.51,5.1,74.8,none,1,259,10,60.2,4394.0,residential,161.4,19.8,30.0,2.57,41,100,0.41
EPA-01972,EPA_DWINS_Pattern,0,1945,pvc,4,1606.4,silt,moderately_corrosive,46.6,7.67,5.8,66.7,heavy,2,1545,15,66.7,6983.0,mixed,229.1,58.5,23.4,1.42,79,75,1.0533333333333332
EPA-00242,EPA_DWINS_Pattern,0,1982,ductile_iron,24,114.4,silt,mildly_corrosive,61.4,7.18,4.3,107.3,heavy,0,507,4,92.7,1426.0,residential,197.8,48.1,47.1,9.98,42,100,0.42
EPA-00143,EPA_DWINS_Pattern,0,1988,pvc,16,369.4,gravel,mildly_corrosive,53.3,7.06,2.3,47.6,moderate,2,3130,15,76.6,6946.0,industrial,400.2,72.4,32.6,6.08,36,75,0.48
EPA-01410,EPA_DWINS_Pattern,0,1955,ductile_iron,10,718.1,clay,mildly_corrosive,92.9,6.79,6.2,36.7,moderate,3,1355,8,67.2,6975.0,residential,83.2,60.9,45.0,9.38,69,100,0.69
EPA-00217,EPA_DWINS_Pattern,0,1985,pvc,10,548.8,clay,moderately_corrosive,86.5,5.0,6.7,106.7,heavy,2,2845,28,71.1,4675.0,commercial,235.4,32.6,31.6,9.63,39,75,0.52
EPA-00826,EPA_DWINS_Pattern,0,1951,ductile_iron,10,797.3,clay,highly_corrosive,35.0,7.02,9.8,107.1,light,1,297,5,86.8,13033.0,industrial,444.7,18.9,44.4,9.04,73,100,0.73
EPA-00199,EPA_DWINS_Pattern,0,1983,asbestos_cement,6,1906.1,loam,corrosive,20.3,4.79,7.2,51.9,moderate,1,1245,14,68.1,6360.0,mixed,433.5,54.6,10.2,2.66,41,70,0.5857142857142857
SYR-0086,Syracuse_Real_Data,1,1988,asbestos_cement,6,247.4,clay,moderately_corrosive,15.5,7.56,5.3,47.6,light,2,2931,7,83.1,2310.0,residential,409.2,34.3,45.7,5.07,36,70,0.5142857142857142
EPA-00519,EPA_DWINS_Pattern,0,1938,ductile_iron,8,875.4,sandy,moderately_corrosive,26.8,6.26,6.6,94.9,heavy,1,3267,14,90.0,11283.0,industrial,61.8,21.6,13.0,2.34,86,100,0.86
EPA-02834,EPA_DWINS_Pattern,0,1967,steel,4,941.3,gravel,non_corrosive,28.9,6.91,10.0,42.9,moderate,3,124,15,52.8,2281.0,mixed,294.4,50.1,55.9,4.3,57,70,0.8142857142857143
EPA-00382,EPA_DWINS_Pattern,0,1931,steel,12,596.7,peat,corrosive,85.5,8.31,6.8,86.0,moderate,7,1811,15,87.5,1372.0,residential,168.0,56.3,64.6,4.26,93,70,1.3285714285714285
EPA-00376,EPA_DWINS_Pattern,0,1927,steel,10,593.1,gravel,moderately_corrosive,88.6,5.87,7.6,93.1,light,2,3202,15,97.2,5596.0,residential,485.9,30.0,41.9,9.14,97,70,1.3857142857142857
SYR-0669,Syracuse_Real_Data,1,1979,cast_iron,8,1443.8,clay,non_corrosive,29.6,4.5,3.7,86.0,light,0,1711,14,54.0,11980.0,residential,293.0,60.5,11.5,6.95,45,100,0.45
EPA-01656,EPA_DWINS_Pattern,0,1983,pvc,6,1254.8,loam,mildly_corrosive,74.5,8.46,2.1,68.4,heavy,0,1114,10,54.1,14275.0,residential,451.6,14.8,28.4,7.42,41,75,0.5466666666666666
EPA-00015,EPA_DWINS_Pattern,0,1950,ductile_iron,24,1635.0,clay,corrosive,81.0,5.82,11.3,103.5,light,0,2639,27,80.8,9904.0,residential,98.2,61.1,16.3,7.4,74,100,0.74
SYR-0129,Syracuse_Real_Data,1,1985,steel,16,839.9,sandy,non_corrosive,42.1,6.03,4.7,113.7,moderate,0,2897,20,83.8,13436.0,commercial,415.2,17.4,14.3,5.47,39,70,0.5571428571428572
EPA-00365,EPA_DWINS_Pattern,0,1983,hdpe,10,1233.1,sandy,moderately_corrosive,84.1,5.48,5.5,93.5,moderate,1,3491,19,73.1,8573.0,residential,213.2,58.3,48.4,3.45,41,50,0.82
EPA-02145,EPA_DWINS_Pattern,0,1958,hdpe,16,1792.5,peat,highly_corrosive,94.0,6.1,3.1,67.7,light,0,3331,13,96.8,2936.0,industrial,247.9,40.5,50.0,8.39,66,50,1.32
EPA-01371,EPA_DWINS_Pattern,0,1964,hdpe,8,1710.1,loam,moderately_corrosive,92.3,6.6,7.1,119.6,light,0,150,24,56.3,8520.0,commercial,413.1,20.6,47.3,3.47,60,50,1.2
SYR-0892,Syracuse_Real_Data,1,1920,asbestos_cement,6,1844.0,sandy,corrosive,73.1,8.22,9.4,70.4,light,0,2968,21,55.9,11072.0,commercial,107.6,11.5,19.1,5.21,104,70,1.4857142857142858
EPA-02499,EPA_DWINS_Pattern,0,2016,steel,16,574.5,loam,mildly_corrosive,41.6,7.6,8.9,40.5,heavy,2,664,6,50.5,1216.0,mixed,89.8,69.2,20.7,1.52,8,70,0.11428571428571428
EPA-00360,EPA_DWINS_Pattern,0,1947,copper,20,1971.6,peat,corrosive,29.3,6.57,10.6,46.4,none,0,3059,14,91.1,6355.0,commercial,35.3,71.6,28.1,5.92,77,80,0.9625
SYR-0308,Syracuse_Real_Data,1,1955,steel,16,1642.0,clay,mildly_corrosive,94.4,7.82,4.9,61.3,light,0,2945,26,54.5,1355.0,residential,274.5,35.9,34.5,4.7,69,70,0.9857142857142858
EPA-01969,EPA_DWINS_Pattern,0,1971,concrete,12,1599.9,gravel,highly_corrosive,33.5,8.24,5.1,45.4,heavy,1,866,26,80.2,6011.0,residential,352.3,56.2,23.8,8.79,53,75,0.7066666666666667
EPA-02716,EPA_DWINS_Pattern,0,1929,cast_iron,4,1351.8,clay,non_corrosive,47.3,4.29,11.7,100.0,heavy,1,1629,29,96.5,8484.0,commercial,464.9,70.9,63.4,3.03,95,100,0.95
SYR-0384,Syracuse_Real_Data,1,1967,clay,16,1967.4,clay,highly_corrosive,32.5,6.96,6.6,31.3,moderate,1,2820,23,52.6,10793.0,industrial,386.5,16.3,11.6,3.04,57,60,0.95
SYR-0151,Syracuse_Real_Data,1,1939,cast_iron,12,911.0,gravel,non_corrosive,52.2,4.22,10.3,66.5,moderate,1,3138,28,55.9,5396.0,commercial,313.1,45.4,39.0,1.24,85,100,0.85
EPA-01175,EPA_DWINS_Pattern,0,1973,pvc,10,1496.0,clay,highly_corrosive,19.4,5.54,8.1,109.0,heavy,0,3183,9,93.6,1923.0,industrial,259.1,39.7,66.9,4.82,51,75,0.68
EPA-00318,EPA_DWINS_Pattern,0,1988,hdpe,6,1412.7,silt,non_corrosive,78.8,7.81,3.8,40.6,heavy,1,1302,29,63.9,7476.0,industrial,233.8,25.1,69.2,7.66,36,50,0.72
EPA-00452,EPA_DWINS_Pattern,0,1966,concrete,24,1477.6,clay,mildly_corrosive,52.9,7.96,11.6,81.8,heavy,0,316,28,71.1,2026.0,commercial,224.2,27.6,29.5,6.47,58,75,0.7733333333333333
EPA-02865,EPA_DWINS_Pattern,0,2009,asbestos_cement,10,1515.4,loam,moderately_corrosive,45.7,8.42,5.2,114.0,moderate,1,3561,21,79.0,1541.0,residential,404.9,74.3,47.8,0.89,15,70,0.21428571428571427
EPA-02665,EPA_DWINS_Pattern,0,1968,ductile_iron,8,422.0,loam,highly_corrosive,40.9,6.49,8.4,36.4,moderate,1,3160,21,85.8,11013.0,industrial,184.7,58.6,58.3,3.0,56,100,0.56
SYR-0427,Syracuse_Real_Data,1,1981,cast_iron,16,730.7,gravel,mildly_corrosive,59.3,4.42,4.5,61.5,moderate,2,811,20,59.2,9169.0,residential,164.0,53.7,23.7,3.25,43,100,0.43
SYR-0495,Syracuse_Real_Data,1,1945,pvc,10,814.9,gravel,mildly_corrosive,76.3,4.63,7.8,33.4,heavy,0,2141,5,93.7,8007.0,residential,447.4,55.3,43.3,6.01,79,75,1.0533333333333332
EPA-00208,EPA_DWINS_Pattern,0,1962,hdpe,12,1508.6,silt,moderately_corrosive,86.7,5.22,7.4,91.4,moderate,3,3465,3,88.7,2598.0,mixed,437.0,38.9,68.2,7.88,62,50,1.24
EPA-02634,EPA_DWINS_Pattern,0,1950,concrete,16,1446.7,sandy,mildly_corrosive,81.5,5.86,4.6,67.6,light,1,1206,8,54.5,13813.0,residential,370.9,65.1,63.6,9.93,74,75,0.9866666666666667
EPA-01472,EPA_DWINS_Pattern,0,1957,concrete,8,1675.1,clay,non_corrosive,47.9,6.63,11.9,115.3,moderate,1,2888,9,55.4,12920.0,residential,330.8,62.2,63.1,2.55,67,75,0.8933333333333333
EPA-00209,EPA_DWINS_Pattern,0,1947,cast_iron,6,1587.6,loam,non_corrosive,80.9,7.23,3.4,92.2,light,0,1791,3,85.4,12658.0,residential,188.3,40.5,46.5,1.93,77,100,0.77
EPA-00821,EPA_DWINS_Pattern,0,1964,steel,6,1212.3,loam,moderately_corrosive,54.9,4.81,6.4,84.2,light,0,3556,24,73.6,1073.0,residential,385.5,20.3,47.4,4.23,60,70,0.8571428571428571
EPA-02034,EPA_DWINS_Pattern,0,1999,ductile_iron,24,322.9,clay,highly_corrosive,64.2,4.94,2.3,111.9,none,2,1506,2,72.6,1177.0,residential,394.9,16.8,23.9,6.76,25,100,0.25
EPA-02218,EPA_DWINS_Pattern,0,1934,steel,12,1289.1,peat,corrosive,67.3,4.86,8.8,41.7,light,2,615,12,60.9,7123.0,commercial,257.5,65.6,58.6,7.18,90,70,1.2857142857142858
EPA-02672,EPA_DWINS_Pattern,0,1955,ductile_iron,10,1779.8,sandy,mildly_corrosive,44.0,7.77,6.6,100.5,moderate,2,3473,4,85.6,4396.0,residential,200.1,59.2,56.2,8.3,69,100,0.69
EPA-01715,EPA_DWINS_Pattern,0,2017,concrete,8,1304.2,clay,non_corrosive,51.3,5.51,7.6,95.7,light,3,1308,19,55.7,5108.0,mixed,68.1,41.5,35.8,3.12,7,75,0.09333333333333334
EPA-00967,EPA_DWINS_Pattern,0,1952,galvanized_steel,16,1796.5,gravel,moderately_corrosive,68.9,4.83,9.0,90.6,moderate,2,1029,28,68.7,10674.0,residential,293.7,19.5,61.4,8.41,72,50,1.44
EPA-00240,EPA_DWINS_Pattern,0,2003,concrete,24,1998.2,loam,highly_corrosive,36.2,6.16,9.6,87.4,heavy,2,745,18,86.1,14037.0,commercial,265.2,64.1,24.7,6.7,21,75,0.28
EPA-01776,EPA_DWINS_Pattern,0,1964,pvc,20,750.4,silt,moderately_corrosive,73.5,5.24,11.7,41.2,none,2,1516,17,99.0,9088.0,commercial,322.2,35.1,60.9,0.19,60,75,0.8
EPA-01180,EPA_DWINS_Pattern,0,1945,pvc,12,1460.4,clay,moderately_corrosive,40.1,5.85,10.6,103.3,none,1,3033,18,60.6,529.0,residential,16.6,64.4,47.5,9.73,79,75,1.0533333333333332
SYR-0276,Syracuse_Real_Data,1,1971,ductile_iron,10,1102.9,sandy,non_corrosive,59.8,8.12,5.2,87.2,light,0,1274,9,81.8,698.0,residential,316.0,58.9,12.7,2.53,53,100,0.53
SYR-0490,Syracuse_Real_Data,1,1964,pvc,20,937.2,loam,mildly_corrosive,81.2,5.67,9.3,99.4,heavy,0,1001,12,53.2,3550.0,commercial,413.0,75.1,31.3,0.76,60,75,0.8
EPA-02154,EPA_DWINS_Pattern,0,1963,concrete,20,517.7,sandy,corrosive,12.0,4.87,2.8,108.8,light,1,1631,10,63.3,235.0,residential,298.6,14.7,51.2,4.43,61,75,0.8133333333333334
EPA-00230,EPA_DWINS_Pattern,0,1982,ductile_iron,10,529.5,silt,moderately_corrosive,30.4,5.16,3.4,78.8,light,1,1933,26,54.8,2164.0,residential,231.4,55.0,53.4,5.35,42,100,0.42
SYR-0691,Syracuse_Real_Data,1,1980,asbestos_cement,24,410.7,clay,highly_corrosive,57.7,4.17,6.6,116.1,light,0,3024,12,91.5,892.0,commercial,497.9,65.5,32.1,4.68,44,70,0.6285714285714286
EPA-02304,EPA_DWINS_Pattern,0,1954,pvc,20,1281.4,clay,mildly_corrosive,19.0,8.51,6.6,39.8,none,0,729,8,70.9,4236.0,residential,310.8,30.4,23.7,7.68,70,75,0.9333333333333333
EPA-01652,EPA_DWINS_Pattern,0,1914,clay,20,327.0,clay,mildly_corrosive,27.5,7.48,7.1,30.4,moderate,0,1199,16,94.6,780.0,mixed,401.0,61.6,20.5,1.17,110,60,1.8333333333333333
EPA-01820,EPA_DWINS_Pattern,0,2017,clay,4,891.2,sandy,highly_corrosive,73.7,6.32,6.8,59.7,moderate,0,2590,23,52.0,13679.0,residential,118.8,30.8,68.7,8.12,7,60,0.11666666666666667
EPA-01529,EPA_DWINS_Pattern,0,1988,pvc,6,1070.5,clay,moderately_corrosive,12.2,6.8,8.4,49.5,light,2,1582,12,84.9,7895.0,residential,105.1,54.4,33.6,4.85,36,75,0.48
EPA-00781,EPA_DWINS_Pattern,0,1945,clay,8,904.6,silt,non_corrosive,61.9,5.27,11.5,79.8,light,0,2719,2,75.7,12941.0,commercial,462.5,57.6,34.3,0.77,79,60,1.3166666666666667
EPA-02663,EPA_DWINS_Pattern,0,1962,steel,20,1717.1,loam,mildly_corrosive,12.9,6.02,3.7,55.2,moderate,2,1629,13,84.7,10210.0,residential,464.4,72.7,20.1,9.75,62,70,0.8857142857142857
EPA-01756,EPA_DWINS_Pattern,0,1954,cast_iron,4,914.2,clay,moderately_corrosive,19.9,5.6,5.6,91.9,heavy,2,446,25,98.3,6960.0,mixed,72.9,76.6,32.5,8.94,70,100,0.7
EPA-00059,EPA_DWINS_Pattern,0,1926,concrete,4,211.5,loam,moderately_corrosive,43.2,8.12,2.7,115.1,moderate,0,3148,26,98.6,7037.0,residential,482.2,79.8,68.7,3.18,98,75,1.3066666666666666
SYR-0119,Syracuse_Real_Data,1,1970,cast_iron,4,1984.8,clay,non_corrosive,92.0,7.72,4.0,99.2,heavy,2,2512,23,91.5,10837.0,commercial,367.3,58.6,40.0,5.05,54,100,0.54
EPA-00025,EPA_DWINS_Pattern,0,1961,concrete,6,1697.7,sandy,mildly_corrosive,56.4,5.42,11.9,67.8,heavy,1,519,16,60.5,4881.0,industrial,156.5,50.5,52.4,2.44,63,75,0.84
EPA-02017,EPA_DWINS_Pattern,0,1942,pvc,24,1337.1,gravel,non_corrosive,36.5,7.81,2.4,118.7,light,0,629,29,88.0,8012.0,residential,116.8,57.8,66.5,5.07,82,75,1.0933333333333333
SYR-0282,Syracuse_Real_Data,1,1981,ductile_iron,16,1524.8,silt,highly_corrosive,45.0,4.47,4.1,99.4,none,0,1259,4,97.9,1850.0,mixed,329.2,62.3,65.5,2.49,43,100,0.43
EPA-01343,EPA_DWINS_Pattern,0,1941,hdpe,16,300.0,silt,corrosive,58.3,5.01,6.3,103.0,moderate,0,3484,5,67.3,11795.0,industrial,57.7,67.1,62.8,3.7,83,50,1.66
EPA-00317,EPA_DWINS_Pattern,0,1979,cast_iron,8,1543.5,sandy,highly_corrosive,62.7,4.53,4.9,48.4,none,0,1115,21,67.5,4991.0,residential,358.2,30.4,64.5,2.73,45,100,0.45
EPA-02092,EPA_DWINS_Pattern,0,1988,concrete,16,455.1,clay,non_corrosive,32.8,5.19,7.5,91.8,light,0,3215,24,73.9,2762.0,commercial,412.9,59.6,46.7,4.48,36,75,0.48
SYR-0969,Syracuse_Real_Data,1,1962,pvc,20,1003.5,silt,mildly_corrosive,26.8,5.13,11.9,36.4,moderate,0,1797,7,84.8,11138.0,residential,259.4,23.4,62.0,0.68,62,75,0.8266666666666667
EPA-00666,EPA_DWINS_Pattern,0,1972,steel,12,397.1,loam,corrosive,52.1,8.5,9.0,51.2,moderate,0,759,10,62.4,1489.0,residential,414.5,17.2,57.6,5.35,52,70,0.7428571428571429
EPA-02986,EPA_DWINS_Pattern,0,1966,ductile_iron,20,1519.9,loam,non_corrosive,64.8,5.64,6.1,31.5,light,1,447,8,57.9,14285.0,residential,340.5,65.5,69.5,2.2,58,100,0.58
EPA-00906,EPA_DWINS_Pattern,0,1962,hdpe,12,529.6,peat,non_corrosive,79.4,5.78,8.8,93.5,moderate,2,1260,8,64.3,10373.0,residential,293.5,50.6,62.8,1.69,62,50,1.24
EPA-01565,EPA_DWINS_Pattern,0,2022,pvc,8,543.8,sandy,corrosive,60.4,4.5,10.7,31.9,light,0,838,2,82.3,11132.0,industrial,219.1,43.3,42.3,3.5,2,75,0.02666666666666667
EPA-02938,EPA_DWINS_Pattern,0,2011,ductile_iron,16,263.0,gravel,mildly_corrosive,68.9,4.33,4.3,70.4,none,0,2186,7,52.1,1321.0,industrial,329.7,37.9,10.1,7.28,13,100,0.13
EPA-01310,EPA_DWINS_Pattern,0,1935,steel,24,1455.2,loam,mildly_corrosive,51.1,5.1,9.2,88.4,light,3,3575,21,96.4,8499.0,residential,487.4,27.9,69.6,3.56,89,70,1.2714285714285714
SYR-0620,Syracuse_Real_Data,1,1989,cast_iron,20,626.9,clay,highly_corrosive,58.2,4.67,8.1,57.4,none,0,2950,22,77.9,546.0,residential,67.7,51.0,42.1,7.54,35,100,0.35
EPA-01119,EPA_DWINS_Pattern,0,1991,hdpe,10,1060.6,clay,mildly_corrosive,64.0,5.72,9.3,63.1,heavy,1,1152,26,55.3,4975.0,residential,92.7,16.0,66.6,9.79,33,50,0.66
EPA-00743,EPA_DWINS_Pattern,0,1946,galvanized_steel,12,697.9,loam,corrosive,30.1,4.93,2.8,108.1,light,0,3444,28,86.2,10889.0,mixed,334.9,58.8,35.3,9.44,78,50,1.56
EPA-02272,EPA_DWINS_Pattern,0,1963,hdpe,24,1560.7,sandy,non_corrosive,89.4,4.89,9.3,111.1,heavy,0,3530,7,64.3,3314.0,residential,492.4,44.1,49.0,2.21,61,50,1.22
SYR-0156,Syracuse_Real_Data,1,1954,cast_iron,16,491.6,silt,mildly_corrosive,39.4,7.24,9.9,107.3,heavy,1,1546,20,88.3,10488.0,commercial,254.8,54.1,62.7,9.31,70,100,0.7
EPA-00848,EPA_DWINS_Pattern,0,1942,ductile_iron,12,1884.6,silt,non_corrosive,61.4,8.71,8.9,97.5,light,0,1795,13,94.0,8302.0,residential,204.1,12.2,19.3,8.64,82,100,0.82
EPA-02899,EPA_DWINS_Pattern,0,1974,clay,8,676.6,loam,mildly_corrosive,57.7,4.06,4.0,55.0,light,0,1799,9,75.2,13668.0,industrial,480.6,36.2,31.9,0.28,50,60,0.8333333333333334
EPA-00656,EPA_DWINS_Pattern,0,1964,ductile_iron,24,252.5,loam,corrosive,82.5,7.53,3.6,36.7,heavy,4,1518,21,59.2,7503.0,residential,146.6,38.0,62.5,9.71,60,100,0.6
EPA-01461,EPA_DWINS_Pattern,0,1994,ductile_iron,24,518.6,loam,moderately_corrosive,19.7,7.3,9.4,74.0,none,1,596,13,73.6,4588.0,residential,171.1,50.4,39.8,9.58,30,100,0.3
SYR-0305,Syracuse_Real_Data,1,1935,galvanized_steel,4,194.2,loam,mildly_corrosive,85.2,6.93,8.5,113.2,moderate,1,3270,18,78.6,13136.0,residential,216.8,73.1,49.5,7.42,89,50,1.78
EPA-01583,EPA_DWINS_Pattern,0,1950,asbestos_cement,4,964.0,gravel,moderately_corrosive,21.6,7.46,11.8,50.1,light,3,1295,8,68.0,7222.0,mixed,264.5,60.2,42.6,6.03,74,70,1.0571428571428572
EPA-02389,EPA_DWINS_Pattern,0,2011,cast_iron,4,538.0,clay,mildly_corrosive,22.3,6.54,6.5,48.9,moderate,1,335,13,88.5,4392.0,commercial,36.5,66.4,38.1,9.9,13,100,0.13
EPA-02014,EPA_DWINS_Pattern,0,1941,steel,10,1777.8,peat,moderately_corrosive,83.3,8.63,4.3,100.2,heavy,0,3620,3,63.6,6293.0,residential,207.3,63.1,31.5,1.95,83,70,1.1857142857142857
EPA-00957,EPA_DWINS_Pattern,0,1937,pvc,6,1058.4,clay,corrosive,31.9,4.79,9.7,83.3,moderate,2,482,3,92.1,6700.0,residential,295.5,23.7,67.7,7.75,87,75,1.16
EPA-02996,EPA_DWINS_Pattern,0,1945,pvc,24,505.1,clay,moderately_corrosive,62.0,6.37,9.5,66.4,light,1,3423,23,71.9,3412.0,commercial,70.6,45.9,53.5,9.04,79,75,1.0533333333333332
EPA-01965,EPA_DWINS_Pattern,0,1924,cast_iron,24,930.0,silt,mildly_corrosive,49.4,7.27,7.2,107.6,moderate,2,519,26,79.3,11982.0,residential,236.0,61.5,67.1,5.0,100,100,1.0
EPA-00308,EPA_DWINS_Pattern,0,1957,ductile_iron,6,432.2,clay,moderately_corrosive,89.4,8.54,9.5,82.4,moderate,2,1527,4,52.8,12325.0,commercial,160.6,47.5,61.7,2.98,67,100,0.67
EPA-01423,EPA_DWINS_Pattern,0,2005,steel,20,398.5,sandy,mildly_corrosive,76.5,6.44,5.1,112.8,moderate,2,1914,20,60.5,6732.0,residential,64.6,76.5,12.6,4.45,19,70,0.2714285714285714
SYR-0576,Syracuse_Real_Data,1,1967,cast_iron,6,636.3,clay,moderately_corrosive,38.5,8.88,4.2,63.1,heavy,0,838,20,71.9,353.0,residential,458.8,46.3,62.0,9.72,57,100,0.57
EPA-01597,EPA_DWINS_Pattern,0,1974,ductile_iron,20,261.2,silt,mildly_corrosive,79.1,7.28,3.3,70.0,light,1,2116,9,86.9,1633.0,industrial,185.4,48.3,15.3,7.43,50,100,0.5
EPA-02956,EPA_DWINS_Pattern,0,1916,steel,8,417.9,loam,mildly_corrosive,29.2,7.5,4.9,36.7,light,0,2104,13,98.6,7685.0,residential,251.5,18.4,66.5,5.47,108,70,1.542857142857143
EPA-02489,EPA_DWINS_Pattern,0,1964,ductile_iron,4,1879.2,clay,moderately_corrosive,62.3,8.09,8.5,63.1,light,1,3161,10,53.6,3987.0,residential,267.1,15.5,41.2,1.1,60,100,0.6
EPA-00707,EPA_DWINS_Pattern,0,1975,hdpe,10,1350.3,loam,moderately_corrosive,73.9,7.67,4.6,46.2,moderate,0,1562,4,96.8,5029.0,mixed,91.3,14.1,28.0,6.92,49,50,0.98
EPA-02501,EPA_DWINS_Pattern,0,1940,pvc,20,1846.2,clay,moderately_corrosive,69.8,6.61,10.8,33.0,heavy,1,3203,25,65.4,8005.0,commercial,287.6,20.5,50.0,2.65,84,75,1.12
EPA-00300,EPA_DWINS_Pattern,0,1951,cast_iron,24,550.9,peat,highly_corrosive,65.8,7.86,4.5,53.0,light,0,2754,10,99.1,9976.0,mixed,130.5,57.0,64.4,9.89,73,100,0.73
SYR-0133,Syracuse_Real_Data,1,1961,cast_iron,4,1721.2,clay,mildly_corrosive,80.5,4.18,8.8,74.2,light,0,2956,16,52.2,2889.0,residential,306.5,22.5,69.5,5.17,63,100,0.63
