Census year,Block ID,CLUE small area,Accommodation and Food Services,Administrative and Support Services,"Agriculture, Forestry and Fishing",Arts and Recreation Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Financial and Insurance Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Mining,Other Services,"Professional, Scientific and Technical Services",Public Administration and Safety,"Rental, Hiring and Real Estate Services",Retail Trade,"Transport, Postal and Warehousing",Wholesale Trade,Total jobs in block
2018,2513,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2530,Kensington,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,33
2018,2533,Kensington,0,0,0,,0,,0,0,,0,,0,37,,,0,0,5,,110
2018,2538,Kensington,0,0,0,0,0,,0,0,0,0,,0,11,,0,,,0,0,70
2018,2540,Kensington,,,0,,16,0,0,,,,16,0,0,72,0,,,,,153
2018,2542,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2544,Kensington,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,9
2018,2545,Kensington,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,,0,0,56
2018,2547,Kensington,0,0,0,,0,0,0,0,,0,,0,,575,,0,0,0,,946
2018,2548,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,2,Melbourne (CBD),0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2017,4,Melbourne (CBD),205,0,0,39,0,,0,0,,0,0,0,16,0,,0,46,344,0,676
2017,12,Melbourne (CBD),217,723,0,43,,270,,267,,,,0,17,1735,,,15,,,4550
2017,23,Melbourne (CBD),157,126,0,24,,,0,77,42,183,,,110,1162,,69,32,0,,2075
2017,25,Melbourne (CBD),296,233,0,,0,406,0,155,136,,40,0,286,782,,121,421,,138,3994
2017,28,Melbourne (CBD),684,173,0,,84,,0,908,144,1885,0,,66,1046,461,49,112,,,5726
2017,32,Melbourne (CBD),207,529,0,0,,22,320,2484,169,70,,52,165,2434,428,433,30,170,,7531
2017,33,Melbourne (CBD),289,442,,,34,338,,221,113,,21,,185,1164,,40,30,24,,3081
2017,36,Melbourne (CBD),288,43,0,,0,0,,1221,29,,3,0,206,302,,,83,0,0,2314
2017,37,Melbourne (CBD),236,226,0,,284,0,,1841,40,129,,,44,987,1376,279,69,,,6926
2017,42,Melbourne (CBD),159,184,0,0,,304,542,677,64,212,128,,125,1684,1223,273,32,,44,5718
2017,45,Melbourne (CBD),247,,0,,0,73,0,40,0,,16,0,71,54,0,,1150,0,0,1770
2017,46,Melbourne (CBD),612,43,0,7,0,,,,167,54,0,0,126,183,1097,,219,0,0,2666
2017,47,Melbourne (CBD),382,,0,0,,,0,28,,,,0,316,,3684,,74,,0,7315
2017,57,Melbourne (CBD),604,13,0,89,,48,0,36,50,37,,0,165,262,0,71,92,0,,1494
2017,58,Melbourne (CBD),767,0,0,,0,0,0,26,0,0,5,0,24,168,,0,79,,,1223
2017,63,Melbourne (CBD),61,,0,0,0,35,0,12,0,,0,0,25,151,207,15,27,0,,593
2017,65,Melbourne (CBD),825,7,0,,0,28,0,,27,0,0,0,96,12,0,42,1739,,,2837
2017,67,Melbourne (CBD),495,,0,175,0,138,0,,35,,0,0,36,55,0,,20,0,0,985
2017,68,Melbourne (CBD),236,0,0,,0,,0,414,0,145,0,0,101,86,,,,0,0,2116
2017,74,Melbourne (CBD),366,383,0,,,105,0,71,,,17,0,103,517,0,57,90,,0,1790
2017,76,Melbourne (CBD),471,,0,74,,,0,29,190,1626,,0,77,,0,0,704,,0,6153
2017,77,Melbourne (CBD),299,83,0,,,,0,,,,0,0,47,31,0,,14,,0,1932
2017,78,Melbourne (CBD),149,,0,,,0,0,1156,,,,0,10,0,3786,16,31,0,0,9652
2017,82,Melbourne (CBD),53,,0,,,107,,214,,231,0,0,28,2908,638,,,104,0,5070
2017,83,Melbourne (CBD),34,0,0,,0,,0,0,0,0,0,0,9,,,0,0,0,0,702
2017,85,Melbourne (CBD),1539,208,0,,,0,,2278,125,1291,,0,196,190,853,,1583,,0,8487
2017,87,Melbourne (CBD),211,,0,,,54,,,0,,,0,17,848,0,26,0,0,,5447
2017,92,West Melbourne (Residential),0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2017,93,Melbourne (CBD),115,,,,0,36,0,832,,0,0,0,148,508,,44,,0,0,2338
2017,95,Melbourne (CBD),287,0,0,,,290,0,13,25,24,,0,20,48,0,,62,0,0,865
2017,96,Melbourne (CBD),,0,0,51,0,1915,0,0,0,,0,0,,0,0,0,0,0,0,1998
2017,97,Melbourne (CBD),96,0,0,16,75,,0,,,,0,0,11,45,0,,,0,0,370
2017,98,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2017,107,Melbourne (CBD),,0,0,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,79
2017,111,West Melbourne (Residential),,,0,,,,0,,0,0,0,0,,,,,,,,290
2017,113,Melbourne (CBD),171,,0,,0,0,,0,,0,15,0,3,0,,,799,21,,1081
2017,116,Melbourne (CBD),,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,68
2017,131,Docklands,232,,,,,,,,,,0,0,9,171,3926,,,,0,5158
2017,202,Carlton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,203,Carlton,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,32
2017,212,Carlton,7,0,0,,0,0,0,0,254,0,0,0,0,0,,0,,0,0,276
2017,213,Carlton,0,0,0,,0,,,0,,0,0,0,,0,,0,0,0,0,101
2017,214,Carlton,12,,0,0,0,0,0,0,,0,5,0,,38,0,0,16,0,,99
2017,215,Carlton,40,0,0,,0,0,0,0,,0,0,0,,0,,,12,,0,89
2017,216,Carlton,36,0,0,0,0,0,0,,0,0,,0,52,,0,,28,0,,145
2017,217,Carlton,256,,0,,,0,0,0,43,,,0,33,,0,0,216,0,0,732
2017,218,Carlton,235,25,0,18,18,,0,,29,,,0,45,109,0,,68,0,,584
2017,224,Carlton,22,0,0,0,0,0,0,,,0,87,0,,31,0,,6,0,0,164
2017,225,Carlton,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,18
2017,228,Carlton,,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,141
2017,234,Carlton,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,15
2017,236,Carlton,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,10
2017,238,Carlton,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2017,241,Carlton,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2017,245,Carlton,102,10,0,0,0,41,0,21,,0,0,0,,58,0,,,0,,300
2017,247,Carlton,121,,0,,46,,0,,55,,0,0,44,271,,0,,0,0,978
2017,254,Carlton,76,,0,0,,,0,,40,,0,0,107,33,0,,,,0,346
2017,264,Carlton,,0,0,,0,,0,0,0,0,0,0,0,,0,0,,0,,100
2017,269,Carlton,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2017,302,North Melbourne,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,
2017,307,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,309,North Melbourne,,0,0,,,,,,0,,,0,8,,0,,0,0,0,246
2017,310,North Melbourne,,0,0,0,0,0,0,0,0,0,94,0,0,,,0,,0,,142
2017,313,North Melbourne,0,0,0,0,,0,,0,0,0,,0,0,,0,0,0,0,0,134
2017,317,North Melbourne,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,27
2017,318,North Melbourne,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,
2017,320,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,321,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,323,North Melbourne,0,,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,175
2017,326,North Melbourne,9,0,0,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,18
2017,327,North Melbourne,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,19
2017,329,North Melbourne,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,107
2017,331,North Melbourne,0,0,0,0,0,0,0,0,0,,,0,44,,0,0,0,0,,86
2017,333,North Melbourne,,0,0,0,0,0,0,25,,,0,0,10,0,0,,8,0,0,206
2017,335,North Melbourne,26,,0,0,,,0,21,15,,,0,,52,,,17,,21,201
2017,336,North Melbourne,0,0,0,0,,0,0,0,0,,,0,,33,0,0,0,0,,57
2017,339,North Melbourne,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,,31
2017,340,North Melbourne,,0,0,0,0,0,0,0,,0,,0,10,0,0,0,0,0,,19
2017,341,North Melbourne,,0,0,,0,0,0,0,0,0,0,0,,,,0,,0,24,169
2017,342,North Melbourne,0,0,0,,44,,0,0,0,0,0,0,,31,,0,,0,0,90
2017,343,North Melbourne,0,0,0,,,,0,0,,0,,0,,,0,,6,0,,127
2017,344,North Melbourne,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,345,North Melbourne,120,,0,27,0,,,23,20,,,0,38,,0,,50,,0,380
2017,349,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2017,355,North Melbourne,,,0,0,,0,0,22,15,,,0,,86,0,0,,0,,177
2017,356,North Melbourne,26,,0,0,0,8,0,0,0,,,0,13,32,,,27,0,28,163
2017,358,North Melbourne,24,0,0,,0,0,0,0,0,0,,0,16,,0,0,7,20,0,300
2017,359,North Melbourne,,,0,,,,,0,,0,0,0,,12,,0,,0,,82
2017,361,North Melbourne,28,,0,0,0,0,0,0,0,,0,0,14,,,0,,0,0,106
2017,365,North Melbourne,0,,0,,0,0,0,0,0,0,0,0,0,56,0,0,,0,0,67
2017,379,North Melbourne,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,380,North Melbourne,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,403,West Melbourne (Residential),0,,0,0,,0,0,0,0,,0,0,0,,0,0,,,,222
2017,407,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2017,412,West Melbourne (Residential),0,0,0,0,0,,,0,0,0,,0,0,,0,0,0,0,0,23
2017,419,West Melbourne (Residential),,0,0,,0,0,,,,0,0,0,,51,0,0,0,0,0,72
2017,422,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2017,427,West Melbourne (Residential),,,0,0,,,0,0,,0,0,0,24,,0,0,20,0,,149
2017,429,West Melbourne (Residential),0,0,0,,,50,0,0,0,0,0,0,,17,0,,0,0,,92
2017,432,West Melbourne (Residential),13,0,0,,0,158,0,0,0,,0,0,,0,0,0,0,,0,356
2017,433,West Melbourne (Residential),0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,434,West Melbourne (Residential),20,,0,0,0,,0,6,,,,0,,27,0,,11,,,161
2017,437,West Melbourne (Residential),,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,145
2017,439,West Melbourne (Residential),,0,0,0,0,0,,0,0,0,0,0,30,74,0,0,,0,,149
2017,502,West Melbourne (Industrial),0,0,0,0,0,0,,0,0,,,0,0,0,0,,,135,187,396
2017,518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,519,Kensington,0,,0,109,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,162
2017,521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,523,Kensington,,0,0,0,0,,0,0,18,0,0,0,0,0,0,0,,0,0,57
2017,527,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,528,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,529,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,531,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,534,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,539,Kensington,0,,0,0,0,0,0,0,0,0,108,0,,0,0,,0,,0,221
2017,542,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,544,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,548,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,549,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,550,Kensington,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,555,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,556,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,563,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,568,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,569,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,606,East Melbourne,25,,0,0,,0,0,0,63,0,0,0,,30,0,0,0,0,0,135
2017,610,East Melbourne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,617,East Melbourne,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,13
2017,619,East Melbourne,,47,0,11,0,0,,0,0,0,0,0,0,0,,0,0,0,0,82
2017,621,East Melbourne,23,,0,,0,573,0,839,557,,,0,296,173,,0,0,0,,2635
2017,642,East Melbourne,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,202
2017,643,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,646,East Melbourne,13,,0,,0,,0,,180,,0,0,17,91,0,0,0,0,,369
2017,649,East Melbourne,,,0,,0,0,0,0,0,0,0,0,,,150,0,,0,0,169
2017,657,East Melbourne,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2017,660,Melbourne (Remainder),577,,0,1131,0,0,0,0,,0,0,0,,,0,,,,0,1878
2017,724,Melbourne (Remainder),581,772,0,0,0,,0,,9,0,0,0,,225,,,,,0,1991
2017,728,Southbank,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,734,Southbank,,0,0,0,37,0,,,,0,0,,,54,,,,0,0,217
2017,736,Southbank,,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,,0,110
2017,740,Southbank,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,,0,219
2017,741,Southbank,,0,0,259,0,,,,31,0,0,0,0,233,0,0,,0,0,582
2017,744,Southbank,,0,0,0,,0,,0,0,0,,0,,84,0,0,0,,0,221
2017,771,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,773,Docklands,43,,0,,,0,,0,,0,,0,14,31,0,42,,,,158
2017,774,Port Melbourne,,0,0,0,,0,0,0,0,,,0,0,0,,0,,0,0,239
2017,776,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2017,779,Port Melbourne,,0,0,0,,0,,0,0,0,0,0,0,65,0,0,0,,,915
2017,781,Port Melbourne,21,72,0,,177,0,0,11,,,799,0,,264,,43,34,114,289,1896
2017,782,Port Melbourne,0,0,0,0,0,0,,0,0,0,,0,,,0,,0,,,381
2017,784,Port Melbourne,,12,0,0,154,0,0,,0,41,429,0,,97,,24,18,,185,1003
2017,790,Port Melbourne,39,227,0,,289,4,,85,,,537,0,64,160,0,59,72,71,499,2161
2017,794,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,185
2017,803,Southbank,2234,,0,6237,0,0,0,0,0,,0,0,,0,0,0,141,0,0,8788
2017,810,Southbank,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,16
2017,811,Southbank,44,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,49
2017,812,Southbank,131,274,0,0,53,,0,6,33,0,,0,56,484,0,,,0,,1140
2017,813,Southbank,,0,0,458,0,,0,0,,0,0,0,,0,0,0,0,0,0,528
2017,815,Southbank,40,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,73
2017,850,Melbourne (Remainder),0,0,0,22,0,0,,0,0,0,0,0,,0,0,0,0,0,0,22
2017,852,Melbourne (Remainder),120,,0,222,,0,,0,0,0,0,0,3,0,0,0,,0,0,351
2017,853,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,856,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,857,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
2017,861,South Yarra,115,0,0,0,0,25,,0,0,0,,0,,0,0,0,16,0,0,162
2017,863,Melbourne (Remainder),0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,867,South Yarra,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,
2017,868,South Yarra,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,71
2017,871,Melbourne (Remainder),0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,694
2017,904,Parkville,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,396
2017,909,Parkville,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,4
2017,912,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,916,Parkville,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,64
2017,917,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,921,Parkville,,0,0,0,0,450,0,0,,0,0,0,0,104,0,0,0,0,0,559
2017,1006,West Melbourne (Industrial),,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,292,0,300
2017,1013,West Melbourne (Industrial),0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,87,0,129
2017,1015,West Melbourne (Industrial),,0,0,,,0,,0,0,0,,0,20,0,0,0,29,0,,86
2017,1101,Docklands,553,,0,5,0,0,1224,,18,853,,0,201,0,,49,751,532,0,5774
2017,1102,Docklands,31,,0,0,8,,0,7,12,268,,0,11,141,,0,,484,0,1728
2017,1105,Docklands,379,291,0,29,,0,0,3650,129,1980,,,0,3355,785,79,14,1514,569,13642
2017,1107,Docklands,,0,0,5,0,,,0,0,0,0,0,0,0,,0,0,0,0,126
2017,1109,Docklands,371,177,0,5,30,68,,54,52,,0,,47,337,,142,76,120,44,1561
2017,1111,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,253
2017,2381,North Melbourne,0,0,0,0,,,0,,,0,,0,,37,0,0,0,,0,149
2017,2383,North Melbourne,0,,0,0,32,,,0,,,0,0,,0,0,0,,0,,217
2017,2384,North Melbourne,,38,,0,,,0,0,,,,0,,,0,0,,0,0,212
2017,2386,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,
2017,2387,North Melbourne,0,0,0,0,,,0,,0,0,0,0,,,0,,0,0,68,268
2017,2509,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,2513,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2017,2526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2017,2528,Kensington,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2017,2530,Kensington,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,33
2017,2532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,
2017,2534,Kensington,0,0,0,0,,0,0,0,,0,0,0,0,,0,,0,,,48
2017,2538,Kensington,0,0,0,0,0,,0,0,0,0,,0,11,,0,,,0,0,70
2017,2541,Kensington,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,19
2017,2545,Kensington,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,,0,0,56
2016,6,Melbourne (CBD),302,40,0,341,0,0,0,0,0,,0,0,,0,,48,48,30,0,1045
2016,12,Melbourne (CBD),291,1289,0,55,,137,,304,73,,0,0,23,1492,,,15,,0,4608
2016,13,Melbourne (CBD),41,191,,,,42,606,298,0,,0,,20,562,0,,34,32,0,2000
2016,17,Melbourne (CBD),522,51,0,,0,79,0,653,0,,,0,3,451,,76,35,0,0,2205
2016,28,Melbourne (CBD),688,79,0,0,79,,0,868,129,,,,60,636,430,228,113,,,5733
2016,32,Melbourne (CBD),188,455,,0,,30,284,2608,128,34,12,78,147,2549,383,209,20,258,,7424
2016,33,Melbourne (CBD),277,484,,0,29,357,0,467,90,,0,16,198,977,,34,52,27,,3050
2016,41,Melbourne (CBD),147,24,0,0,,,0,,85,0,0,,80,354,,,,,0,1864
2016,43,Melbourne (CBD),647,387,0,0,50,590,0,686,,124,38,,146,2525,,,52,107,0,5578
2016,44,Melbourne (CBD),191,189,0,,,54,803,1324,57,,16,,135,828,416,42,160,,25,4289
2016,54,Melbourne (CBD),326,131,0,20,,90,0,161,84,,17,0,218,633,0,48,220,,17,1987
2016,56,Melbourne (CBD),654,84,0,,0,63,0,45,,108,23,0,158,286,0,0,441,0,0,1895
2016,57,Melbourne (CBD),561,37,0,91,,37,0,14,49,32,,0,133,247,0,55,75,0,,1349
2016,61,Melbourne (CBD),253,0,0,0,0,,,0,0,0,0,0,0,0,0,27,,0,0,349
2016,67,Melbourne (CBD),552,20,0,166,0,101,0,,34,,0,0,30,53,0,,27,0,0,1002
2016,71,Melbourne (CBD),17,,0,0,0,0,0,0,0,0,0,0,,51,0,0,,0,0,132
2016,74,Melbourne (CBD),366,383,0,,,105,0,71,,,17,0,103,517,0,57,90,,0,1790
2016,76,Melbourne (CBD),471,,0,74,,,0,29,190,2761,,0,77,,0,0,704,,0,7746
2016,78,Melbourne (CBD),148,,0,,0,0,0,2778,,,,0,9,,4008,12,28,0,0,12168
2016,82,Melbourne (CBD),59,,0,,,49,,209,,418,0,0,20,2100,699,,,120,0,4331
2016,83,Melbourne (CBD),37,0,0,,,,0,0,0,0,0,0,9,0,,0,0,0,0,702
2016,84,Melbourne (CBD),182,,0,0,32,117,,,0,,0,0,117,189,0,17,68,0,,766
2016,86,Melbourne (CBD),,0,0,,0,0,0,0,0,,0,0,50,0,0,0,,0,0,478
2016,88,Melbourne (CBD),,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,56
2016,92,West Melbourne (Residential),0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2016,96,Melbourne (CBD),11,,0,88,0,2673,0,,34,,0,0,,0,,0,0,0,0,2953
2016,97,Melbourne (CBD),83,,0,16,,,0,,0,350,0,0,25,55,0,,,0,0,687
2016,101,West Melbourne (Residential),,0,0,0,0,,,0,,0,,0,78,0,0,0,0,0,0,133
2016,105,Melbourne (CBD),68,0,0,,,1041,0,0,,0,0,0,0,185,,,17,,0,1424
2016,114,Melbourne (CBD),252,0,0,,55,,0,0,0,0,0,0,,,0,0,90,0,,483
2016,125,Melbourne (CBD),,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,67
2016,131,Docklands,232,,,,,,,,,,0,0,9,171,3926,,,,0,5158
2016,202,Carlton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2016,203,Carlton,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,32
2016,206,Carlton,124,0,0,,0,0,0,32,,,0,0,21,18,0,,76,0,0,280
2016,210,Carlton,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2016,213,Carlton,0,0,0,,0,,,0,,0,0,0,,0,,0,0,0,0,101
2016,214,Carlton,12,,0,0,0,0,0,0,,0,5,0,,38,0,0,16,0,,99
2016,215,Carlton,40,0,0,,0,0,0,0,,0,0,0,,0,,,12,,0,89
2016,216,Carlton,36,0,0,0,0,0,0,,0,0,,0,52,,0,,28,0,,145
2016,218,Carlton,235,25,0,18,18,,0,,29,,,0,45,109,0,,68,0,,584
2016,222,Carlton,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,26
2016,223,Carlton,7,0,0,0,0,0,0,0,18,0,0,0,7,,0,,,0,0,62
2016,224,Carlton,22,0,0,0,0,0,0,,,0,87,0,,31,0,,6,0,0,164
2016,226,Carlton,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2016,227,Carlton,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,9
2016,228,Carlton,,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,141
2016,231,Carlton,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2016,232,Carlton,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,37
2016,236,Carlton,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,10
2016,237,Carlton,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2016,241,Carlton,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2016,242,Carlton,,0,0,,0,530,0,,,,0,0,0,56,0,,0,0,0,648
2016,245,Carlton,102,10,0,0,0,41,0,21,,0,0,0,,58,0,,,0,,300
2016,249,Carlton,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2
2016,252,Carlton,175,0,0,0,,0,,,11,0,0,0,18,41,0,,16,,,284
2016,254,Carlton,76,,0,0,,,0,,40,,0,0,107,33,0,,,,0,346
2016,255,Carlton,31,0,0,0,0,,0,0,,,,0,105,19,,,11,0,,523
2016,257,Carlton,58,0,0,0,0,,,0,472,0,0,0,,,0,0,,0,,820
2016,258,Carlton,,0,0,0,0,,0,0,,,,0,0,,0,0,,0,0,253
2016,261,Carlton,,0,0,0,0,,0,0,0,,,0,178,41,0,0,48,0,0,304
2016,266,Carlton,39,0,0,0,0,395,0,0,0,,,0,,,0,0,0,0,0,479
2016,268,Carlton,,,0,,0,0,0,,34,0,0,0,,42,0,,0,0,0,136
2016,269,Carlton,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2016,270,Parkville,246,59,0,42,0,2703,0,,0,0,0,0,,0,0,0,55,,0,3115
