Education_Sector,Entity_Type,SCHOOL_NO,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,LGA_ID,LGA_Name,X,Y
Government,1,4143,Bayswater North Primary School,Primary,O,Stuart Street,,Bayswater North,VIC,3153,Stuart Street,,BAYSWATER,VIC,3153,03 9729 1744,441,Maroondah (C),145.295621,-37.8288
Government,1,4158,Westbreen Primary School,Primary,O,2-10 Pascoe Street,,Pascoe Vale,VIC,3044,2-10 Pascoe Street,,Pascoe Vale,VIC,3044,03 9306 9481,525,Moreland (C),144.935476,-37.716291
Government,1,4159,Point Cook Prep - Year 9 College,Pri/Sec,O,18 - 50 Ponsford Drive,,Point Cook,VIC,3030,P O Box 6497,,POINT COOK,VIC,3030,03 8348 7100,726,Wyndham (C),144.7244931,-37.89380261
Government,1,4160,Footscray North Primary School,Primary,O,14 Rosamond Road,,Footscray,VIC,3011,P O Box 4253,,WEST FOOTSCRAY,VIC,3012,03 9317 9047,433,Maribyrnong (C),144.883372,-37.787746
Government,1,4169,Airly Primary School,Primary,O,226 Airly Estate Road,,Airly,VIC,3851,226 Airly Estate Road,,AIRLY,VIC,3851,03 5149 8251,681,Wellington (S),147.113897,-38.025712
Government,1,4170,Camberwell South Primary School,Primary,O,Peate Avenue,,Glen Iris,VIC,3146,PEATE AVENUE,,GLEN IRIS,VIC,3146,03 9889 4295,111,Boroondara (C),145.062612,-37.847905
Government,1,4171,Parkdale Primary School,Primary,O,305-311 Nepean Highway,,Parkdale,VIC,3195,P O Box 2124,,PARKDALE,VIC,3195,03 9580 1451,343,Kingston (C),145.083098,-37.992792
Government,1,4176,Hughesdale Primary School,Primary,O,Brine Street,,Hughesdale,VIC,3166,Brine Street,,HUGHESDALE,VIC,3166,03 9570 4808,497,Monash (C),145.077639,-37.905839
Government,1,4177,Westgarth Primary School,Primary,O,45 Brooke St & 311 Clarke St,,Northcote,VIC,3070,P O Box 59,,NORTHCOTE,VIC,3070,03 9481 5577,189,Darebin (C),145.005561,-37.776471
Government,1,4183,Auburn South Primary School,Primary,O,419 Tooronga Road,,Hawthorn East,VIC,3123,419 Tooronga Road,,HAWTHORN EAST,VIC,3123,03 9882 2140,111,Boroondara (C),145.045894,-37.839263
Government,1,4193,Aspendale Primary School,Primary,O,23 Laura Street,,Aspendale,VIC,3195,23 Laura Street,,Aspendale,VIC,3195,03 9580 3255,343,Kingston (C),145.099756,-38.020273
Government,1,4212,Eltham North Primary School,Primary,O,35-47 Wattletree Road,,Eltham North,VIC,3095,35-47 Wattletree Road,,ELTHAM NORTH,VIC,3095,03 9439 9639,571,Nillumbik (S),145.1508655,-37.70011091
Government,1,4215,Merrivale Primary School,Primary,O,158 Merrivale Drive,,Warrnambool,VIC,3280,P O Box 394,,WARRNAMBOOL,VIC,3280,03 5562 7172,673,Warrnambool (C),142.456146,-38.378018
Government,1,4217,Dandenong West Primary School,Primary,O,32 Birdwood Avenue,,Dandenong,VIC,3175,32 Birdwood Avenue,,DANDENONG,VIC,3175,03 9792 2868,267,Greater Dandenong (C),145.200416,-37.980741
Government,1,4219,Yarra Road Primary School,Primary,O,222 - 228 Yarra Road,,Croydon,VIC,3136,222 - 228 Yarra Road,,CROYDON,VIC,3136,03 9723 4182,441,Maroondah (C),145.272227,-37.766401
Government,1,4220,Aberfeldie Primary School,Primary,O,1 Doone Street,,Essendon,VIC,3040,1 Doone Street,,Essendon,VIC,3040,03 9337 8084,506,Moonee Valley (C),144.894774,-37.756488
Government,1,4224,Manifold Heights Primary School,Primary,O,20-24 Strachan Avenue,,Manifold Heights,VIC,3218,20-24 Strachan Avenue,,MANIFOLD HEIGHTS,VIC,3218,03 5229 9643,275,Greater Geelong (C),144.332922,-38.135971
Government,1,4226,Nungurner Primary School,Primary,O,455 Nungurner Road,,Nungurner,VIC,3909,455 Nungurner Road,,NUNGURNER,VIC,3909,03 5156 3232,211,East Gippsland (S),147.888387,-37.865917
Government,1,4257,Dingley Primary School,Primary,O,111-115 Centre Dandenong Road,,Dingley Village,VIC,3172,P O  Box 79,,DINGLEY VILLAGE,VIC,3172,03 9551 3555,343,Kingston (C),145.132498,-37.982602
Government,1,4263,Cardross Primary School,Primary,O,415 Dairtnunk Avenue,,Cardross,VIC,3496,PO Box 150,,CARDROSS,VIC,3496,03 5024 1267,478,Mildura (RC),142.145041,-34.288009
Government,1,4265,Albion Primary School,Primary,O,61-81 Adelaide Street,,Albion,VIC,3020,61- 81 ADELAIDE STREET,,ALBION,VIC,3020,03 9311 1325,118,Brimbank (C),144.819753,-37.778083
Government,1,4269,Lemnos Primary School,Primary,O,Lemnos Road,,Lemnos,VIC,3631,"74-76 Lemnos North Road,",,LEMNOS,VIC,3631,03 5829 9287,283,Greater Shepparton (C),145.462459,-36.358053
Government,1,4275,Tarwin Lower Primary School,Primary,O,School Road,,Tarwin Lower,VIC,3956,School Road,,TARWIN LOWER,VIC,3956,03 5663 5263,617,South Gippsland (S),145.86706,-38.702574
Government,1,4290,Nepean Special School,Special,O,33 Klauer St,,Seaford,VIC,3198,Po Box 2721,,SEAFORD,VIC,3198,03 9786 9111,217,Frankston (C),145.14233,-38.119433
Government,1,4304,Brunswick South West Primary School,Primary,O,South Daly Street,,Brunswick West,VIC,3055,South Daly Street,,BRUNSWICK WEST,VIC,3055,03 9387 6886,525,Moreland (C),144.943522,-37.770575
Government,1,4309,Bell Primary School,Primary,O,78A Oakover Road,,Preston,VIC,3072,78a Oakover Road,,PRESTON,VIC,3072,03 9480 5622,189,Darebin (C),144.990613,-37.747698
Government,1,4314,Chatham Primary School,Primary,O,47A Weybridge Street,,Surrey Hills,VIC,3127,47A Weybridge Street,,SURREY HILLS,VIC,3127,03 9830 1933,111,Boroondara (C),145.091603,-37.817647
Government,1,4315,Caulfield South Primary School,Primary,O,24 Bundeera Road,,Caulfield South,VIC,3162,24 Bundeera Road,,CAULFIELD SOUTH,VIC,3162,03 9578 3718,231,Glen Eira (C),145.030799,-37.895253
Government,1,4317,Ashburton Primary School,Primary,O,Fakenham Road,,Ashburton,VIC,3147,FAKENHAM ROAD,,ASHBURTON,VIC,3147,03 9813 9400,111,Boroondara (C),145.083622,-37.862199
Government,1,4318,Bentleigh West Primary School,Primary,O,23 Brewer Road,,Bentleigh,VIC,3204,23 Brewer Road,,BENTLEIGH,VIC,3204,03 9557 1228,231,Glen Eira (C),145.026767,-37.920585
Government,1,4324,Seaspray Primary School,Primary,O,15 Prospect Road,,Seaspray,VIC,3851,15 Prospect Road,,SEASPRAY,VIC,3851,03 5146 4393,681,Wellington (S),147.170623,-38.356489
Government,1,4332,Anglesea Primary School,Primary,O,85 Camp Road,,Anglesea,VIC,3230,85 Camp Road,,ANGLESEA,VIC,3230,03 5263 1231,649,Surf Coast (S),144.191837,-38.39678
Government,1,4341,Briar Hill Primary School,Primary,O,25 Gladstone Road,,Briar Hill,VIC,3088,P O Box 49,,BRIAR HILL,VIC,3088,03 9435 1633,66,Banyule (C),145.116219,-37.708307
Government,1,4359,Zeerust Primary School,Primary,O,245 Zeerust Road,,Zeerust,VIC,3634,245 Zeerust Road,,ZEERUST,VIC,3634,03 5829 8282,283,Greater Shepparton (C),145.405067,-36.277196
Government,1,4366,McKinnon Primary School,Primary,O,253 Tucker Road,,Ormond,VIC,3204,253 TUCKER ROAD,,ORMOND,VIC,3204,03 9578 1851,231,Glen Eira (C),145.052795,-37.908049
Government,1,4384,Clayton South Primary School,Primary,O,539 Clayton Road,,Clayton South,VIC,3169,P O Box 1205,,CLAYTON SOUTH,VIC,3169,03 9558 0599,343,Kingston (C),145.11644,-37.940477
Government,1,4386,Ivanhoe East Primary School,Primary,O,35 Warncliffe Road,,Ivanhoe East,VIC,3079,35 Warncliffe Road,,IVANHOE EAST,VIC,3079,03 9499 2171,66,Banyule (C),145.059453,-37.774587
Government,1,4387,Cobains Primary School,Primary,O,3 Crofts Road,,Cobains,VIC,3851,3 CROFTS ROAD,,COBAINS,VIC,3851,03 5149 8274,681,Wellington (S),147.132279,-38.074794
Government,1,4389,Mildura South Primary School,Primary,O,593 Deakin Avenue,,Mildura South,VIC,3501,P O Box 10198,,MILDURA,VIC,3502,03 5023 2148,478,Mildura (RC),142.126787,-34.213477
Government,1,4398,Tate Street Primary School Geelong,Primary,O,Tate Street,,Geelong East,VIC,3219,TATE STREET,,GEELONG EAST,VIC,3219,03 5221 2780,275,Greater Geelong (C),144.379195,-38.166053
Government,1,4399,Brunswick North West Primary School,Primary,O,Culloden Street,,Brunswick West,VIC,3055,Culloden Street,,BRUNSWICK WEST,VIC,3055,03 9386 4624,525,Moreland (C),144.943592,-37.756708
Government,1,4401,Katandra West Primary School,Primary,O,17-27 Bankin Street,,Katandra West,VIC,3634,"17 - 27 Bankin Street,",,KATANDRA WEST,VIC,3634,03 5828 3350,283,Greater Shepparton (C),145.560714,-36.225467
Government,1,4407,Fleetwood Primary School,Primary,O,97 Fleetwood Drive,,Narre Warren,VIC,3805,97 FLEETWOOD DRIVE,,NARRE WARREN,VIC,3805,03 9705 2281,161,Casey (C),145.318095,-38.039305
Government,1,4429,Sandringham East Primary School,Primary,O,9 Holloway Road,,Sandringham,VIC,3191,9 Holloway Road,,SANDRINGHAM,VIC,3191,03 9598 1704,91,Bayside (C),145.022221,-37.956668
Government,1,4440,Seaholme Primary School,Primary,O,Cnr Millers Rd & Civic Parade,,Seaholme,VIC,3018,Box 171,,ALTONA,VIC,3018,03 9398 2806,311,Hobsons Bay (C),144.839906,-37.864212
Government,1,4458,Somers Primary School,Primary,O,87 Camp Hill Road,,Somers,VIC,3927,87 CAMP HILL ROAD,,SOMERS,VIC,3927,03 5983 5546,534,Mornington Peninsula (S),145.164606,-38.392117
Government,1,4465,Travancore School,Special,O,50 Flemington Street,,TRAVANCORE,VIC,3032,50 Flemington Street,,TRAVANCORE,VIC,3032,03 9345 6053,506,Moonee Valley (C),144.934867,-37.781903
Government,1,4530,Upwey Primary School,Primary,O,15 Darling Avenue,,Upwey,VIC,3158,15 Darling Avenue,,UPWEY,VIC,3158,03 9754 2369,745,Yarra Ranges (S),145.3328027,-37.90286736
Government,1,4543,Coburg North Primary School,Primary,O,180 O'Hea Street,,Coburg,VIC,3058,P O Box 196,,Pascoe Vale South,VIC,3044,03 9354 1660,525,Moreland (C),144.951854,-37.736171
Government,1,4568,Rosanna Primary School,Primary,O,Grandview Grove,,Rosanna,VIC,3084,P O Box 427,,ROSANNA,VIC,3084,03 9457 2592,66,Banyule (C),145.062899,-37.735395
Government,1,4582,Wantirna South Primary School,Primary,O,16 Tyner Road,,Wantirna South,VIC,3152,16 Tyner Road,,WANTIRNA SOUTH,VIC,3152,03 9801 1900,367,Knox (C),145.237339,-37.872529
Government,1,4612,Strathmore Primary School,Primary,O,14-34 Lloyd Street,,Strathmore,VIC,3041,14-34 Lloyd Street,,STRATHMORE,VIC,3041,03 9379 3991,506,Moonee Valley (C),144.917004,-37.735512
Government,1,4638,Balwyn North Primary School,Primary,O,Buchanan Avenue,,Balwyn North,VIC,3104,Buchanan Avenue,,BALWYN NORTH,VIC,3104,03 9859 4258,111,Boroondara (C),145.077044,-37.796699
Government,1,4641,Solway Primary School,Primary,O,Winton Road,,Ashburton,VIC,3147,Winton Road,,ASHBURTON,VIC,3147,03 9885 2421,111,Boroondara (C),145.07283,-37.873238
Government,1,4642,Wangaratta West Primary School,Primary,O,47-49 Phillipson Street,,Wangaratta,VIC,3677,P O Box 169,,WANGARATTA,VIC,3676,03 5721 3491,670,Wangaratta (RC),146.304421,-36.35413
Government,1,4644,Mount Beauty Primary School,Primary,O,Lakeside Avenue,,Mount Beauty,VIC,3699,P O Box 34,,MOUNT BEAUTY,VIC,3699,03 5754 4354,11,Alpine (S),147.17159,-36.739498
Government,1,4646,Newlands Primary School,Primary,O,2-26 Murphy Street,,Preston,VIC,3072,P O Box 778 Newlands Estate,,East Coburg,VIC,3058,03 9354 2928,189,Darebin (C),144.985377,-37.730113
Government,1,4647,Somers School Camp,Primary,O,124 Lord Somers Road,,Somers,VIC,3927,124 Lord Somers Road,,SOMERS,VIC,3927,03 5983 5302,534,Mornington Peninsula (S),145.145747,-38.388785
Government,1,4650,Newborough Primary School,Primary,O,24 Murray Road,,Newborough,VIC,3825,P O Box 54,,NEWBOROUGH,VIC,3825,03 5127 1448,381,Latrobe (C),146.292787,-38.188582
Government,1,4652,Traralgon (Stockdale Road) Primary School,Primary,O,7 Stockdale Road,,Traralgon,VIC,3844,P O Box 552,,TRARALGON,VIC,3844,03 5174 1607,381,Latrobe (C),146.524169,-38.18998
Government,1,4657,Gowrie Street Primary School Shepparton,Primary,O,1-19 Gowrie Street,,Shepparton,VIC,3630,PO Box 227,,SHEPPARTON,VIC,3632,03 5821 3100,283,Greater Shepparton (C),145.396348,-36.366802
Government,1,4661,Tootgarook Primary School,Primary,O,Carmichael Street,,Tootgarook,VIC,3941,P O Box 242,,RYE,VIC,3941,03 5985 2864,534,Mornington Peninsula (S),144.857321,-38.369477
Government,1,4662,Moe (South Street) Primary School,Primary,O,34 South Street,,Moe,VIC,3825,P O Box 612,,MOE,VIC,3825,03 5127 1512,381,Latrobe (C),146.260064,-38.183188
Government,1,4663,Roslyn Primary School,Primary,O,183 Roslyn Road,,Belmont,VIC,3216,P O Box 292,,BELMONT,VIC,3216,03 5243 3538,275,Greater Geelong (C),144.329816,-38.174006
Government,1,4665,Newport Gardens Primary School,Primary,O,Cnr Woods St & Maddox Rd,,Newport,VIC,3015,P O Box 3183,,NEWPORT,VIC,3015,03 9391 2168,311,Hobsons Bay (C),144.868832,-37.845209
Government,1,4666,St Georges Road Primary School Shepparton,Primary,O,120 St Georges Road,,Shepparton,VIC,3630,120 St Georges Road,,SHEPPARTON,VIC,3630,03 5821 3383,283,Greater Shepparton (C),145.405737,-36.390092
Government,1,4669,Malvern Valley Primary School,Primary,O,Abbotsford Avenue,,Malvern East,VIC,3145,Abbotsford Avenue,,MALVERN EAST,VIC,3145,03 9569 5820,635,Stonnington (C),145.08149,-37.880704
Government,1,4670,Newborough East Primary School,Primary,O,300 Old Sale Road,,Newborough,VIC,3825,P O Box 72,,NEWBOROUGH,VIC,3825,03 5126 1399,381,Latrobe (C),146.29376,-38.179
Government,1,4675,Belmore School,Special,O,49 Stroud Street,,Balwyn,VIC,3103,49 Stroud Street,,BALWYN,VIC,3103,03 9859 8762,111,Boroondara (C),145.081145,-37.804284
Government,1,4679,Croxton Special School,Special,O,159-165 Beaconsfield Parade,,Northcote,VIC,3070,159-165 Beaconsfield Parade,,NORTHCOTE,VIC,3070,03 9482 5482,189,Darebin (C),144.9873978,-37.76399724
Government,1,4681,Herne Hill Primary School,Primary,O,2-24 Gwynne Street,,Hamlyn Heights,VIC,3218,2-24 Gwynne Street,,HAMLYN HEIGHTS,VIC,3215,03 5278 4117,275,Greater Geelong (C),144.332449,-38.12936
Government,1,4682,Frankston East Primary School,Primary,O,6A Ashleigh Avenue,,Frankston,VIC,3199,P O Box 7154,,KARINGAL CENTRE,VIC,3199,03 9789 9552,217,Frankston (C),145.145528,-38.14663
Government,1,4685,Selby Primary School,Primary,O,2 Morley Street,,Selby,VIC,3159,2 Morley Street,,Selby,VIC,3159,03 9754 2675,745,Yarra Ranges (S),145.367517,-37.911431
Government,1,4686,Reservoir East Primary School,Primary,O,58 Boldrewood Parade,,Reservoir,VIC,3073,58 Boldrewood Parade,,RESERVOIR,VIC,3073,03 9460 1569,189,Darebin (C),145.021837,-37.719975
Government,1,4687,Tucker Road Bentleigh Primary School,Primary,O,16 Tucker Rd,,Bentleigh,VIC,3204,P O Box 1341,,MOORABBIN,VIC,3189,03 9557 2044,231,Glen Eira (C),145.049012,-37.932543
Government,1,4689,Katunga Primary School,Primary,O,24 CARTER STREET,,Katunga,VIC,3640,24 CARTER STREET,,KATUNGA,VIC,3640,03 5864 6365,490,Moira (S),145.455613,-35.998559
Government,1,4690,Ballarat North Primary School,Primary,O,513 Landsborough Street,,Ballarat,VIC,3350,P O Box 150N,,BALLARAT NORTH,VIC,3350,03 5333 3387,57,Ballarat (C),143.8628108,-37.54009926
Government,1,4691,Bandiana Primary School,Primary,O,44 Leumeah Road,,Bandiana,VIC,3694,P O Box 20,,BANDIANA MILPO,VIC,3694,02 6056 2826,717,Wodonga (C),146.927135,-36.152965
Government,1,4694,Greythorn Primary School,Primary,O,Reading Avenue,,Balwyn North,VIC,3104,Reading Avenue,,BALWYN NORTH,VIC,3104,03 9857 9762,111,Boroondara (C),145.095963,-37.801427
Government,1,4695,Warragul North Primary School,Primary,O,5 O'Dowds Road,,Warragul,VIC,3820,P O Box 354,,WARRAGUL,VIC,3820,03 5623 4066,83,Baw Baw (S),145.939854,-38.148107
Government,1,4697,Horsham West and Haven Primary School,Primary,O,24 Hillary Street,,Horsham,VIC,3400,P O Box 643,,HORSHAM,VIC,3402,03 5382 1285,319,Horsham (RC),142.179993,-36.717424
Government,1,4699,Traralgon (Kosciuszko Street) Primary School,Primary,O,36 Kosciuszko Street,,Traralgon,VIC,3844,P O Box 584,,TRARALGON,VIC,3844,03 5174 2512,381,Latrobe (C),146.515364,-38.199268
Government,1,4700,Traralgon (Liddiard Road) Primary School,Primary,O,148 Liddiard Road,,Traralgon,VIC,3844,P O Box 264,,TRARALGON,VIC,3844,03 5174 1795,381,Latrobe (C),146.551488,-38.201551
Government,1,4702,Eastwood Primary School,Primary,O,Alexandra Road,,Ringwood East,VIC,3135,P O Box 225,,RINGWOOD EAST,VIC,3135,03 9870 6103,441,Maroondah (C),145.252949,-37.817239
Government,1,4704,Pascoe Vale South Primary School,Primary,O,411-429 Reynard Street,,Pascoe Vale South,VIC,3044,411-429 Reynard Street,,Pascoe Vale South,VIC,3044,03 9386 4301,525,Moreland (C),144.935615,-37.745716
Government,1,4709,Lalor Primary School,Primary,O,26 Maxwell Street,,Lalor,VIC,3075,P O Box 1045,,LALOR,VIC,3075,03 9465 3037,707,Whittlesea (C),145.025391,-37.670077
Government,1,4711,Reservoir West Primary School,Primary,O,5a Carrington Road,,Reservoir,VIC,3073,5a Carrington Road,,RESERVOIR,VIC,3073,03 9478 8211,189,Darebin (C),144.990229,-37.722135
Government,1,4712,Coatesville Primary School,Primary,O,21 Mackie Road,,Bentleigh East,VIC,3165,21 Mackie Road,,BENTLEIGH EAST,VIC,3165,03 9570 1652,231,Glen Eira (C),145.073631,-37.920083
Government,1,4715,Old Orchard Primary School,Primary,O,88 Koonung Road,,Blackburn North,VIC,3130,88 KOONUNG ROAD,,BLACKBURN NORTH,VIC,3130,03 9877 7899,698,Whitehorse (C),145.152511,-37.807568
Government,1,4716,Huntingdale Primary School,Primary,O,Grange Street,,Oakleigh South,VIC,3167,Grange Street,,OAKLEIGH SOUTH,VIC,3167,03 9544 2318,497,Monash (C),145.102359,-37.913075
Government,1,4717,Box Hill North Primary School,Primary,O,Elizabeth Street,,Box Hill North,VIC,3129,P O Box 2030,,BOX HILL NORTH,VIC,3129,03 9890 5023,698,Whitehorse (C),145.123311,-37.800792
Government,1,4718,Ferntree Gully North Primary School,Primary,O,111 Forest Road,,Ferntree Gully,VIC,3156,111 Forest Road,,FERNTREE GULLY,VIC,3156,03 9758 1662,367,Knox (C),145.299422,-37.874787
Government,1,4720,Ararat West Primary School,Primary,O,Kneebone Street,,Ararat,VIC,3377,P O Box 105,,ARARAT,VIC,3377,03 5352 1909,26,Ararat (RC),142.920999,-37.277361
Government,1,4721,Oak Park Primary School,Primary,O,Willett Avenue,,Oak Park,VIC,3046,Willett Avenue,,Oak Park,VIC,3046,03 9306 9182,525,Moreland (C),144.915042,-37.715528
Government,1,4723,Dandenong North Primary School,Primary,O,117-125 Cleeland Street,,Dandenong,VIC,3175,PO BOX 2080,,DANDENONG,VIC,3175,03 9794 7899,267,Greater Dandenong (C),145.214468,-37.976641
Government,1,4725,Bairnsdale West Primary School,Primary,O,Cnr Wallace & Mckean Streets,,Bairnsdale,VIC,3875,P O Box 7,,BAIRNSDALE,VIC,3875,03 5152 3516,211,East Gippsland (S),147.608096,-37.824541
Government,1,4728,Kalianna Special School,Special,O,Nolan Street,,Bendigo,VIC,3550,PO BOX 2780,,Bendigo DC,VIC,3554,03 5442 1311,262,Greater Bendigo (C),144.278655,-36.737835
Government,1,4730,Harrisfield Primary School,Primary,O,495 Princes Hwy,,Noble Park,VIC,3174,495 Princes Hwy,,NOBLE PARK,VIC,3174,03 9546 9210,267,Greater Dandenong (C),145.179896,-37.954443
Government,1,4731,Pascoe Vale North Primary School,Primary,O,Kent Road,,Pascoe Vale,VIC,3044,Kent Road,,PASCOE VALE,VIC,3044,03 9354 3343,525,Moreland (C),144.94848,-37.721258
Government,1,4733,Belle Vue Primary School,Primary,O,20 Highview Road,,Balwyn North,VIC,3104,20 Highview Road,,BALWYN NORTH,VIC,3104,03 9859 6123,111,Boroondara (C),145.078653,-37.782523
Government,1,4735,Oberon Primary School,Primary,O,28 Dorothy Avenue,,Belmont,VIC,3216,28 Dorothy Avenue,,BELMONT,VIC,3216,03 5243 1613,275,Greater Geelong (C),144.34199,-38.179439
Government,1,4740,Moe Primary School,Primary,O,Cnr Elizabeth & King Streets,,Moe,VIC,3825,P O Box 318,,MOE,VIC,3825,03 5127 2607,381,Latrobe (C),146.246722,-38.189727
Government,1,4741,St Albans East Primary School,Primary,O,25 McArthur Avenue,,St Albans,VIC,3021,P O Box 474,,ST ALBANS,VIC,3021,03 9366 2071,118,Brimbank (C),144.811089,-37.742167
Government,1,4742,Bourchier Street Primary School Shepparton,Primary,O,Cnr Bourchier St & Balaclava R,,Shepparton,VIC,3630,P O Box 1092,,SHEPPARTON,VIC,3632,03 5821 3488,283,Greater Shepparton (C),145.412966,-36.366538
Government,1,4743,Swan Hill North Primary School,Primary,O,118 Chapman Street,,Swan Hill,VIC,3585,P O Box 992,,SWAN HILL,VIC,3585,03 5032 4577,661,Swan Hill (RC),143.546066,-35.331787
Government,1,4744,Sunshine Heights Primary School,Primary,O,1-19 Mailey Street,,Sunshine,VIC,3020,1-19 Mailey Street,,SUNSHINE,VIC,3020,03 8311 7100,118,Brimbank (C),144.818159,-37.79222
Government,1,4745,Sunshine North Primary School,Primary,O,65 - 71 Suffolk Road,,Sunshine North,VIC,3020,65 - 71 Suffolk Road,,SUNSHINE NORTH,VIC,3020,03 9311 2400,118,Brimbank (C),144.837192,-37.77201
Government,1,4746,Banyule Primary School,Primary,O,Banyule Road,,Rosanna,VIC,3084,P O Box 7081 Greville Road,,ROSANNA,VIC,3084,03 9459 0732,66,Banyule (C),145.077938,-37.743611
Government,1,4750,Portland South Primary School,Primary,O,133-141 Edgar Street,,Portland,VIC,3305,P O Box 758,,PORTLAND,VIC,3305,03 5523 2911,241,Glenelg (S),141.610615,-38.365275
Government,1,4753,Rosanna Golf Links Primary School,Primary,O,Interlaken Parade,,Rosanna,VIC,3084,Interlaken Parade,,ROSANNA,VIC,3084,03 9457 4178,66,Banyule (C),145.0741188,-37.73512039
Government,1,4754,Cheltenham East Primary School,Primary,O,Silver Street,,Cheltenham,VIC,3192,Silver Street,,CHELTENHAM,VIC,3192,03 9583 5746,343,Kingston (C),145.068353,-37.965256
Government,1,4755,Cranbourne South Primary School,Primary,O,Pearcedale Road,,Cranbourne South,VIC,3977,239 Pearcedale Road,,CRANBOURNE SOUTH,VIC,3977,03 9782 2999,161,Casey (C),145.245062,-38.147944
Government,1,4761,Yarrunga Primary School,Primary,O,38 - 50 White Street,,Wangaratta,VIC,3677,P O Box 342,,WANGARATTA,VIC,3676,03 5721 2682,670,Wangaratta (RC),146.317178,-36.37256
Government,1,4762,Ballarat Specialist School,Special,O,25 Gillies Street North,,Lake Gardens,VIC,3355,25 Gillies Street North,,LAKE GARDENS,VIC,3355,03 5334 1302,57,Ballarat (C),143.8186955,-37.55244058
Government,1,4764,Preston North East Primary School,Primary,O,93 Tyler Street,,East Preston,VIC,3072,P O Box 8114,,EAST PRESTON,VIC,3072,03 9478 8078,189,Darebin (C),145.029455,-37.733052
Government,1,4767,Orbost North Primary School,Primary,O,Rupert St,,Orbost,VIC,3888,P O Box 107,,ORBOST,VIC,3888,03 5154 1217,211,East Gippsland (S),148.466001,-37.697788
Government,1,4768,Nelson Park School,Special,O,Libau Avenue,,Bell Park,VIC,3215,L P O Box 5295,,NORTH GEELONG,VIC,3215,03 5278 3620,275,Greater Geelong (C),144.337703,-38.114241
Government,1,4770,Craigieburn Primary School,Primary,O,87 - 91 Grand Boulevard,,Craigieburn,VIC,3064,P O Box 88,,CRAIGIEBURN,VIC,3064,03 9308 1228,327,Hume (C),144.933545,-37.582645
Government,1,4773,Warrnambool East Primary School,Primary,O,Ward Street,,Warrnambool,VIC,3280,Ward Street,,WARRNAMBOOL,VIC,3280,03 5562 4100,673,Warrnambool (C),142.499578,-38.389589
Government,1,4775,Colac South West Primary School,Primary,O,238 Wilson Street,,Colac,VIC,3250,P O Box 40,,COLAC,VIC,3250,03 5232 1170,175,Colac-Otway (S),143.572026,-38.343634
Government,1,4777,George Street Primary School - Hamilton,Primary,O,32-48  George Street,,Hamilton,VIC,3300,32-48 GEORGE STREET,,HAMILTON,VIC,3300,03 5571 1478,626,Southern Grampians (S),142.034401,-37.746616
Government,1,4778,Valkstone Primary School,Primary,O,44 Valkstone Street,,Bentleigh East,VIC,3165,44 Valkstone Street,,BENTLEIGH EAST,VIC,3165,03 9570 3986,231,Glen Eira (C),145.057169,-37.914608
Government,1,4780,Overport Primary School,Primary,O,Towerhill Road,,Frankston,VIC,3199,Towerhill Road,,FRANKSTON,VIC,3199,03 9783 8777,217,Frankston (C),145.126972,-38.160488
Government,1,4788,Wembley Primary School,Primary,O,32 St Leonards Ave,,Yarraville,VIC,3013,32 St Leonards Ave,,YARRAVILLE,VIC,3013,03 9314 7054,433,Maribyrnong (C),144.874427,-37.821038
