id,data_upd_at,pv_last_wk,pv_last_mth,pv_total,download_count,log_time
2ph9-es73,2015-05-07 06:48:07+00:00,1,4,1027,1318,2021-12-01 19:00:18.264519
inah-t6kx,2021-05-21 03:37:13+00:00,3,12,1027,775,2021-12-01 19:00:18.264519
a52j-vb2e,2018-09-27 05:08:46+00:00,9,15,1016,719,2021-12-01 19:00:18.264519
g8gz-fuiv,2018-10-25 00:50:36+00:00,3,13,1012,852,2021-12-01 19:00:18.264519
74id-aqj9,2018-09-04 21:55:19+00:00,2,19,1009,733,2021-12-01 19:00:18.264519
4spx-8bh5,2021-08-23 16:03:50+00:00,4,14,990,1044,2021-12-01 19:00:18.264519
fyes-zqbt,2017-04-04 03:40:26+00:00,2,6,962,295872,2021-12-01 19:00:18.264519
6rkf-zake,2019-02-19 23:04:54+00:00,1,4,948,679,2021-12-01 19:00:18.264519
96gt-j9ix,2021-09-30 16:45:01+00:00,3,4,945,2229339,2021-12-01 19:00:18.264519
5dx2-u4mf,2021-09-22 16:50:01+00:00,5,10,939,979,2021-12-01 19:00:18.264519
gyfq-h9jk,2018-09-27 05:03:00+00:00,5,19,924,668,2021-12-01 19:00:18.264519
v4zv-yqtp,2021-08-23 16:38:17+00:00,3,10,906,1124,2021-12-01 19:00:18.264519
svux-bada,,1,3,895,5415168,2021-12-01 19:00:18.264519
xmnz-a7qy,,1,1,895,17606,2021-12-01 19:00:18.264519
x4k3-uj4j,2020-12-15 04:38:19+00:00,6,22,888,98,2021-12-01 19:00:18.264519
5kg2-fg9r,2015-05-14 01:22:49+00:00,0,3,884,1215,2021-12-01 19:00:18.264519
bevb-vgiu,2015-10-16 05:28:52+00:00,0,2,855,1217,2021-12-01 19:00:18.264519
th7x-7gv7,2021-05-26 04:57:50+00:00,24,86,851,45,2021-12-01 19:00:18.264519
pyua-izk6,2017-04-04 03:56:11+00:00,2,3,846,40917,2021-12-01 19:00:18.264519
99qa-f55d,2016-10-24 02:40:38+00:00,1,2,803,1305,2021-12-01 19:00:18.264519
reaf-a4my,2021-11-02 22:29:27+00:00,2,6,790,161,2021-12-01 19:00:18.264519
55z9-zqzu,2021-08-23 16:15:10+00:00,2,11,783,1020,2021-12-01 19:00:18.264519
c2cr-5q87,2017-07-28 06:40:41+00:00,0,3,773,1660,2021-12-01 19:00:18.264519
awcz-wi9e,2015-05-07 06:34:45+00:00,0,2,737,2053,2021-12-01 19:00:18.264519
nnx5-w29b,2015-05-07 07:36:31+00:00,0,5,735,1335,2021-12-01 19:00:18.264519
xfa5-gt4u,2018-09-27 02:44:06+00:00,1,3,728,731,2021-12-01 19:00:18.264519
cawe-uats,2017-05-22 05:41:43+00:00,0,3,712,964,2021-12-01 19:00:18.264519
9usq-v437,2015-10-16 05:49:34+00:00,0,2,711,1063,2021-12-01 19:00:18.264519
t6hb-9uf2,2019-04-16 11:26:16+00:00,0,4,704,1764,2021-12-01 19:00:18.264519
gquc-eex2,2018-08-21 22:09:34+00:00,0,3,702,905,2021-12-01 19:00:18.264519
vkxi-k7ps,2019-04-09 06:20:02+00:00,0,6,700,1051,2021-12-01 19:00:18.264519
gznb-6fq3,2021-11-02 22:39:47+00:00,1,26,695,127,2021-12-01 19:00:18.264519
npd7-23gm,2017-05-03 06:17:56+00:00,0,1,683,943,2021-12-01 19:00:18.264519
wdtk-npar,2021-11-02 22:13:48+00:00,2,7,679,321,2021-12-01 19:00:18.264519
apua-t2tb,2019-04-17 02:11:07+00:00,0,6,677,1415,2021-12-01 19:00:18.264519
rsgn-pgkc,2018-09-27 05:14:42+00:00,1,10,674,844,2021-12-01 19:00:18.264519
nug6-empf,2021-11-02 22:51:36+00:00,2,46,674,85,2021-12-01 19:00:18.264519
fthi-zajy,2016-11-21 04:11:12+00:00,3,6,646,1068,2021-12-01 19:00:18.264519
5532-ig9r,2020-04-02 20:11:40+00:00,9,25,613,87,2021-12-01 19:00:18.264519
rqdu-ieaj,2017-04-27 03:22:55+00:00,1,3,596,639350,2021-12-01 19:00:18.264519
mv4n-8k4v,2021-12-01 07:31:45+00:00,5,20,593,34,2021-12-01 19:00:18.264519
7je2-yydd,2021-11-02 22:19:04+00:00,1,9,588,117,2021-12-01 19:00:18.264519
s7e6-a6bm,2017-04-19 03:05:52+00:00,1,8,586,40664,2021-12-01 19:00:18.264519
necc-34pz,2017-05-12 06:23:24+00:00,0,3,571,1004,2021-12-01 19:00:18.264519
wxa3-hxd3,2021-11-02 22:51:36+00:00,2,33,565,159,2021-12-01 19:00:18.264519
ue3p-kdsu,2017-08-07 05:36:15+00:00,1,3,557,627,2021-12-01 19:00:18.264519
8c5t-6gxs,2017-05-12 06:23:24+00:00,0,1,549,889,2021-12-01 19:00:18.264519
pkqa-bdit,2015-05-07 06:27:15+00:00,0,9,539,1171,2021-12-01 19:00:18.264519
nzkf-kgud,2015-05-07 06:40:06+00:00,0,1,539,1184,2021-12-01 19:00:18.264519
kv9p-crx6,2017-05-04 05:55:17+00:00,1,1,531,594,2021-12-01 19:00:18.264519
7nkv-ni4n,2021-11-02 22:38:58+00:00,5,31,527,102,2021-12-01 19:00:18.264519
hfxu-z5ii,2018-09-27 02:59:26+00:00,0,6,525,636,2021-12-01 19:00:18.264519
u3gs-y2xi,2018-09-27 00:55:08+00:00,0,4,511,644,2021-12-01 19:00:18.264519
vbe9-m4tk,2019-04-11 04:33:05+00:00,0,3,509,1280,2021-12-01 19:00:18.264519
75qa-syb4,2017-04-04 03:53:05+00:00,1,1,495,894,2021-12-01 19:00:18.264519
xy7t-cwm2,2017-04-04 03:55:01+00:00,2,5,477,880407,2021-12-01 19:00:18.264519
q67c-6wjt,2021-11-02 22:44:13+00:00,1,20,469,75,2021-12-01 19:00:18.264519
625k-qaqp,2019-11-12 01:58:45+00:00,1,7,448,0,2021-12-01 19:00:18.264519
7jq6-k9kf,2019-04-16 03:19:33+00:00,1,10,440,1237,2021-12-01 19:00:18.264519
krg7-hmyt,2021-08-11 02:53:57+00:00,3,79,417,28,2021-12-01 19:00:18.264519
2b75-x6et,2021-11-02 22:38:58+00:00,0,14,414,266,2021-12-01 19:00:18.264519
w8cz-guri,2015-05-07 06:42:26+00:00,0,2,404,1214,2021-12-01 19:00:18.264519
hpzc-vi8m,2021-08-23 16:37:29+00:00,1,2,394,726,2021-12-01 19:00:18.264519
7kjb-25ry,2017-05-04 05:48:40+00:00,1,1,368,1043,2021-12-01 19:00:18.264519
jwq3-hkg3,2017-05-12 06:23:28+00:00,0,1,357,860,2021-12-01 19:00:18.264519
cm7k-9aj4,2021-08-26 16:01:11+00:00,1,4,351,1068,2021-12-01 19:00:18.264519
a9sc-9jxz,2021-11-02 22:44:13+00:00,1,18,344,219,2021-12-01 19:00:18.264519
hfm2-46au,2017-04-19 03:08:02+00:00,1,1,343,537596,2021-12-01 19:00:18.264519
erbg-hj42,2017-04-19 03:09:39+00:00,1,2,331,526304,2021-12-01 19:00:18.264519
fsfa-5ye5,2017-04-19 03:11:15+00:00,1,2,321,670,2021-12-01 19:00:18.264519
dxvp-runr,2021-12-01 02:09:32+00:00,1,4,319,31,2021-12-01 19:00:18.264519
n57n-9wqc,2015-05-07 06:38:30+00:00,0,1,311,1166,2021-12-01 19:00:18.264519
y7km-5r6f,2020-12-15 04:38:24+00:00,0,6,308,111,2021-12-01 19:00:18.264519
m8kf-ur3f,2017-05-12 06:13:42+00:00,0,2,265,788,2021-12-01 19:00:18.264519
mcf9-snjr,2017-05-12 06:20:10+00:00,0,1,235,831,2021-12-01 19:00:18.264519
hisn-tyup,2017-05-12 06:23:18+00:00,0,1,225,850,2021-12-01 19:00:18.264519
sp4r-xphj,2021-08-12 06:45:16+00:00,19,68,152,21,2021-12-01 19:00:18.264519
73qa-862u,2021-08-12 07:19:52+00:00,7,31,64,15,2021-12-01 19:00:18.264519
jizx-9ayp,2021-08-12 07:01:29+00:00,6,17,54,9,2021-12-01 19:00:18.264519
ssm6-4b38,2021-08-12 07:27:00+00:00,4,10,42,7,2021-12-01 19:00:18.264519
b2ak-trbp,2021-11-04 22:38:23+00:00,84,611,74009,8840,2021-12-02 19:00:08.443656
y79a-us3f,,13,36,66914,3178,2021-12-02 19:00:08.443656
fp38-wiyy,2021-09-30 16:06:54+00:00,63,244,39942,6398,2021-12-02 19:00:08.443656
vh2v-4nfs,2021-12-02 07:58:30+00:00,155,673,38883,12090651,2021-12-02 19:00:08.443656
7q9g-yyvg,2018-03-02 01:46:14+00:00,140,526,32336,1841,2021-12-02 19:00:08.443656
i8px-csib,2017-05-12 05:48:58+00:00,201,833,30774,3342,2021-12-02 19:00:08.443656
crvt-b4kt,2021-08-23 16:04:33+00:00,170,601,25637,39776,2021-12-02 19:00:08.443656
xt2y-tnn9,2021-11-02 22:16:33+00:00,39,256,24782,16176,2021-12-02 19:00:08.443656
gh7s-qda8,2021-11-29 05:58:42+00:00,46,162,23493,6267,2021-12-02 19:00:08.443656
r5bg-2hj8,2020-09-22 05:30:26+00:00,133,614,20574,2617,2021-12-02 19:00:08.443656
pmhb-s6pn,2021-11-02 22:05:44+00:00,47,276,19656,3347,2021-12-02 19:00:08.443656
ntht-5rk7,2021-09-14 16:04:00+00:00,84,337,18072,607132,2021-12-02 19:00:08.443656
qe9w-cym8,,8,48,17028,127163,2021-12-02 19:00:08.443656
ez6b-syvw,2015-06-15 05:55:16+00:00,29,97,14230,3521,2021-12-02 19:00:08.443656
def8-4wbt,2021-09-30 00:09:06+00:00,30,122,13902,1007540,2021-12-02 19:00:08.443656
8fgn-5q6t,2021-08-13 16:53:00+00:00,8,39,13280,2270,2021-12-02 19:00:08.443656
e56b-j9mj,2021-09-23 16:08:47+00:00,33,212,13125,2212262,2021-12-02 19:00:08.443656
67fb-mvax,2017-05-12 05:53:17+00:00,52,269,11488,1287,2021-12-02 19:00:08.443656
a7rp-xtya,2021-09-30 16:46:36+00:00,52,256,11481,163068,2021-12-02 19:00:08.443656
44kh-ty54,2021-11-02 22:25:14+00:00,8,140,10670,2009,2021-12-02 19:00:08.443656
j5vt-ppat,2017-04-06 05:48:40+00:00,17,58,10497,3230,2021-12-02 19:00:08.443656
krh5-hhjn,2021-11-02 22:29:27+00:00,16,59,10078,1581,2021-12-02 19:00:08.443656
bs7n-5veh,2021-11-02 22:13:48+00:00,7,57,10025,2274,2021-12-02 19:00:08.443656
aia8-ryiq,2021-03-18 04:20:13+00:00,18,145,9638,3197896,2021-12-02 19:00:08.443656
2dqj-9ydd,2018-08-17 04:41:48+00:00,42,173,9558,0,2021-12-02 19:00:08.443656
t3zn-qgfx,,29,114,8733,3474376,2021-12-02 19:00:08.443656
mq3i-cbxd,2015-05-12 06:33:58+00:00,2,18,8592,3574,2021-12-02 19:00:08.443656
xzxc-g5i9,2015-01-20 23:37:21+00:00,2,14,8111,1593,2021-12-02 19:00:08.443656
d6mv-s43h,2021-12-02 07:47:24+00:00,9,74,7951,21060,2021-12-02 19:00:08.443656
pv8y-ihee,2017-07-28 07:03:49+00:00,8,62,7919,160697,2021-12-02 19:00:08.443656
h57g-5234,2021-09-21 16:44:14+00:00,21,177,7625,2199,2021-12-02 19:00:08.443656
gei8-3w86,,19,72,7335,7362378,2021-12-02 19:00:08.443656
d5tb-r7a6,2018-08-17 03:10:01+00:00,39,175,7312,0,2021-12-02 19:00:08.443656
mffi-m9yn,2021-11-02 22:19:04+00:00,33,138,7027,2767,2021-12-02 19:00:08.443656
qksr-hqee,2017-07-28 06:53:42+00:00,12,43,6977,1863,2021-12-02 19:00:08.443656
3927-sgfc,2015-11-09 05:22:47+00:00,5,27,6247,476709,2021-12-02 19:00:08.443656
u9sa-j86i,2019-04-18 02:42:21+00:00,16,60,6239,1426,2021-12-02 19:00:08.443656
b36j-kiy4,2021-11-02 22:38:03+00:00,3,43,6205,2854,2021-12-02 19:00:08.443656
m7yp-p495,,46,190,5913,13530346,2021-12-02 19:00:08.443656
pq2z-35fu,2019-10-07 02:22:25+00:00,11,62,5877,1209,2021-12-02 19:00:08.443656
mgkp-67ad,2018-02-12 03:47:12+00:00,35,144,5530,721680,2021-12-02 19:00:08.443656
cwpe-ugri,2019-11-10 23:49:52+00:00,44,207,5377,0,2021-12-02 19:00:08.443656
234q-gg83,2021-11-02 22:49:34+00:00,3,40,5319,1547,2021-12-02 19:00:08.443656
e6er-4cb3,2016-02-09 03:54:32+00:00,4,24,5169,1565,2021-12-02 19:00:08.443656
s8dq-xd4g,,1,19,5038,2971982,2021-12-02 19:00:08.443656
qabw-suvb,2021-11-02 22:05:44+00:00,16,90,4938,894,2021-12-02 19:00:08.443656
c3gt-hrz6,2021-11-02 22:32:26+00:00,1,25,4907,2679,2021-12-02 19:00:08.443656
gh9v-yqwz,2020-06-25 01:57:53+00:00,12,33,4876,1935,2021-12-02 19:00:08.443656
9mdh-8yau,2021-09-23 16:45:49+00:00,8,37,4633,7206912,2021-12-02 19:00:08.443656
3bff-vaa5,2016-05-10 04:25:02+00:00,40,206,4386,11802,2021-12-02 19:00:08.443656
jtcb-iab6,2015-04-28 06:25:46+00:00,1,8,4321,1773,2021-12-02 19:00:08.443656
khvg-gtaq,2017-05-31 00:33:10+00:00,2,13,4309,1554,2021-12-02 19:00:08.443656
j4qc-4tib,2021-08-23 16:02:40+00:00,8,79,4233,1144,2021-12-02 19:00:08.443656
2x56-ai8r,2021-09-23 16:47:48+00:00,57,92,4149,9808179,2021-12-02 19:00:08.443656
5nb5-w7hq,2021-08-13 16:54:24+00:00,5,37,3951,2898,2021-12-02 19:00:08.443656
u4vh-84j8,2021-12-02 07:30:16+00:00,33,143,3946,471,2021-12-02 19:00:08.443656
8wi9-ysz4,2019-01-24 00:57:42+00:00,11,56,3941,0,2021-12-02 19:00:08.443656
rpt3-2axt,,10,32,3853,7813,2021-12-02 19:00:08.443656
ru3z-44we,2021-09-30 16:07:52+00:00,8,33,3606,2554,2021-12-02 19:00:08.443656
vdsi-4gtj,2021-09-23 16:01:43+00:00,10,29,3489,2394,2021-12-02 19:00:08.443656
dyqx-cfn5,2021-11-02 22:16:33+00:00,9,59,3375,650,2021-12-02 19:00:08.443656
6fzs-45an,2014-05-02 03:02:11+00:00,4,13,3334,1924,2021-12-02 19:00:08.443656
pih2-628i,2017-03-02 03:34:39+00:00,3,16,3317,1372,2021-12-02 19:00:08.443656
2eyd-p5ws,2015-05-07 06:20:43+00:00,0,3,3260,2777,2021-12-02 19:00:08.443656
ck33-yh8z,,13,81,3236,5013334,2021-12-02 19:00:08.443656
wqka-kyhz,,6,21,3095,1820910,2021-12-02 19:00:08.443656
ss79-v558,,19,66,3038,1647126,2021-12-02 19:00:08.443656
k64i-2xff,2015-01-20 23:24:00+00:00,1,10,2964,1377,2021-12-02 19:00:08.443656
g48j-sdah,,1,8,2908,1954,2021-12-02 19:00:08.443656
su97-b2at,2020-07-05 16:23:59+00:00,4,17,2872,75490,2021-12-02 19:00:08.443656
jzfa-q3k3,2021-09-27 16:32:26+00:00,6,22,2840,3404400,2021-12-02 19:00:08.443656
h4ih-tzqs,2021-08-23 16:50:10+00:00,6,13,2811,2816,2021-12-02 19:00:08.443656
24aw-nd3i,2021-08-23 16:00:21+00:00,11,34,2694,709262,2021-12-02 19:00:08.443656
qa5h-sfgh,2018-09-20 05:11:49+00:00,2,11,2615,0,2021-12-02 19:00:08.443656
txcy-uafv,2021-09-30 16:47:56+00:00,2,13,2588,984,2021-12-02 19:00:08.443656
wwkr-v8s7,2018-03-02 03:21:33+00:00,13,39,2581,1812,2021-12-02 19:00:08.443656
a945-pqqr,2017-05-19 03:25:03+00:00,7,10,2536,1284,2021-12-02 19:00:08.443656
vesm-c7r2,2021-11-02 22:13:48+00:00,7,62,2349,758,2021-12-02 19:00:08.443656
4id4-tydi,2019-02-14 05:10:58+00:00,2,25,2347,1078,2021-12-02 19:00:08.443656
mxsp-c8nh,2019-02-19 05:58:26+00:00,0,1,2301,1140,2021-12-02 19:00:08.443656
d34a-re98,2018-02-22 23:37:02+00:00,7,41,2293,1397,2021-12-02 19:00:08.443656
ht4h-vqbu,2016-11-09 04:18:08+00:00,0,5,2286,2888,2021-12-02 19:00:08.443656
tqjk-32d9,,4,19,2274,1608,2021-12-02 19:00:08.443656
rm92-h5tq,2021-11-02 22:25:14+00:00,6,38,2198,566,2021-12-02 19:00:08.443656
axts-5eu4,2015-01-20 23:50:04+00:00,1,4,2194,1630,2021-12-02 19:00:08.443656
7pgd-bdf2,2020-04-14 00:10:03+00:00,22,72,2189,233,2021-12-02 19:00:08.443656
be3i-empa,2021-11-02 22:05:44+00:00,5,12,2176,257,2021-12-02 19:00:08.443656
dj7e-rdx9,2019-04-17 08:02:55+00:00,3,12,2155,1494,2021-12-02 19:00:08.443656
x69f-uxmj,2017-05-12 05:58:01+00:00,2,16,2131,1622,2021-12-02 19:00:08.443656
rwbd-626w,2021-08-23 16:47:08+00:00,5,21,2023,1726860,2021-12-02 19:00:08.443656
vrwc-rwgm,2018-10-15 03:54:32+00:00,3,22,2014,1252,2021-12-02 19:00:08.443656
qnju-it8g,2021-11-02 22:38:03+00:00,10,34,2011,456,2021-12-02 19:00:08.443656
4n3a-s6rn,2020-06-01 08:35:48+00:00,10,41,1997,279,2021-12-02 19:00:08.443656
nyr3-sees,2019-09-12 05:00:14+00:00,2,20,1992,374,2021-12-02 19:00:08.443656
n6sz-6nb6,,4,16,1964,5564262,2021-12-02 19:00:08.443656
nmnx-3ct3,,3,5,1910,4551653,2021-12-02 19:00:08.443656
e63d-rbu7,2019-01-14 00:47:27+00:00,1,2,1906,2763,2021-12-02 19:00:08.443656
6yxs-smdz,,2,11,1880,3135136,2021-12-02 19:00:08.443656
dmpt-2xdw,2021-08-23 16:45:41+00:00,1,7,1876,5049596,2021-12-02 19:00:08.443656
mayw-9gb5,2021-11-02 22:49:34+00:00,3,35,1868,442,2021-12-02 19:00:08.443656
n9ie-cp6t,2018-10-12 00:40:22+00:00,2,6,1844,1033,2021-12-02 19:00:08.443656
dh3m-ckxm,,6,20,1772,6644363,2021-12-02 19:00:08.443656
v9mu-dvfu,2019-03-18 04:50:39+00:00,2,7,1747,931,2021-12-02 19:00:08.443656
mgqj-necz,2020-03-05 03:52:54+00:00,6,29,1727,540,2021-12-02 19:00:08.443656
irqv-hjr4,2021-12-02 07:30:13+00:00,5,31,1680,206,2021-12-02 19:00:08.443656
3v7r-q3ds,2015-04-28 07:22:49+00:00,3,8,1672,1616,2021-12-02 19:00:08.443656
md5d-vpap,2021-11-02 22:32:26+00:00,9,32,1638,301,2021-12-02 19:00:08.443656
3bxw-t8fk,2019-02-06 04:34:39+00:00,4,12,1633,727,2021-12-02 19:00:08.443656
uyp8-7ii8,2019-03-18 03:17:17+00:00,2,15,1629,909,2021-12-02 19:00:08.443656
ambt-72qg,2018-03-02 04:10:30+00:00,6,22,1621,926,2021-12-02 19:00:08.443656
4j42-79hg,2021-08-23 16:00:54+00:00,1,6,1610,1062,2021-12-02 19:00:08.443656
hg8j-vcww,,1,5,1606,8649,2021-12-02 19:00:08.443656
g9am-cna5,2021-11-02 22:29:27+00:00,3,17,1590,422,2021-12-02 19:00:08.443656
psq9-yz4x,2021-09-28 16:39:09+00:00,6,27,1582,1096,2021-12-02 19:00:08.443656
2x87-fe4u,2014-05-02 04:25:14+00:00,2,7,1491,1367,2021-12-02 19:00:08.443656
wcd7-bvh4,2021-11-18 00:49:27+00:00,2,22,1468,1622,2021-12-02 19:00:08.443656
grmi-2ew3,2021-09-30 16:40:19+00:00,1,10,1432,2280595,2021-12-02 19:00:08.443656
47ai-9yup,2017-05-18 04:25:26+00:00,4,7,1416,1038,2021-12-02 19:00:08.443656
jsun-ttri,2021-11-02 22:39:47+00:00,1,19,1399,848,2021-12-02 19:00:08.443656
uqhf-q5h7,2014-05-02 02:40:39+00:00,2,10,1373,1655,2021-12-02 19:00:08.443656
rdi4-j8zh,2021-09-30 16:44:14+00:00,3,15,1365,4588,2021-12-02 19:00:08.443656
sex6-6426,2018-02-22 03:19:28+00:00,4,17,1364,2885,2021-12-02 19:00:08.443656
mi2q-4527,2021-11-02 22:40:43+00:00,1,35,1332,1047,2021-12-02 19:00:08.443656
6cxw-5y4y,2019-01-09 03:20:29+00:00,3,7,1328,867,2021-12-02 19:00:08.443656
ew6k-chz4,2017-05-19 01:57:49+00:00,3,4,1294,1209,2021-12-02 19:00:08.443656
55up-8nwa,2015-05-07 06:30:36+00:00,0,3,1289,1258,2021-12-02 19:00:08.443656
vzb2-a2kz,2021-08-23 16:46:03+00:00,1,7,1275,1699963,2021-12-02 19:00:08.443656
84bf-dihi,,1,2,1264,4851824,2021-12-02 19:00:08.443656
q3ni-rkmu,2021-06-28 01:55:48+00:00,5,20,1240,143,2021-12-02 19:00:08.443656
r6ug-jmg3,2017-05-12 06:07:26+00:00,2,8,1229,1290,2021-12-02 19:00:08.443656
arvc-7u8d,2021-11-02 22:25:14+00:00,2,7,1183,201,2021-12-02 19:00:08.443656
rhc3-j4bg,2017-05-04 05:47:33+00:00,1,4,1169,16103,2021-12-02 19:00:08.443656
tq3k-d7n7,2019-12-01 21:31:05+00:00,1,9,1168,280,2021-12-02 19:00:08.443656
rpdm-je7s,,2,8,1165,4808644,2021-12-02 19:00:08.443656
fzjr-9nrn,2021-09-30 17:21:58+00:00,2,14,1163,737,2021-12-02 19:00:08.443656
9hjf-8i2d,2021-11-02 22:19:04+00:00,2,33,1148,297,2021-12-02 19:00:08.443656
kmtd-nvqr,2018-05-08 00:04:44+00:00,2,7,1133,1039,2021-12-02 19:00:08.443656
23k2-cnm2,2021-08-23 16:47:45+00:00,3,4,1109,1502235,2021-12-02 19:00:08.443656
w2pi-36nk,2021-11-02 22:16:33+00:00,2,9,1075,207,2021-12-02 19:00:08.443656
nw38-8y7g,2021-11-02 22:40:43+00:00,3,26,1052,202,2021-12-02 19:00:08.443656
xgce-vkbh,,6,14,1038,3150728,2021-12-02 19:00:08.443656
2ph9-es73,2015-05-07 06:48:07+00:00,1,3,1027,1318,2021-12-02 19:00:08.443656
inah-t6kx,2021-05-21 03:37:13+00:00,3,11,1027,775,2021-12-02 19:00:08.443656
a52j-vb2e,2018-09-27 05:08:46+00:00,8,14,1016,719,2021-12-02 19:00:08.443656
g8gz-fuiv,2018-10-25 00:50:36+00:00,3,14,1013,852,2021-12-02 19:00:08.443656
74id-aqj9,2018-09-04 21:55:19+00:00,5,22,1012,733,2021-12-02 19:00:08.443656
4spx-8bh5,2021-08-23 16:03:50+00:00,5,15,991,1044,2021-12-02 19:00:08.443656
fyes-zqbt,2017-04-04 03:40:26+00:00,2,6,962,295872,2021-12-02 19:00:08.443656
6rkf-zake,2019-02-19 23:04:54+00:00,2,5,949,679,2021-12-02 19:00:08.443656
96gt-j9ix,2021-09-30 16:45:01+00:00,3,4,945,2229339,2021-12-02 19:00:08.443656
5dx2-u4mf,2021-09-22 16:50:01+00:00,7,12,941,979,2021-12-02 19:00:08.443656
gyfq-h9jk,2018-09-27 05:03:00+00:00,3,19,924,668,2021-12-02 19:00:08.443656
v4zv-yqtp,2021-08-23 16:38:17+00:00,3,11,907,1124,2021-12-02 19:00:08.443656
svux-bada,,1,2,895,5415168,2021-12-02 19:00:08.443656
xmnz-a7qy,,1,1,895,17606,2021-12-02 19:00:08.443656
x4k3-uj4j,2020-12-15 04:38:19+00:00,5,22,888,98,2021-12-02 19:00:08.443656
5kg2-fg9r,2015-05-14 01:22:49+00:00,0,3,884,1215,2021-12-02 19:00:08.443656
bevb-vgiu,2015-10-16 05:28:52+00:00,0,2,855,1217,2021-12-02 19:00:08.443656
th7x-7gv7,2021-05-26 04:57:50+00:00,21,87,853,45,2021-12-02 19:00:08.443656
pyua-izk6,2017-04-04 03:56:11+00:00,2,3,846,40917,2021-12-02 19:00:08.443656
99qa-f55d,2016-10-24 02:40:38+00:00,1,2,803,1305,2021-12-02 19:00:08.443656
reaf-a4my,2021-11-02 22:29:27+00:00,3,6,791,162,2021-12-02 19:00:08.443656
55z9-zqzu,2021-08-23 16:15:10+00:00,2,11,783,1020,2021-12-02 19:00:08.443656
c2cr-5q87,2017-07-28 06:40:41+00:00,0,2,773,1660,2021-12-02 19:00:08.443656
awcz-wi9e,2015-05-07 06:34:45+00:00,0,2,737,2053,2021-12-02 19:00:08.443656
nnx5-w29b,2015-05-07 07:36:31+00:00,0,5,735,1335,2021-12-02 19:00:08.443656
xfa5-gt4u,2018-09-27 02:44:06+00:00,0,3,728,731,2021-12-02 19:00:08.443656
cawe-uats,2017-05-22 05:41:43+00:00,0,3,712,964,2021-12-02 19:00:08.443656
9usq-v437,2015-10-16 05:49:34+00:00,1,3,712,1063,2021-12-02 19:00:08.443656
t6hb-9uf2,2019-04-16 11:26:16+00:00,0,4,704,1764,2021-12-02 19:00:08.443656
gquc-eex2,2018-08-21 22:09:34+00:00,0,3,702,905,2021-12-02 19:00:08.443656
vkxi-k7ps,2019-04-09 06:20:02+00:00,0,6,700,1051,2021-12-02 19:00:08.443656
gznb-6fq3,2021-11-02 22:39:47+00:00,1,26,695,127,2021-12-02 19:00:08.443656
npd7-23gm,2017-05-03 06:17:56+00:00,0,1,683,943,2021-12-02 19:00:08.443656
wdtk-npar,2021-11-02 22:13:48+00:00,2,7,680,321,2021-12-02 19:00:08.443656
apua-t2tb,2019-04-17 02:11:07+00:00,0,6,677,1415,2021-12-02 19:00:08.443656
nug6-empf,2021-11-02 22:51:36+00:00,1,47,675,86,2021-12-02 19:00:08.443656
rsgn-pgkc,2018-09-27 05:14:42+00:00,0,10,674,844,2021-12-02 19:00:08.443656
fthi-zajy,2016-11-21 04:11:12+00:00,3,6,646,1070,2021-12-02 19:00:08.443656
5532-ig9r,2020-04-02 20:11:40+00:00,7,25,613,87,2021-12-02 19:00:08.443656
rqdu-ieaj,2017-04-27 03:22:55+00:00,1,3,596,639350,2021-12-02 19:00:08.443656
mv4n-8k4v,2021-12-02 07:31:52+00:00,3,20,594,34,2021-12-02 19:00:08.443656
7je2-yydd,2021-11-02 22:19:04+00:00,0,8,588,117,2021-12-02 19:00:08.443656
s7e6-a6bm,2017-04-19 03:05:52+00:00,1,8,586,40664,2021-12-02 19:00:08.443656
necc-34pz,2017-05-12 06:23:24+00:00,0,3,571,1004,2021-12-02 19:00:08.443656
wxa3-hxd3,2021-11-02 22:51:36+00:00,2,33,565,159,2021-12-02 19:00:08.443656
ue3p-kdsu,2017-08-07 05:36:15+00:00,1,2,557,627,2021-12-02 19:00:08.443656
8c5t-6gxs,2017-05-12 06:23:24+00:00,0,1,549,889,2021-12-02 19:00:08.443656
pkqa-bdit,2015-05-07 06:27:15+00:00,0,9,539,1171,2021-12-02 19:00:08.443656
nzkf-kgud,2015-05-07 06:40:06+00:00,0,1,539,1184,2021-12-02 19:00:08.443656
kv9p-crx6,2017-05-04 05:55:17+00:00,1,1,531,594,2021-12-02 19:00:08.443656
7nkv-ni4n,2021-11-02 22:38:58+00:00,5,31,527,102,2021-12-02 19:00:08.443656
hfxu-z5ii,2018-09-27 02:59:26+00:00,0,4,525,636,2021-12-02 19:00:08.443656
u3gs-y2xi,2018-09-27 00:55:08+00:00,0,4,511,644,2021-12-02 19:00:08.443656
vbe9-m4tk,2019-04-11 04:33:05+00:00,0,3,509,1280,2021-12-02 19:00:08.443656
75qa-syb4,2017-04-04 03:53:05+00:00,1,1,496,894,2021-12-02 19:00:08.443656
xy7t-cwm2,2017-04-04 03:55:01+00:00,2,5,477,880407,2021-12-02 19:00:08.443656
q67c-6wjt,2021-11-02 22:44:13+00:00,1,20,469,75,2021-12-02 19:00:08.443656
625k-qaqp,2019-11-12 01:58:45+00:00,1,7,448,0,2021-12-02 19:00:08.443656
7jq6-k9kf,2019-04-16 03:19:33+00:00,1,10,440,1237,2021-12-02 19:00:08.443656
