Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
Forest Hill,2 Thornhill Dr,6,h,1234000,S,Ray,15/07/2017,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council
Frankston,3/19 Cricklewood Av,2,u,300000,S,Aquire,15/07/2017,3199,South-Eastern Metropolitan,17055,38,Frankston City Council
Frankston,4 Lutana Ct,3,h,,SS,O'Brien,15/07/2017,3199,South-Eastern Metropolitan,17055,38,Frankston City Council
Frankston,12 Tantani St,3,h,506000,S,Aquire,15/07/2017,3199,South-Eastern Metropolitan,17055,38,Frankston City Council
Frankston,50 Towerhill Rd,4,h,755000,S,Ray,15/07/2017,3199,South-Eastern Metropolitan,17055,38,Frankston City Council
Gisborne,21 Braeside Rd,4,h,807000,S,Raine,15/07/2017,3437,Northern Victoria,3376,45.9,Macedon Ranges Shire Council
Gisborne,1/12 Rodney St,3,h,426000,S,Raine,15/07/2017,3437,Northern Victoria,3376,45.9,Macedon Ranges Shire Council
Glen Iris,30 Bath Rd,5,h,,S,Jellis,15/07/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Iris,3/14 Charles St,2,u,540000,S,Woodards,15/07/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Iris,9/1524 Malvern Rd,2,t,,S,Marshall,15/07/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Waverley,2/25 Fernhill St,2,u,960000,S,Ray,15/07/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,707 Waverley Rd,5,h,1116500,S,Harcourts,15/07/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glenroy,40 Glenroy Rd,4,h,,PI,Harcourts,15/07/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,2/7 Langton St,3,t,700000,S,Brad,15/07/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Greensborough,1/39 Alexandra St,2,u,610000,S,Darren,15/07/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,48 Duncan Av,3,h,690000,S,Darren,15/07/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,1/111 Nepean St,2,u,585000,S,Darren,15/07/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,4 Nokuna Ct,3,h,800000,S,Buckingham,15/07/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,13 Stowe Av,4,h,800000,S,Darren,15/07/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,3/11 Stubley Ct,3,t,,SP,Barry,15/07/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,54 Warralong Av,3,h,896000,S,Fletchers,15/07/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,18 Warruga Pl,3,h,1010000,S,Buckingham,15/07/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Hampton,1/35 Holyrood St,3,t,1660000,S,Buxton,15/07/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hampton,13 Kyarra St,2,h,1960000,S,Charlton,15/07/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hampton East,3/21 Highbury Av,3,t,1250000,VB,Buxton,15/07/2017,3188,Southern Metropolitan,2356,13.8,Bayside City Council
Hawthorn,1/164 Barkers Rd,3,t,1200000,VB,Noel,15/07/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,1/23 Glen St,2,u,670000,S,Woodards,15/07/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,504/2 Golding St,2,u,600000,SP,Fletchers,15/07/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,1/23 Hawthorn Gr,1,u,415000,S,Nelson,15/07/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,15/1 Muir St,3,u,1150000,S,Marshall,15/07/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,24/1 Muir St,3,h,1100000,S,Marshall,15/07/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,2/73 Riversdale Rd,2,u,,PI,Biggin,15/07/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn East,12/102 Camberwell Rd,3,u,740000,PI,Noel,15/07/2017,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
Hawthorn East,7/1 Maraquita Gr,4,h,,S,Marshall,15/07/2017,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
Heathmont,1/34 Campbell St,2,u,525000,S,Fletchers,15/07/2017,3135,Eastern Metropolitan,3794,21.3,Maroondah City Council
Heidelberg,35 Buckingham Dr,3,h,,SN,Miles,15/07/2017,3084,Eastern Metropolitan,2890,8.9,Banyule City Council
Heidelberg Heights,2/3 Mary Av,2,t,650000,S,Barry,15/07/2017,3081,Eastern Metropolitan,2947,8.8,Banyule City Council
Heidelberg West,54 Alamein Rd,2,h,580000,S,Harcourts,15/07/2017,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
Heidelberg West,2 Maple Ct,2,h,820000,VB,Barry,15/07/2017,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
Hillside,22 Santolin Dr,4,h,600000,PI,Barry,15/07/2017,3037,Western Metropolitan,5556,18,Brimbank City Council
Hoppers Crossing,12 Bolger Cr,3,h,,SN,Barry,15/07/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Hoppers Crossing,30 Don Av,3,h,536500,S,Reliance,15/07/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Hoppers Crossing,53 Mossfiel Dr,3,h,541000,S,Ray,15/07/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Hoppers Crossing,62 Powell Dr,3,h,557000,SP,Greg,15/07/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Ivanhoe,3 Hampton Ct,4,h,,SN,Miles,15/07/2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Ivanhoe East,82 McArthur Rd,2,h,1601000,S,Haughton,15/07/2017,3079,Eastern Metropolitan,1554,7.8,Banyule City Council
Jacana,13 Robinson St,3,h,559000,S,YPA,15/07/2017,3047,Northern Metropolitan,851,14,Hume City Council
Keilor,3 Delaney Ct,5,h,,VB,Daniel,15/07/2017,3036,Western Metropolitan,2339,14.5,Brimbank City Council
Keilor,15 Feathertop Dr,3,h,930000,S,Nelson,15/07/2017,3036,Western Metropolitan,2339,14.5,Brimbank City Council
Keilor Downs,11 Cromer Pl,4,h,705000,PI,Brad,15/07/2017,3038,Western Metropolitan,3656,15.5,Brimbank City Council
Keilor Downs,4 Nandeen Ct,4,h,590000,VB,Brad,15/07/2017,3038,Western Metropolitan,3656,15.5,Brimbank City Council
Keilor East,54 David Av,3,h,920000,SP,Nelson,15/07/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,44 Granite Wy,4,h,1100000,VB,Nelson,15/07/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,14 Noga Av,3,h,840000,VB,Whiting,15/07/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,43 The Crossway,3,h,860000,S,Nelson,15/07/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Kensington,2 Collett St,3,h,840000,S,Bullen,15/07/2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
Kensington,11/12 Mawbey St,2,u,535000,PI,Edward,15/07/2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
Kew,2/8 Pleasant Av,3,h,1080000,S,Marshall,15/07/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,8 Queen St,4,h,,S,Marshall,15/07/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Keysborough,3 Oakwood Dr,4,h,575000,S,hockingstuart,15/07/2017,3173,South-Eastern Metropolitan,8459,25.2,Greater Dandenong City Council
Kingsbury,43 Green Av,3,h,740000,S,Ray,15/07/2017,3083,Northern Metropolitan,1414,12.1,Darebin City Council
Knoxfield,10 Lakewood Dr,6,h,,PI,Schroeder,15/07/2017,3180,Eastern Metropolitan,2949,23.3,Knox City Council
Knoxfield,22 Watersedge Cl,4,h,1040000,S,Ray,15/07/2017,3180,Eastern Metropolitan,2949,23.3,Knox City Council
Lalor,92 Sarissa St,4,h,795000,S,Harcourts,15/07/2017,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
Lalor,6 Willard Ct,4,h,660000,S,Harcourts,15/07/2017,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
Lower Plenty,22 Beleura Gr,3,h,,S,Fletchers,15/07/2017,3093,Eastern Metropolitan,1624,14.6,Banyule City Council
MacLeod,19 Hinkler Av,4,h,825000,PI,Purplebricks,15/07/2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council
MacLeod,32b Jacka St,2,u,770000,S,Nelson,15/07/2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council
Maidstone,15 Havelock St,2,h,1170000,S,Biggin,15/07/2017,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
Maidstone,20 Jackson St,3,h,930000,S,Jas,15/07/2017,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
Maidstone,76A Norfolk St,2,t,650000,S,Jas,15/07/2017,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
Maidstone,72B Richelieu St,3,t,702000,S,Jas,15/07/2017,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
Maidstone,7 Ulmara Pky,3,t,,SN,Barry,15/07/2017,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
Malvern,3/26 McArthur St,2,u,575000,PI,Purplebricks,15/07/2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Maribyrnong,1/59 Middle Rd,2,t,675000,S,Biggin,15/07/2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
Maribyrnong,403/77 Village Wy,2,u,440000,VB,Woodards,15/07/2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
Meadow Heights,13 Allendale Ct,3,h,520000,S,RW,15/07/2017,3048,Northern Metropolitan,4704,17.4,Hume City Council
Meadow Heights,103 Cassinia Cr,3,h,430000,S,Barry,15/07/2017,3048,Northern Metropolitan,4704,17.4,Hume City Council
Meadow Heights,7 Dalton Ct,4,h,570000,S,Raine,15/07/2017,3048,Northern Metropolitan,4704,17.4,Hume City Council
Meadow Heights,11 Hermitage Ct,3,h,520000,S,Stockdale,15/07/2017,3048,Northern Metropolitan,4704,17.4,Hume City Council
Meadow Heights,16 Papworth Pl,4,h,515000,PI,RW,15/07/2017,3048,Northern Metropolitan,4704,17.4,Hume City Council
Melbourne,608/422 Collins St,1,u,415000,S,Dingle,15/07/2017,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melbourne,806/22 Coromandel Pl,2,u,387000,S,Galldon,15/07/2017,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melton South,13 Bridge Rd,3,h,341000,S,YPA,15/07/2017,3338,Western Victoria,4718,29.8,Melton City Council
Melton South,15 Kurrajong Cr,3,h,336000,S,hockingstuart,15/07/2017,3338,Western Victoria,4718,29.8,Melton City Council
Melton South,23 Neerim St,4,h,426000,S,Raine,15/07/2017,3338,Western Victoria,4718,29.8,Melton City Council
Melton West,2 Tania Pl,4,h,,PI,YPA,15/07/2017,3337,Northern Victoria,6065,31.7,Melton City Council
Mernda,16 Melliodora Dr,4,h,780000,SP,hockingstuart,15/07/2017,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
Mickleham,17 Primavera Dr,4,h,610000,S,Ray,15/07/2017,3064,Northern Metropolitan,1158,20.6,Hume City Council
Mill Park,46 Buckmaster Dr,3,h,775500,S,Harcourts,15/07/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
Mill Park,14 Malua Cr,3,h,726000,S,Love,15/07/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
Mill Park,6 Whernside Ct,4,h,710000,S,Ray,15/07/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
Mitcham,21B Vernal Av,3,h,1045000,S,Noel,15/07/2017,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council
Montmorency,2/22 Looker Rd,3,t,820000,S,Buckingham,15/07/2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
Montmorency,2/36 Para Rd,3,t,,VB,Barry,15/07/2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
Montmorency,6 Wooded Wy,3,h,1301000,SP,Buckingham,15/07/2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
Moonee Ponds,53 Derby St,2,h,951000,S,Nelson,15/07/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,115 Eglinton St,4,h,1425000,S,Jellis,15/07/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moorabbin,10 Barilla Rd,3,t,935000,SP,Buxton,15/07/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council
Mooroolbark,36 Bellara Dr,3,h,637500,SP,hockingstuart,15/07/2017,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council
Mooroolbark,27 Marion Av,3,h,780000,PI,Harcourts,15/07/2017,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council
Mount Waverley,31 Charles St,3,h,,SN,Barry,15/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,5 Charlton St,3,h,1800000,S,Ray,15/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,24 Darbyshire Rd,3,h,,SN,Barry,15/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,3 Kunzea Ct,3,h,1700000,VB,McGrath,15/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,203 Lawrence Rd,5,h,1930000,S,McGrath,15/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,5/280 Lawrence Rd,2,u,730000,S,Ray,15/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,2/24 Mummery St,4,t,,SN,Barry,15/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,46 Sesame St,5,h,2248000,S,Jellis,15/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,2 Viewbank Rd,3,h,1260000,PI,Buxton,15/07/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mulgrave,28 Curie Av,3,h,,SN,Biggin,15/07/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,1/11 Glencairn St,3,u,760000,S,Ray,15/07/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,27 Glencairn St,5,h,960000,S,Ray,15/07/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,13 Vincent St,3,h,,SN,Biggin,15/07/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,1/135 Wanda St,3,u,,SN,hockingstuart,15/07/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Murrumbeena,16/5 Murrumbeena Rd,2,u,550000,PI,Fletchers,15/07/2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Murrumbeena,203/113 Poath Rd,2,u,,PI,Ray,15/07/2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Murrumbeena,9/14 Wahroongaa Cr,3,t,956000,S,Woodards,15/07/2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Narre Warren,25 Franleigh Dr,3,h,620000,S,O'Brien,15/07/2017,3805,South-Eastern Metropolitan,9376,34.1,Casey City Council
Narre Warren,2 Ireland Av,3,h,605000,SP,Only,15/07/2017,3805,South-Eastern Metropolitan,9376,34.1,Casey City Council
Newport,4/23 Carmen St,3,h,740000,S,Greg,15/07/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,59 Ford St,3,h,990000,S,Jas,15/07/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Niddrie,42 Newman Cr,4,h,950000,SP,Nelson,15/07/2017,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
Niddrie,33 Nolan St,3,h,830000,S,Brad,15/07/2017,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
Noble Park,72 Goodman Dr,3,h,,SN,Barry,15/07/2017,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
Noble Park,46 Jacana St,4,h,650000,S,C21,15/07/2017,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
Noble Park,14 Mons Pde,3,h,752000,S,HAR,15/07/2017,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
North Melbourne,1/150 Peel St,2,u,541000,S,Nelson,15/07/2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,317/350 Victoria St,1,u,,SN,Woodards,15/07/2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
Northcote,179 Arthurton Rd,3,h,1307500,S,Ray,15/07/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,15 Bird Av,3,h,1100000,PI,Collins,15/07/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,182 Separation St,3,h,1050000,VB,Nelson,15/07/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,8 Swift St,3,h,1800000,VB,McGrath,15/07/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,73 Westbourne Gr,3,h,1550000,VB,Nelson,15/07/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Notting Hill,3 Risdon Dr,4,h,1211000,S,One,15/07/2017,3168,Southern Metropolitan,902,16.7,Monash City Council
Nunawading,1/39 Lemon Gr,3,t,,PN,Noel,15/07/2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
Oak Park,21 Marie St,3,h,970000,S,Nelson,15/07/2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
Oak Park,4 School Ct,4,h,1453000,S,Eview,15/07/2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
Oak Park,4/154 Waterloo Rd,3,t,650000,VB,Brad,15/07/2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
Oakleigh,42 Bishop St,4,h,1610000,S,Buxton,15/07/2017,3166,Southern Metropolitan,3224,12.3,Monash City Council
Oakleigh,2/1514 Dandenong Rd,3,u,,SN,Ray,15/07/2017,3166,Southern Metropolitan,3224,12.3,Monash City Council
Oakleigh East,3 McKenzie Ct,2,h,1150000,S,Ray,15/07/2017,3166,Southern Metropolitan,2547,12.3,Monash City Council
Officer,24 Henrietta Av,4,h,559000,SP,Ray,15/07/2017,3809,Eastern Victoria,2768,43.3,Cardinia Shire Council
Olinda,30 Monash Av,4,h,,SA,Fletchers,15/07/2017,3788,Eastern Victoria,794,30.6,Yarra Ranges Shire Council
Ormond,38 Stewart St,6,h,,VB,Buxton,15/07/2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Pakenham,3 Cottage Lk,3,h,470000,S,Ray,15/07/2017,3810,Eastern Victoria,17384,47.3,Cardinia Shire Council
Pakenham,4 Toorang Ct,4,h,435000,S,C21,15/07/2017,3810,Eastern Victoria,17384,47.3,Cardinia Shire Council
Parkdale,1/6 Birdwood St,3,t,1190000,PI,Hodges,15/07/2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,268 Nepean Hwy,3,h,935000,SP,Greg,15/07/2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,4/25 White St,1,t,503750,SP,Barry,15/07/2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Pascoe Vale,30 Irvine St,2,h,962000,S,D'Aprano,15/07/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,149 Landells Rd,3,h,777000,S,Raine,15/07/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,4/33 Park St,2,t,,S,Ray,15/07/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,8 Sunbeam St,3,t,629000,S,Ray,15/07/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,17 Wicklow St,3,h,881000,S,Brad,15/07/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Point Cook,84 Beachview Pde,4,h,690000,VB,hockingstuart,15/07/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,49 Lindsay Gdns,4,h,596000,S,hockingstuart,15/07/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,15 Metcalf Wy,4,h,698000,S,hockingstuart,15/07/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Port Melbourne,407/55 Beach St,2,u,,PI,Chisholm,15/07/2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Prahran,74 Aberdeen Rd,2,h,,SN,hockingstuart,15/07/2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,3/3 Anchor Pl,2,u,,PN,Royston,15/07/2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,6/299 Dandenong Rd,2,u,500000,SP,hockingstuart,15/07/2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,2/2 King St,1,u,,SP,Buxton,15/07/2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Preston,17 Donald St,2,t,600000,S,Barry,15/07/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,7 Kenneth St,4,h,1060500,S,RW,15/07/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,3/56 Newcastle St,2,t,760000,SP,McGrath,15/07/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,33b Okeefe St,4,h,940000,VB,Nelson,15/07/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,1/33 Spring St,2,t,650000,SP,RW,15/07/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,21 Wurruk Av,4,h,990000,VB,Nelson,15/07/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Reservoir,4/23 Compton St,2,u,652000,S,Love,15/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,66 Crookston Rd,3,h,953000,S,Ray,15/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,6/767 High St,2,u,468000,S,Nelson,15/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,2/27 Horton St,2,t,710000,S,Raine,15/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,55 Lloyd Av,4,h,,SP,Ray,15/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,11B Mahoneys Rd,3,h,550000,VB,Ray,15/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,107 McFadzean Av,3,h,725000,S,Nelson,15/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,106 Miranda Rd,3,h,880000,S,Harrington,15/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,1/118 Rathcown Rd,2,u,502000,SP,Barry,15/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,57 Southernhay St,3,h,1175000,S,Barry,15/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,4/36 Wattlebird Cr,3,t,,SN,Barry,15/07/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Richmond,126 Buckingham St,2,h,,PI,Biggin,15/07/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,107/61 Stawell St,1,u,432000,SP,Biggin,15/07/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,201/65 Stawell St,2,u,800000,VB,hockingstuart,15/07/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,10 Waltham St,3,h,,S,Marshall,15/07/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Ringwood East,2/9 Green St,3,h,710000,S,Noel,15/07/2017,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council
Rockbank,20 Quarters St,4,h,,PN,hockingstuart,15/07/2017,3335,Western Metropolitan,538,23.8,Melton City Council
Rosanna,7 Hylton Cr,2,h,1310000,S,Fletchers,15/07/2017,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Rosanna,16 Jones Cr,2,h,855000,S,Miles,15/07/2017,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Rowville,3 Barwon Ct,3,h,735000,S,Barry,15/07/2017,3178,South-Eastern Metropolitan,11667,23.5,Knox City Council
Rowville,5 Nocera Pl,4,h,,SP,Barry,15/07/2017,3178,South-Eastern Metropolitan,11667,23.5,Knox City Council
Rowville,2 Wallingford Pl,3,h,755000,S,Harcourts,15/07/2017,3178,South-Eastern Metropolitan,11667,23.5,Knox City Council
Roxburgh Park,16 Reading Cl,3,h,537000,S,Raine,15/07/2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
Seaford,14/10 Claude St,2,t,386000,S,hockingstuart,15/07/2017,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council
Seaford,10 Maple St,4,h,763000,S,U,15/07/2017,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council
Seaford,54 Rosslyn Av,3,h,725000,S,Ray,15/07/2017,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council
Seaford,210 Seaford Rd,4,h,768000,S,Buxton,15/07/2017,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council
South Melbourne,26 Bridport St,3,h,2800000,VB,Greg,15/07/2017,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Morang,11A Raphael Ri,4,h,,PI,Ray,15/07/2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,16/74 Thomas St,2,t,345000,SP,Harcourts,15/07/2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Yarra,906/700 Chapel St,2,u,666000,S,hockingstuart,15/07/2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,7/2 Cromwell Rd,2,u,910000,S,Marshall,15/07/2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,4/4 Powell St,1,u,401500,S,hockingstuart,15/07/2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
Southbank,2404/118 Kavanagh St,2,u,,SP,MICM,15/07/2017,3006,Southern Metropolitan,8400,0.7,Melbourne City Council
Springvale,13 Kallista Rd,3,h,760000,S,Win,15/07/2017,3171,South-Eastern Metropolitan,7412,20.8,Greater Dandenong City Council
Springvale,19 Treesbank Av,3,h,,PI,Barry,15/07/2017,3171,South-Eastern Metropolitan,7412,20.8,Greater Dandenong City Council
St Albans,11 Craigielea Av,2,h,610000,PI,RW,15/07/2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,153A Fox St,3,h,,SP,RW,15/07/2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,17 Jamieson St,3,h,550000,S,Raine,15/07/2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,62 Lester Av,4,h,520000,PI,Westside,15/07/2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,89 Theodore St,2,h,,PI,Barry,15/07/2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,91 Theodore St,2,h,,PI,Barry,15/07/2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Helena,14 Covala Ct,3,h,805000,S,Darren,15/07/2017,3088,Eastern Metropolitan,915,16.1,Banyule City Council
