"Daily Weather Observations for Melbourne (Olympic Park), Victoria for November 2025",,,,,,,,,,,
Prepared at 13:01 UTC on Wednesday 18 March 2026   IDCJDW3033.202511,,,,,,,,,,,
Copyright 2003 Commonwealth Bureau of Meteorology,,,,,,,,,,,
Observations were drawn from Melbourne (Olympic Park) {station 086338},,,,,,,,,,,
,,,,,,,,,,,
,Date,Min temperature (°C),Max temperature (°C),Total Rainfall (mm),Time of maximum  gust,Direction of wind,max wind speed (km/h),max  gust speed(km/h),max pressure (hPa),Max Humidity (%),Min Humidity (%)
,11/12/2016,13.7,18.9,0,18:00,SSW,22,32,1023.7,76,57
,12/12/2016,20.2,32.6,0,16:00,N,22,33,1015.6,67,17
,13/12/2016,19.1,36.3,0,16:39,S,24,39,1006.7,74,12
,14/12/2016,13.4,17.8,0,19:20,SSE,26,35,1019.8,58,45
,15/12/2016,13.2,18.4,0,17:10,S,28,41,1018.2,69,53
,16/12/2016,17.3,25,0,15:00,NNW,22,32,1007.8,89,45
,17/12/2016,12.5,20.1,0,14:50,SSW,30,41,1019.5,55,28
,18/12/2016,12.3,17.4,0,15:40,SSW,28,35,1023.4,63,39
,19/12/2016,23.3,30,0,15:40,N,32,54,1010.7,31,17
,20/12/2016,16.3,21.4,0.2,0:00,SW,15,26,1013.2,69,40
,21/12/2016,15.3,18.9,0,14:30,S,24,43,1021.3,70,51
,22/12/2016,15.1,19.8,0,17:30,SSW,22,37,1019.2,83,61
,23/12/2016,19.2,26.1,0,17:30,SSW,17,26,1012.2,84,51
,24/12/2016,18.4,34.5,0.2,15:30,NNW,30,41,1013.6,95,20
,25/12/2016,28.4,36.2,0,15:30,NNW,22,37,1010.7,34,22
,26/12/2016,18.3,19.9,1.6,15:30,S,11,20,1013.3,98,83
,27/12/2016,23.7,27.2,0.8,22:00,ESE,17,20,1010.6,89,61
,28/12/2016,28.8,37.8,0,17:00,NNW,39,63,1003.5,55,28
,29/12/2016,21,26.7,20.4,16:00,SSW,15,32,1003.1,100,78
,30/12/2016,19,27.5,0,16:00,SSW,19,30,1005.9,76,40
,31/12/2016,17.6,23.7,0,19:30,SSW,17,28,1007.3,82,52
,1/01/2017,16.6,17.9,0.4,23:00,SSW,20,32,1013.9,87,77
,2/01/2017,16,16.6,0.4,20:30,S,19,24,1021.3,69,66
,3/01/2017,16,18.1,0,20:30,SSW,20,28,1020.9,85,70
,4/01/2017,21.9,25.6,0,19:30,SW,9,15,1015.1,83,66
,5/01/2017,20.4,28.1,0,22:30,SW,11,20,1016,85,42
,6/01/2017,25.4,33.7,0,19:30,SE,13,20,1014,62,29
,7/01/2017,29.4,35,0,20:10,NNW,20,24,1006.9,36,24
,8/01/2017,18.9,21.5,0,19:30,SSW,15,26,1012.7,74,66
,9/01/2017,17.7,23.5,0,22:30,SSE,13,22,1013.4,79,59
,10/01/2017,18.7,21.4,0,20:30,SSW,17,30,1011.6,79,73
,11/01/2017,18.1,20,0,19:30,S,17,30,1014.5,70,63
,12/01/2017,19.6,26.4,0,20:30,ESE,15,20,1007.5,74,44
,13/01/2017,18,22.4,2.6,19:50,SSW,20,33,1005.2,68,51
,14/01/2017,16.4,20,0,22:30,SSW,17,30,1017.2,67,51
,15/01/2017,15.6,19.4,0,20:30,SSW,17,22,1018.5,72,62
,16/01/2017,22.5,28.7,0,16:00,SSW,15,30,1010.7,68,37
,17/01/2017,20.8,25.9,0,22:00,SSW,17,33,1011.5,70,51
,18/01/2017,14.8,18.4,0,21:00,SSE,20,30,1018.2,62,47
,19/01/2017,19.4,21.6,0,20:00,S,13,19,1005.6,77,59
,20/01/2017,16.3,17.3,0.6,20:30,S,28,41,1010.5,70,62
,21/01/2017,16.6,20.1,0,20:30,S,17,20,1017.5,72,61
,22/01/2017,21.8,28.8,0,20:00,SSE,17,22,1011.3,80,39
,23/01/2017,21.7,25.3,0.4,20:00,SSW,19,33,1006.8,82,58
,24/01/2017,16.1,19,0,20:00,S,15,33,1022.2,63,53
,25/01/2017,17.3,19.3,0,20:00,S,17,30,1020.5,67,57
,26/01/2017,17.7,19.9,0,21:30,S,13,24,1020.3,75,64
,27/01/2017,18.3,23.3,0,20:00,S,11,17,1014.3,77,53
,28/01/2017,17.8,21.2,0,20:00,S,17,22,1018.5,76,66
,29/01/2017,19.3,23.2,0,19:30,SSW,19,30,1013.5,91,67
,30/01/2017,18.4,21.6,2.6,20:00,S,15,20,1011.1,97,85
,31/01/2017,17.4,19.5,0,20:30,S,17,30,1018.4,61,57
,1/02/2017,14.5,20,0,20:30,SSW,9,17,1015.3,83,48
,2/02/2017,17.2,20.1,0,19:30,S,17,28,1017.3,76,63
,3/02/2017,18.1,23.4,0,20:00,SSW,13,24,1014.5,78,59
,4/02/2017,21.5,23.9,0,21:00,SSW,13,26,1009.4,78,62
,5/02/2017,19.4,20.1,27.2,20:07,SSW,17,39,1010.6,100,100
,6/02/2017,16.1,16.7,0,22:30,SSE,15,22,1022,61,56
,7/02/2017,18.4,24.3,0,21:30,ESE,15,26,1019.8,78,56
,8/02/2017,28.9,35.5,0,19:30,N,15,22,1012.4,42,28
,9/02/2017,20.2,22.9,0,22:30,SSW,15,20,1013.3,84,72
,10/02/2017,20.5,23.5,0,20:30,SSW,13,24,1010.5,81,73
,11/02/2017,18.8,20.5,0,22:30,S,17,26,1009.4,76,60
,12/02/2017,14.7,17.6,0,22:00,WSW,13,32,1013.1,62,47
,13/02/2017,16.2,18.2,0,22:40,S,24,30,1018.1,79,71
,14/02/2017,13.8,18.6,0,19:30,SSW,11,24,1018.8,73,57
,15/02/2017,19.5,30.6,0,20:17,S,20,41,1011.2,82,22
,16/02/2017,16.8,20.7,0,20:30,SSE,13,20,1011.9,67,62
,17/02/2017,17.3,23.8,0,20:40,S,22,33,1011.7,79,40
,18/02/2017,14.4,16.4,0,20:30,S,13,24,1013.2,63,47
,19/02/2017,12.1,13.7,2.6,23:00,WNW,17,26,1011.7,75,63
,20/02/2017,15,17.9,0.2,21:00,S,15,30,1019.7,67,58
,21/02/2017,15.1,23,0,19:30,SE,15,24,1019.2,83,43
,22/02/2017,19.8,33,0,19:00,N,19,32,1012.3,70,16
,23/02/2017,18.1,20.6,0,19:30,S,20,30,1023.5,79,68
,24/02/2017,16.3,17.7,0,21:00,SSE,15,26,1026.6,69,54
,25/02/2017,17.1,18.6,0,19:30,S,15,28,1022.5,82,59
,26/02/2017,19.3,27.3,0,19:40,SE,22,30,1021.1,71,40
,27/02/2017,21.6,30.8,0,19:30,SSE,17,26,1021.5,71,28
,28/02/2017,21.2,31.2,0,20:00,SSE,13,24,1021.7,60,27
,1/03/2017,17.9,24.3,0,21:00,SE,11,20,1020.6,85,34
,2/03/2017,20.3,21.7,0,21:00,SSW,19,30,1022.6,96,84
,3/03/2017,20.4,26,0,20:00,SE,22,41,1019.9,71,51
,4/03/2017,20.4,23.9,0,20:20,SW,13,17,1015.2,89,71
,5/03/2017,18.8,21.2,0,21:00,S,15,26,1017.4,79,69
,6/03/2017,18.5,24.9,0,20:00,SE,24,37,1019,68,38
,7/03/2017,17.4,23.9,0,20:30,ESE,19,30,1018.5,68,47
,8/03/2017,18.3,26.9,0,20:30,SE,13,22,1016.9,70,34
,9/03/2017,20.7,29.3,0,19:20,ESE,20,26,1016.1,62,26
,10/03/2017,19.4,20.4,0,21:00,SSW,11,19,1016.6,88,80
,11/03/2017,19.9,20.7,0,22:30,W,7,15,1010.7,87,80
,12/03/2017,20,23.2,0.2,21:10,SSW,11,13,1009.4,83,58
,13/03/2017,20.2,21.4,0,21:00,SSW,13,24,1018,91,84
,14/03/2017,22,29.1,0,20:10,SE,13,22,1017.5,74,36
,15/03/2017,26.2,31.5,0,20:00,N,15,24,1010.4,46,32
,16/03/2017,17.9,19.5,0,22:00,S,24,37,1020.5,69,61
,17/03/2017,17.4,20,0,22:30,ESE,9,15,1025.6,71,50
,18/03/2017,19.2,28,0,19:20,ESE,13,19,1022.8,67,31
,19/03/2017,21.3,29.9,0,21:10,NNE,20,26,1016.5,60,30
,20/03/2017,21.5,25.1,2.2,21:10,NNE,20,26,1015.6,86,63
,21/03/2017,20.8,23.5,8.2,23:30,NW,17,22,1011.9,95,84
,22/03/2017,17.7,19.6,0,19:30,SE,32,43,1020.5,77,70
,23/03/2017,17.4,20.9,0,19:30,SE,20,33,1021.5,76,64
,24/03/2017,18.5,22.5,0,20:20,ESE,9,13,1016.4,85,62
,25/03/2017,20.1,24.1,0,22:30,SSW,15,26,1015.4,88,61
,26/03/2017,19.4,21.9,0,19:30,SW,9,15,1012.9,94,81
,27/03/2017,15.5,18.6,4.2,23:30,NE,11,13,1014.9,86,57
,28/03/2017,16,20,0.2,23:30,ENE,7,9,1012.7,82,58
,29/03/2017,11.3,17.1,1.2,20:20,SW,26,44,1013.8,87,63
,30/03/2017,13.1,15,0,21:30,SW,19,35,1023,78,54
,31/03/2017,13.1,15.1,0,19:30,N,4,6,1020.9,74,55
,1/04/2017,13.8,15.9,0,20:10,SSW,24,32,1027.3,69,47
,2/04/2017,12.7,14.8,0,21:30,SSE,17,24,1032.5,61,56
,3/04/2017,12.2,17.8,0,19:40,ENE,7,15,1030.4,91,57
,4/04/2017,13.4,19.4,0,20:10,E,6,11,1027,86,49
,5/04/2017,15.4,18.1,0,22:00,NNE,9,13,1023.2,71,56
,6/04/2017,15.6,20.8,0,22:20,N,11,13,1024.2,59,38
,7/04/2017,19.6,22.6,0,23:40,N,17,20,1021.9,47,39
,8/04/2017,16.7,20.3,9.6,23:30,N,20,32,1015.2,82,50
,9/04/2017,9.1,10.1,13.4,23:50,NNW,11,15,1009,97,87
,10/04/2017,12.4,15.3,2.8,20:00,SSW,15,28,1022.8,97,70
,11/04/2017,14.2,15.7,0,19:30,S,13,22,1026.8,84,76
,12/04/2017,12.5,17.2,0,21:30,N,0,11,1025.5,98,84
,13/04/2017,15.3,17.3,0,20:00,S,9,20,1024.7,92,75
,14/04/2017,12.1,15.4,0,19:10,SSW,15,19,1024.7,81,59
,15/04/2017,10.1,14.8,0,23:30,NE,7,11,1021.5,85,53
,16/04/2017,18.8,22.2,0,15:00,S,11,19,1019.7,51,40
,17/04/2017,12.3,17.6,0,15:30,SSW,13,19,1024.6,99,70
,18/04/2017,13.1,15.5,0,21:20,N,0,4,1028.2,100,97
,19/04/2017,18.5,22,0,23:30,N,11,13,1026.1,67,56
,20/04/2017,20.1,22.9,0,20:00,NNE,11,17,1023.4,59,44
,21/04/2017,17.7,18.1,4.6,23:50,N,20,30,1022.7,88,80
,22/04/2017,17.6,19.3,0,20:00,SW,7,13,1024.9,86,78
,23/04/2017,17.2,17.7,0,19:10,S,9,13,1024.5,92,89
,24/04/2017,17.7,21.2,8,22:19,NW,6,11,1014.1,100,69
,25/04/2017,13.4,17.4,3.6,21:30,NW,17,30,1007.8,92,74
,26/04/2017,8.9,10.6,2.4,21:30,W,15,30,1020.5,84,66
,27/04/2017,12,12.8,0.4,23:00,NNW,7,13,1024.6,83,75
,28/04/2017,15.4,16.9,0.2,0:00,WNW,6,20,1023.7,87,77
,29/04/2017,14,15.8,0,19:00,S,9,17,1024.5,83,75
,30/04/2017,14.4,15.5,0,20:30,N,19,26,1020.8,60,54
,1/05/2017,12.5,13.1,2.4,20:10,W,17,24,1018,92,88
,2/05/2017,9.5,13.1,0.8,20:00,SSW,9,20,1028,87,52
,3/05/2017,9.5,13.7,0,19:20,SE,11,13,1032,84,62
,4/05/2017,8.5,11,0,20:00,SSE,2,7,1030.9,94,82
,5/05/2017,11.3,16.7,0.2,19:30,N,9,15,1024,92,63
,6/05/2017,10.1,12,1.4,21:30,WNW,9,28,1025.4,68,62
,7/05/2017,10.2,12.5,0,19:30,S,17,32,1031.6,85,65
,8/05/2017,11.2,13.4,1,21:00,ESE,6,11,1031.9,87,74
,9/05/2017,13.3,14,0,19:10,SW,11,17,1029,79,74
,10/05/2017,8.9,10.8,0,23:00,N,0,6,1026.4,99,88
,11/05/2017,8.7,10,0,23:00,NE,6,9,1026.7,100,94
,12/05/2017,12.7,14.7,0.2,23:30,W,9,13,1026.4,77,72
,13/05/2017,8.9,11.7,0,20:30,S,6,9,1025.9,94,76
,14/05/2017,9.1,14.1,0,19:30,S,9,15,1023.1,96,75
,15/05/2017,8.6,13.4,0,19:30,ESE,9,19,1020.6,100,72
,16/05/2017,11.5,14.6,0,20:10,N,11,13,1018.9,85,71
,17/05/2017,12.2,13.8,0.8,21:00,NNE,7,9,1023.2,97,88
,18/05/2017,11.2,14.5,0,19:20,N,0,0,1022.7,94,68
,19/05/2017,11.3,12.9,0,23:20,N,0,6,1019,100,93
,20/05/2017,13.4,15.3,0,23:10,N,13,19,1019.7,84,76
,21/05/2017,12.6,15.4,0,20:00,N,11,17,1022.6,87,79
,22/05/2017,16.7,17.4,0,0:00,NNE,15,22,1018.8,63,56
,23/05/2017,14.5,15.8,0,22:00,NNW,15,26,1015.1,82,75
,24/05/2017,14,15.3,0,20:20,WSW,9,11,1021.1,69,56
,25/05/2017,14,15.9,0,22:40,NNW,20,28,1020.5,79,70
,26/05/2017,12.7,14.4,0,0:00,N,15,20,1020.8,86,76
,27/05/2017,15,17.2,0.2,21:46,N,28,54,1010.7,73,58
,28/05/2017,8,9.5,1.4,20:20,NW,19,26,1015.4,74,66
,29/05/2017,12.2,12.8,0,0:00,NNW,26,33,1021.2,63,58
,30/05/2017,7.7,9.5,1.4,22:00,W,15,24,1030,79,71
,31/05/2017,10.9,12.4,0.4,19:30,SSW,9,19,1037.1,75,64
,1/06/2017,10.4,11.9,0,23:30,WSW,9,13,1038.1,65,58
,2/06/2017,11.1,12.1,0,19:30,SW,7,11,1036.2,85,72
,3/06/2017,7.5,9.5,0,—,N,0,0,1032.2,100,91
,4/06/2017,7.3,8.5,0,23:30,NNE,9,11,1028.1,99,88
,5/06/2017,10.7,13.4,1.4,22:30,W,17,26,1022.9,91,79
,6/06/2017,11.2,11.8,0,22:00,SSE,17,19,1030.6,68,64
,7/06/2017,6.7,11.3,0,19:30,SSE,7,11,1029.1,98,73
,8/06/2017,9,10.8,0.6,23:00,W,9,15,1031.2,90,84
,9/06/2017,9.6,11.5,0,22:05,W,4,9,1035.3,100,93
,10/06/2017,7.3,9.3,0,23:30,NE,9,11,1033.4,100,98
,11/06/2017,8.4,11.1,0,23:30,NNW,9,13,1027.6,99,77
,12/06/2017,10.7,12.3,0,22:00,W,9,13,1030.9,96,84
,13/06/2017,7.5,10.1,0,0:00,NNE,11,13,1032.1,99,84
,14/06/2017,10.8,13.3,0,0:00,N,13,17,1028.8,80,69
,15/06/2017,9.1,12.9,0,21:10,NNE,11,13,1027.2,89,78
,16/06/2017,7.8,10.3,0,21:00,NNE,7,11,1026.2,98,91
,17/06/2017,8.2,9.4,0,23:30,NE,11,15,1028.1,100,91
,18/06/2017,9.6,11.9,0,22:50,ENE,4,6,1032.1,100,91
,19/06/2017,10.9,13.8,0,20:30,ENE,7,11,1031.2,90,75
,20/06/2017,10.9,11.6,0,23:10,NNW,20,24,1027.2,77,73
,21/06/2017,9.9,11.3,0.2,21:00,ESE,4,11,1030.5,88,78
,22/06/2017,10.4,11.9,0,22:10,N,17,22,1024.7,69,64
,23/06/2017,10.6,12.1,0.6,22:40,W,17,26,1016.3,91,71
,24/06/2017,10.2,10.8,0,23:20,N,15,20,1019.2,58,49
,25/06/2017,10.1,12.8,1.4,20:10,NW,19,22,1019.8,93,61
,26/06/2017,9.3,10.8,0,23:30,NNE,7,9,1027.1,92,82
,27/06/2017,8.9,10.6,0,23:30,N,17,24,1024.9,78,67
,28/06/2017,9.3,12.5,0,20:40,NNW,13,17,1023.9,81,70
,29/06/2017,8.7,10.2,3.2,20:40,WSW,15,20,1028.1,93,76
,30/06/2017,4.5,6.4,0,23:00,NNE,9,13,1032.5,92,82
,1/07/2017,5.7,8.7,0,21:30,N,15,24,1028.5,71,61
,2/07/2017,5.7,8,0,21:40,N,11,15,1020.6,74,47
,3/07/2017,11.1,12.2,2.6,21:30,N,17,28,1009.4,80,69
,4/07/2017,12.5,13,0,23:20,NNW,20,26,1010.8,83,75
,5/07/2017,9.7,11.8,0,23:30,NW,15,20,1017,76,64
,6/07/2017,8.5,9.9,0,20:00,N,17,28,1014.4,82,78
,7/07/2017,7.5,11.4,0,21:00,N,17,20,1013.3,81,69
,8/07/2017,9.5,10.3,0,21:30,N,17,30,1016.8,81,73
,9/07/2017,9,11,0,23:00,NNW,17,24,1022.9,73,58
,10/07/2017,10.9,11.9,0.4,20:00,NNW,15,22,1029.6,83,73
,11/07/2017,6.6,8,0,23:00,NE,9,11,1035.5,92,85
,12/07/2017,7.5,10.2,0,22:00,N,9,15,1029.7,81,71
,13/07/2017,12.3,12.9,0.4,21:30,N,20,37,1016.9,73,56
,14/07/2017,8.7,11.1,0,22:10,W,17,24,1017.9,71,60
,15/07/2017,5.1,8.6,0,22:30,NNE,11,15,1023.1,86,74
,16/07/2017,10.2,10.8,0,20:00,N,24,37,1017.7,55,51
,17/07/2017,9.8,13.4,0.2,20:15,NNW,28,50,1010.5,76,56
,18/07/2017,9.1,10.9,0.8,22:00,N,15,20,1007.9,78,71
,19/07/2017,8.8,10.5,0.4,20:00,WSW,15,26,1020,74,69
,20/07/2017,7.6,8.9,4.2,21:00,W,11,15,1023.7,79,73
,21/07/2017,7.8,10.1,0,22:00,N,19,26,1023.7,74,65
,22/07/2017,10.1,11,0,21:40,N,28,44,1015.8,58,52
,23/07/2017,9.8,11.3,6.8,21:30,NW,11,17,1017.4,87,79
,24/07/2017,10.7,11.1,0,22:10,NNW,20,26,1020.3,85,81
,25/07/2017,12,14.4,2.4,22:30,NNW,17,30,1014.5,67,58
,26/07/2017,7.1,9.9,2,23:10,NNE,9,9,1025.2,100,92
,27/07/2017,11.5,13.7,1.4,23:30,N,22,41,1015.4,78,58
,28/07/2017,10.9,11.4,0,23:00,N,20,30,1019.9,68,63
,29/07/2017,14.8,17,0,19:30,N,22,43,1006.6,52,44
,30/07/2017,7.9,10.3,0,23:40,NNE,11,13,1018.3,91,79
,31/07/2017,6.6,9,0,—,Calm,0,0,1024.6,99,81
,1/08/2017,6.2,9.8,0,20:30,ESE,9,13,1028.3,96,81
,2/08/2017,4.7,7.4,0,—,Calm,0,0,1023.2,100,94
,3/08/2017,7.9,8.2,6,21:00,SW,7,9,1010.7,100,98
,4/08/2017,9.7,11.3,0,23:30,N,28,50,1007.1,78,68
,5/08/2017,10.9,12.4,0,21:20,N,37,50,1007.5,66,57
,6/08/2017,8.3,10.9,2.4,20:00,N,28,46,1003.3,79,64
,7/08/2017,7.9,9.5,2.2,22:00,WNW,11,20,1017.6,83,77
,8/08/2017,11.6,13.6,0,22:00,NW,13,20,1022.8,77,66
,9/08/2017,13.7,14.1,0,20:49,N,28,46,1018.7,65,61
,10/08/2017,14.9,16.8,0,23:00,NW,17,30,1009.2,55,43
,11/08/2017,11.8,13.2,0,23:30,NNW,20,35,1015.4,71,59
,12/08/2017,11.4,13.4,1.8,22:00,WSW,6,11,1021.3,97,82
,13/08/2017,14.9,15.8,0,21:20,N,22,33,1017.9,53,43
,14/08/2017,11.4,15.5,0,21:30,N,13,15,1014.6,72,57
,15/08/2017,14.4,17,0.8,21:30,N,20,33,999.3,91,68
,16/08/2017,12.4,13.6,0,23:50,NNW,24,30,1003.8,66,57
,17/08/2017,8.3,9.8,2.8,23:00,NNW,19,24,1005.5,76,63
,18/08/2017,7.2,8.4,5.6,0:00,W,13,30,1021.6,88,76
,19/08/2017,6.2,8.8,1.8,20:40,SSE,15,20,1028.6,96,66
,20/08/2017,7.8,9.7,0,20:40,NNE,11,13,1020.6,76,61
,21/08/2017,9.7,10.6,1.6,20:20,NNE,13,15,1017.9,74,67
,22/08/2017,10.8,14,0,21:00,NNW,11,15,1020.4,71,62
,23/08/2017,8.1,9.2,9,23:00,W,9,20,1021.9,94,83
,24/08/2017,8.6,10.7,0.6,22:30,WSW,7,19,1027.2,84,69
,25/08/2017,12.3,13.4,0,20:40,NW,11,15,1027,57,48
,26/08/2017,11.8,13.5,0,19:40,NW,22,32,1021.2,71,57
,27/08/2017,5.8,8.8,0.4,19:10,S,19,30,1026.2,83,58
,28/08/2017,7.6,8.5,0,23:00,N,0,6,1025.1,87,80
,29/08/2017,9.6,11.7,0,22:10,W,15,20,1024.9,78,58
,30/08/2017,6.6,10.7,0.2,20:30,SSE,9,13,1031.5,86,65
,31/08/2017,6,11.6,0,19:40,SSE,7,11,1027.6,88,53
,1/09/2017,10.6,13.2,0,22:30,N,11,17,1021.2,65,52
,2/09/2017,14.6,17.7,0,22:30,N,24,39,1012.1,52,36
,3/09/2017,12,13.9,0.4,22:30,NNW,22,33,1007.5,63,49
,4/09/2017,6.9,8,0.2,20:30,NW,19,33,1007.3,70,60
,5/09/2017,6.9,7.4,4.8,21:30,NW,13,26,1012,86,69
,6/09/2017,9.7,11.7,0.8,19:00,W,13,26,1018.4,77,71
,7/09/2017,9.7,12.5,3.2,19:30,WNW,11,22,1020.7,90,71
,8/09/2017,8.4,9.9,1.2,23:00,W,11,20,1025.6,79,75
,9/09/2017,9.1,11.8,0.2,23:40,W,7,11,1026.1,91,73
,10/09/2017,8.2,10.8,0,22:00,N,11,17,1020.9,87,69
,11/09/2017,16.4,17.9,0,20:10,N,26,35,1011.4,56,49
,12/09/2017,13.6,15.8,2,0:00,NW,7,20,1007.8,91,68
,13/09/2017,7.8,10,1.4,22:40,W,22,28,1012.3,72,65
,14/09/2017,12.3,13.7,0,21:50,NW,19,26,1018.3,71,63
,15/09/2017,12.4,13.4,15.8,20:30,NW,13,24,1018.2,77,72
,16/09/2017,9,10.7,0.2,22:00,W,9,17,1028.7,66,60
,17/09/2017,11.8,14.3,0,22:30,N,32,41,1021.8,53,44
,18/09/2017,12.2,15.4,0.2,19:40,WNW,28,37,1013.8,70,55
,19/09/2017,8.5,11.2,0,23:30,W,6,13,1023.7,84,69
,20/09/2017,13.8,16,0,21:00,N,22,35,1016.9,55,49
,21/09/2017,13.7,15.3,0,21:00,SSW,15,20,1013.2,83,73
,22/09/2017,17.7,21.3,0,19:50,N,15,20,1006.5,53,40
,23/09/2017,15.7,16.8,0,23:30,NNW,9,22,1000,68,63
,24/09/2017,14.6,17,0.2,21:30,NW,26,39,1004.2,57,41
,25/09/2017,8.8,11.4,0.4,22:30,W,9,17,1017,74,63
,26/09/2017,11.2,12.4,0,20:30,ESE,11,17,1016.7,68,54
,27/09/2017,11.1,16.2,0,20:40,SSW,17,20,1004.6,80,50
,28/09/2017,12.5,14.2,0,21:30,W,9,19,1014.6,69,58
,29/09/2017,12.5,15.5,1,22:10,NW,20,28,1012.7,58,49
,30/09/2017,11.3,13.3,0,20:00,WSW,9,24,1023.6,64,52
,1/10/2017,12.8,13,0,21:00,SSE,11,15,1025.5,85,82
,2/10/2017,10.8,14,0,20:00,S,4,15,1025.1,82,62
,3/10/2017,11.1,15.1,0,19:30,SSW,11,20,1023.4,85,66
,4/10/2017,16.4,19.2,0,22:40,NNE,7,9,1016.7,79,49
,5/10/2017,10.5,14,1.8,0:00,SW,13,37,1020.8,94,67
,6/10/2017,12.5,13.1,0.2,19:00,S,17,26,1025.5,75,68
,7/10/2017,17,21.9,0,18:30,NNE,17,28,1016.7,54,33
,8/10/2017,16.8,21.7,2.2,19:54,N,24,43,1011.3,91,58
,9/10/2017,11.7,14.2,0.2,19:00,SSE,15,19,1017.8,72,63
,10/10/2017,11.2,17,0,20:30,SE,13,19,1017.3,83,48
,11/10/2017,13.7,17.9,10,20:18,N,28,52,1006.7,93,77
,12/10/2017,15.3,17.3,0,19:00,W,13,26,1018.1,56,45
,13/10/2017,9.7,14.7,0,19:00,SSE,7,13,1024.4,82,49
,14/10/2017,10.1,14,0,19:30,S,9,17,1026.4,78,59
,15/10/2017,12.2,16.7,0,19:00,SSW,13,20,1026.4,91,72
,16/10/2017,17.4,23.1,0,21:00,SE,9,17,1024,84,51
,17/10/2017,19,28.7,0,19:00,NNE,11,17,1022.6,59,26
,18/10/2017,23.6,28.8,0,19:10,NNE,22,28,1018.9,48,33
,19/10/2017,13.7,15.8,2.6,19:30,S,15,35,1025.1,79,55
,20/10/2017,12.6,13.7,0,20:00,SSE,15,30,1030,60,54
,21/10/2017,11.8,13.4,0,19:00,S,19,28,1022.8,82,72
,22/10/2017,13.7,14.3,0,20:00,S,15,24,1020.5,83,75
,23/10/2017,13.6,15.1,0.2,19:00,S,11,20,1019.6,80,68
,24/10/2017,13.6,18.1,8.2,21:53,SSE,11,20,1017.9,98,74
,25/10/2017,13.1,15.8,0.2,22:00,SSE,11,20,1012.9,77,74
,26/10/2017,14.2,15.2,0,22:20,SSW,13,17,1012.4,90,74
,27/10/2017,22.3,25.8,0,23:30,N,17,26,1005.6,31,25
,28/10/2017,15.1,18.2,0,21:10,ESE,13,20,1008.9,72,58
,29/10/2017,13.6,26.6,0,21:06,SSW,33,54,1005,82,25
,30/10/2017,9.9,11.7,6,20:34,WSW,15,22,1018.1,91,70
,31/10/2017,11.9,14.1,0.2,22:17,S,11,20,1021.9,91,60
,1/11/2017,14.4,14.8,0,21:50,SSE,19,22,1019.1,78,72
,2/11/2017,12.5,13.7,0.2,20:00,S,11,20,1016,69,62
,3/11/2017,10.9,12.5,0.4,20:40,S,20,26,1021.5,62,41
,4/11/2017,10.4,13.3,0,20:00,S,13,24,1024.6,74,57
,5/11/2017,11.8,14.7,0,19:00,S,17,30,1020.3,69,55
,6/11/2017,12.7,14.5,0,22:00,SSW,15,32,1019.7,64,52
,7/11/2017,12.5,13.3,0,22:00,SSE,19,28,1027,65,56
,8/11/2017,11.7,15.1,0,20:30,SSW,11,22,1028.9,83,69
,9/11/2017,13.6,20.1,0,20:10,SSE,11,19,1027.7,84,53
,10/11/2017,17.6,24.9,0,20:00,SE,13,17,1025.4,81,41
,11/11/2017,16.6,24.4,0,19:00,SSW,11,19,1023.4,89,56
,12/11/2017,16.8,21.9,0,20:00,WNW,11,15,1020.2,87,65
,13/11/2017,20.6,30.6,0,19:10,ESE,15,20,1016.9,67,29
,14/11/2017,24.5,32.5,0,18:50,NNE,15,17,1012.3,44,22
,15/11/2017,19,21.3,1.8,19:10,E,17,22,1014.4,100,72
,16/11/2017,18.6,20.5,4.2,19:30,ESE,11,15,1012.8,85,81
,17/11/2017,18.8,22.2,0,19:10,ESE,9,22,1014.6,77,49
,18/11/2017,16.9,19.7,24.8,23:20,NNE,11,13,1019.4,100,84
,19/11/2017,20,26.5,0,19:00,SSE,15,30,1021.3,74,46
,20/11/2017,22,29,0,18:50,SE,24,32,1020.8,61,40
,21/11/2017,22.5,30.2,0,19:30,SE,19,30,1018.1,62,33
,22/11/2017,19.7,29.9,0,19:30,SSE,17,28,1013.3,67,20
,23/11/2017,22.3,28.4,1,19:39,NNW,32,50,1012.2,77,28
,24/11/2017,20.3,26.9,0.4,20:00,NW,11,24,1015,75,40
,25/11/2017,21.1,25.6,1.4,21:00,SE,13,30,1014,85,48
,26/11/2017,18.7,22.4,0.8,19:00,SSW,20,37,1015.3,91,84
,27/11/2017,15.5,19.6,0.2,19:30,S,17,28,1019.7,76,56
,28/11/2017,21.2,29.9,0,20:00,SE,11,22,1017.1,75,41
,29/11/2017,27.6,35.5,0,17:30,NNE,9,20,1013.5,42,22
,30/11/2017,22.9,26.6,0,20:30,SSE,15,28,1008.6,69,49
,1/12/2017,16.1,18,10,19:00,S,15,32,1010.7,93,77
,2/12/2017,13.8,15.5,38,22:30,SSW,24,48,1009,100,93
,3/12/2017,13.1,15,2.6,22:30,S,19,30,1015.6,85,61
,4/12/2017,14.1,16.9,1.8,18:30,S,17,32,1016.6,71,56
,5/12/2017,15.7,20.7,0,19:00,SE,24,39,1010,74,58
