Geo Point,Geo Shape,prop_id,addresspt1,addressp_1,asset_clas,asset_type,objectid,str_id,addresspt_,model_desc,mcc_id,roadseg_id,descriptio,model_no
"-37.79700526969341, 144.96762216850632","{""coordinates"": [144.96762216850632, -37.79700526969341], ""type"": ""Point""}",0,14.17948582,32,Signage,Sign - Public Transport,38209,1233409,106186,Sign - Public Transport 1 Panel,1233409,20536,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79270227455465, 144.95831424644234","{""coordinates"": [144.95831424644234, -37.79270227455465], ""type"": ""Point""}",0,34.40210408,222,Signage,Sign - Public Transport,38641,1234022,108487,Sign - Public Transport 1 Panel,1234022,22372,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.78737016259562, 144.96918092237397","{""coordinates"": [144.96918092237397, -37.78737016259562], ""type"": ""Point""}",0,0.0,0,Signage,Sign - Public Transport,39748,1252536,0,Sign - Public Transport 1 Panel,1252536,22508,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.77687767673642, 144.94947531108608","{""coordinates"": [144.94947531108608, -37.77687767673642], ""type"": ""Point""}",0,13.72525672,178,Signage,Sign - Public Transport,40010,1244489,639767,Sign - Public Transport 1 Panel,1244489,22398,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.830076314348155, 144.96531772571083","{""coordinates"": [144.96531772571083, -37.830076314348155], ""type"": ""Point""}",0,16.38228,121,Signage,Sign - Public Transport,40427,1239220,110628,Sign - Public Transport 1 Panel,1239220,22118,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.82097678869638, 144.92581314868238","{""coordinates"": [144.92581314868238, -37.82097678869638], ""type"": ""Point""}",0,77.3555899,154,Signage,Sign - Public Transport,40450,1245195,562527,Sign - Public Transport 1 Panel,1245195,22156,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.796717481892664, 144.94652849185758","{""coordinates"": [144.94652849185758, -37.796717481892664], ""type"": ""Point""}",0,14.59503731,215,Signage,Sign - Public Transport,40643,1249762,565421,Sign - Public Transport 1 Panel,1249762,20907,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.84536002766068, 144.982312412603","{""coordinates"": [144.982312412603, -37.84536002766068], ""type"": ""Point""}",0,0.0,0,Signage,Sign - Public Transport,41418,1255285,0,Sign - Public Transport 1 Panel,1255285,22308,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.80136463912211, 144.91440645303163","{""coordinates"": [144.91440645303163, -37.80136463912211], ""type"": ""Point""}",0,9.33443244,19,Signage,Sign - Public Transport,41465,1463005,654920,Sign - Public Transport 1 Panel,1463005,21683,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.79898487483806, 144.96733940321963","{""coordinates"": [144.96733940321963, -37.79898487483806], ""type"": ""Point""}",0,5.91725485,357,Signage,Sign - Public Transport,42233,1240744,106200,Sign - Public Transport 1 Panel,1240744,20532,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.779366174108, 144.9599419065271","{""coordinates"": [144.9599419065271, -37.779366174108], ""type"": ""Point""}",0,20.52678048,180,Signage,Sign - Public Transport,42321,1252370,108524,Sign - Public Transport 1 Panel,1252370,22393,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79582851441957, 144.94131248652099","{""coordinates"": [144.94131248652099, -37.79582851441957], ""type"": ""Point""}",0,23.9508819,78,Signage,Sign - Public Transport,42403,1234772,617311,Sign - Public Transport 1 Panel,1234772,21324,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.83302599574912, 144.97445042981525","{""coordinates"": [144.97445042981525, -37.83302599574912], ""type"": ""Point""}",0,0.0,0,Signage,Sign - Public Transport,42804,1253308,0,Sign - Public Transport 1 Panel,1253308,22708,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.794951472118605, 144.9469434142297","{""coordinates"": [144.9469434142297, -37.794951472118605], ""type"": ""Point""}",0,10.60437815,6,Signage,Sign - Public Transport,42849,1249797,568083,Sign - Public Transport 1 Panel,1249797,21235,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.82467809093513, 144.90658328970764","{""coordinates"": [144.90658328970764, -37.82467809093513], ""type"": ""Point""}",0,5.52892684,283,Signage,Sign - Public Transport,43206,1244896,570827,Sign - Public Transport 1 Panel,1244896,22168,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.80516590907756, 144.9660313973566","{""coordinates"": [144.9660313973566, -37.80516590907756], ""type"": ""Point""}",0,13.87881868,251,Signage,Sign - Public Transport,43543,1240253,521664,Sign - Public Transport 1 Panel,1240253,20522,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.82089888130361, 144.92152824708276","{""coordinates"": [144.92152824708276, -37.82089888130361], ""type"": ""Point""}",0,25.74692665,352,Signage,Sign - Public Transport,43642,1245203,589044,Sign - Public Transport 1 Panel,1245203,22156,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.818314889062094, 144.956839508202","{""coordinates"": [144.956839508202, -37.818314889062094], ""type"": ""Point""}",0,35.87798434,285,Signage,Sign - Public Transport,44101,1268402,105393,Sign - Public Transport 1 Panel,1268402,20118,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.81842481335676, 144.96889648633675","{""coordinates"": [144.96889648633675, -37.81842481335676], ""type"": ""Point""}",573333,29.1490529,288,Signage,Sign - Public Transport,749,1249454,606816,Sign - Public Transport 1 Panel,1249454,0,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.81767597164006, 144.95888238475013","{""coordinates"": [144.95888238475013, -37.81767597164006], ""type"": ""Point""}",0,10.53790207,105,Signage,Sign - Public Transport,2098,1247042,507646,Sign - Public Transport 1 Panel,1247042,20118,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.78188915501449, 144.95963193312105","{""coordinates"": [144.95963193312105, -37.78188915501449], ""type"": ""Point""}",0,25.26964339,212,Signage,Sign - Public Transport,2143,1252383,108510,Sign - Public Transport 1 Panel,1252383,22387,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.793726533289785, 144.94716743007305","{""coordinates"": [144.94716743007305, -37.793726533289785], ""type"": ""Point""}",0,44.2305064,237,Signage,Sign - Public Transport,2627,1249788,100087,Sign - Public Transport 1 Panel,1249788,20919,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.80286165064241, 144.92778487963457","{""coordinates"": [144.92778487963457, -37.80286165064241], ""type"": ""Point""}",0,67.71855285,360,Signage,Sign - Public Transport,3306,1235311,103002,Sign - Public Transport 1 Panel,1235311,21680,Sign - Public Transport 1 Panel Bus Stop Type 13,P.16
"-37.825617941052066, 144.96024538933693","{""coordinates"": [144.96024538933693, -37.825617941052066], ""type"": ""Point""}",0,27.9777498,81,Signage,Sign - Public Transport,3416,1239919,108053,Sign - Public Transport 1 Panel,1239919,22042,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.82825403073943, 144.97139535783998","{""coordinates"": [144.97139535783998, -37.82825403073943], ""type"": ""Point""}",0,0.0,0,Signage,Sign - Public Transport,4934,1239032,0,Sign - Public Transport 1 Panel,1239032,22704,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.81810589679171, 144.9619763819388","{""coordinates"": [144.9619763819388, -37.81810589679171], ""type"": ""Point""}",0,42.39381829,331,Signage,Sign - Public Transport,5041,1245405,527935,Sign - Public Transport 1 Panel,1245405,20170,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.847587034180215, 144.9797183050512","{""coordinates"": [144.9797183050512, -37.847587034180215], ""type"": ""Point""}",0,49.22846917,73,Signage,Sign - Public Transport,5193,1255275,632373,Sign - Public Transport 1 Panel,1255275,22477,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.82375108048519, 144.96722832469055","{""coordinates"": [144.96722832469055, -37.82375108048519], ""type"": ""Point""}",0,24.45502112,231,Signage,Sign - Public Transport,5935,1239562,567779,Sign - Public Transport 1 Panel,1239562,22121,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.78077459328419, 144.95138857277198","{""coordinates"": [144.95138857277198, -37.78077459328419], ""type"": ""Point""}",107426,55.8251505,306,Signage,Sign - Public Transport,7176,1244570,111342,Sign - Public Transport 1 Panel,1244570,0,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.811942864580594, 144.95642939829426","{""coordinates"": [144.95642939829426, -37.811942864580594], ""type"": ""Point""}",0,20.7363648,26,Signage,Sign - Public Transport,7511,1237106,110759,Sign - Public Transport 1 Panel,1237106,20187,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.82793320904311, 144.90887617925307","{""coordinates"": [144.90887617925307, -37.82793320904311], ""type"": ""Point""}",0,36.91007002,100,Signage,Sign - Public Transport,7599,1370841,586084,Sign - Public Transport 1 Panel,1370841,22170,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.8308611221107, 144.98773132067197","{""coordinates"": [144.98773132067197, -37.8308611221107], ""type"": ""Point""}",0,18.44609056,164,Signage,Sign - Public Transport,7976,1248838,111334,Sign - Public Transport 1 Panel,1248838,22270,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.80945090290274, 144.95544640306295","{""coordinates"": [144.95544640306295, -37.80945090290274], ""type"": ""Point""}",0,55.72755559,72,Signage,Sign - Public Transport,8096,1238690,580931,Sign - Public Transport 1 Panel,1238690,21528,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79564672738665, 144.92489593979033","{""coordinates"": [144.92489593979033, -37.79564672738665], ""type"": ""Point""}",0,10.9475722,204,Signage,Sign - Public Transport,8935,1235519,568579,Sign - Public Transport 1 Panel,1235519,21749,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.82725097105045, 144.95787041193037","{""coordinates"": [144.95787041193037, -37.82725097105045], ""type"": ""Point""}",0,37.24941515,357,Signage,Sign - Public Transport,9970,1232670,664059,Sign - Public Transport 1 Panel,1232670,22016,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.805396239323905, 144.9520285962586","{""coordinates"": [144.9520285962586, -37.805396239323905], ""type"": ""Point""}",0,11.15153124,93,Signage,Sign - Public Transport,11093,1257205,533907,Sign - Public Transport 1 Panel,1257205,20979,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79905748382394, 144.93989360176752","{""coordinates"": [144.93989360176752, -37.79905748382394], ""type"": ""Point""}",0,89.61471514,138,Signage,Sign - Public Transport,11651,1234690,104492,Sign - Public Transport 1 Panel,1234690,21297,Sign - Public Transport 1 Panel Bus Stop Type 5,P.16
"-37.790425430580804, 144.94352558479113","{""coordinates"": [144.94352558479113, -37.790425430580804], ""type"": ""Point""}",0,30.53653951,68,Signage,Sign - Public Transport,12044,1234310,525732,Sign - Public Transport 1 Panel,1234310,22425,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79085700678597, 144.92008961006658","{""coordinates"": [144.92008961006658, -37.79085700678597], ""type"": ""Point""}",0,67.5880428,284,Signage,Sign - Public Transport,12481,1370761,106847,Sign - Public Transport 1 Panel,1370761,22790,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.800456485496696, 144.96510004696515","{""coordinates"": [144.96510004696515, -37.800456485496696], ""type"": ""Point""}",0,28.06452572,292,Signage,Sign - Public Transport,12890,1575501,597172,Sign - Public Transport 1 Panel,1575501,22506,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.790034182492505, 144.95863808667602","{""coordinates"": [144.95863808667602, -37.790034182492505], ""type"": ""Point""}",0,21.00980919,175,Signage,Sign - Public Transport,13187,1252413,529024,Sign - Public Transport 1 Panel,1252413,22374,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.841136944254906, 144.97738137656336","{""coordinates"": [144.97738137656336, -37.841136944254906], ""type"": ""Point""}",0,60.55753669,82,Signage,Sign - Public Transport,13233,1255117,545615,Sign - Public Transport 1 Panel,1255117,22474,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.84881806234022, 144.98441939922859","{""coordinates"": [144.98441939922859, -37.84881806234022], ""type"": ""Point""}",0,0.0,0,Signage,Sign - Public Transport,13548,1255236,0,Sign - Public Transport 1 Panel,1255236,22480,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.82961907563178, 144.96406241965494","{""coordinates"": [144.96406241965494, -37.82961907563178], ""type"": ""Point""}",0,73.04996609,115,Signage,Sign - Public Transport,13942,1239189,537240,Sign - Public Transport 1 Panel,1239189,22459,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.802508730068354, 144.92456498204757","{""coordinates"": [144.92456498204757, -37.802508730068354], ""type"": ""Point""}",0,35.14735701,162,Signage,Sign - Public Transport,13987,1235307,110970,Sign - Public Transport 1 Panel,1235307,21680,Sign - Public Transport 1 Panel Bus Stop Type 13,P.16
"-37.79262854511814, 144.9682820983283","{""coordinates"": [144.9682820983283, -37.79262854511814], ""type"": ""Point""}",0,19.15980501,348,Signage,Sign - Public Transport,14196,1247820,555950,Sign - Public Transport 1 Panel,1247820,20540,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.80231431723276, 144.96676746744464","{""coordinates"": [144.96676746744464, -37.80231431723276], ""type"": ""Point""}",0,5.70821032,360,Signage,Sign - Public Transport,14622,1260438,627281,Sign - Public Transport 1 Panel,1260438,20528,Sign - Public Transport 1 Panel Bus Stop Type 11,P.16
"-37.8006162471606, 144.9665441831767","{""coordinates"": [144.9665441831767, -37.8006162471606], ""type"": ""Point""}",0,11.23104145,140,Signage,Sign - Public Transport,15525,1233165,545460,Sign - Public Transport 1 Panel,1233165,20757,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.82069471465366, 144.92473362878667","{""coordinates"": [144.92473362878667, -37.82069471465366], ""type"": ""Point""}",0,9.08151028,51,Signage,Sign - Public Transport,15587,1245209,637267,Sign - Public Transport 1 Panel,1245209,22156,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.8003609261965, 144.97442342241808","{""coordinates"": [144.97442342241808, -37.8003609261965], ""type"": ""Point""}",0,11.93225984,159,Signage,Sign - Public Transport,15760,1241441,106922,Sign - Public Transport 1 Panel,1241441,20608,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79830746372871, 144.94633943083986","{""coordinates"": [144.94633943083986, -37.79830746372871], ""type"": ""Point""}",0,16.62867695,349,Signage,Sign - Public Transport,16213,1249814,516357,Sign - Public Transport 1 Panel,1249814,22517,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.825833042409954, 144.9666164228847","{""coordinates"": [144.9666164228847, -37.825833042409954], ""type"": ""Point""}",0,16.64400973,127,Signage,Sign - Public Transport,16400,1272248,110623,Sign - Public Transport 1 Panel,1272248,22121,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.804633940884784, 144.9663703776215","{""coordinates"": [144.9663703776215, -37.804633940884784], ""type"": ""Point""}",0,5.94289029,342,Signage,Sign - Public Transport,16844,1240256,522527,Sign - Public Transport 1 Panel,1240256,20524,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.83299002899975, 144.97293669624193","{""coordinates"": [144.97293669624193, -37.83299002899975], ""type"": ""Point""}",0,11.54086253,350,Signage,Sign - Public Transport,17605,1254737,639648,Sign - Public Transport 1 Panel,1254737,22708,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.80111524772101, 144.96674878780823","{""coordinates"": [144.96674878780823, -37.80111524772101], ""type"": ""Point""}",0,5.22849577,179,Signage,Sign - Public Transport,17860,1240314,106109,Sign - Public Transport 1 Panel,1240314,20530,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.82403291338346, 144.97056844604276","{""coordinates"": [144.97056844604276, -37.82403291338346], ""type"": ""Point""}",0,39.68297552,206,Signage,Sign - Public Transport,19359,1345004,540075,Sign - Public Transport 1 Panel,1345004,22466,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.79776685417041, 144.97031833233382","{""coordinates"": [144.97031833233382, -37.79776685417041], ""type"": ""Point""}",0,19.03739399,101,Signage,Sign - Public Transport,19576,1240886,103091,Sign - Public Transport 1 Panel,1240886,20563,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.8047924247435, 144.969120352164","{""coordinates"": [144.969120352164, -37.8047924247435], ""type"": ""Point""}",0,5.69670571,226,Signage,Sign - Public Transport,20050,1545853,633312,Sign - Public Transport 1 Panel,1545853,20556,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.80752888103373, 144.91363137005712","{""coordinates"": [144.91363137005712, -37.80752888103373], ""type"": ""Point""}",0,66.68350924,106,Signage,Sign - Public Transport,20953,1236313,104045,Sign - Public Transport 1 Panel,1236313,22442,Sign - Public Transport 1 Panel Bus Stop Type 11,P.16
"-37.810346877102674, 144.96112338314163","{""coordinates"": [144.96112338314163, -37.810346877102674], ""type"": ""Point""}",0,16.41454879,161,Signage,Sign - Public Transport,20994,1238871,660997,Sign - Public Transport 1 Panel,1238871,20024,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.799621670449625, 144.95568431062944","{""coordinates"": [144.95568431062944, -37.799621670449625], ""type"": ""Point""}",0,73.19158958,228,Signage,Sign - Public Transport,21274,1243850,103813,Sign - Public Transport 1 Panel,1243850,21552,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.80682386961907, 144.96904254818034","{""coordinates"": [144.96904254818034, -37.80682386961907], ""type"": ""Point""}",0,36.15343504,132,Signage,Sign - Public Transport,21835,1479415,108148,Sign - Public Transport 1 Panel,1479415,20554,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.802167832666704, 144.92008136652066","{""coordinates"": [144.92008136652066, -37.802167832666704], ""type"": ""Point""}",0,44.65559859,182,Signage,Sign - Public Transport,22493,1235277,102993,Sign - Public Transport 1 Panel,1235277,21680,Sign - Public Transport 1 Panel Bus Stop Type 13,P.16
"-37.81888176511253, 144.95412220092587","{""coordinates"": [144.95412220092587, -37.81888176511253], ""type"": ""Point""}",0,14.34503015,58,Signage,Sign - Public Transport,22674,1246970,579287,Sign - Public Transport 1 Panel,1246970,20071,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79706577834771, 144.9224359882637","{""coordinates"": [144.9224359882637, -37.79706577834771], ""type"": ""Point""}",0,2.93490477,152,Signage,Sign - Public Transport,22943,1235525,111424,Sign - Public Transport 1 Panel,1235525,21844,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.81667022216065, 144.96132496344865","{""coordinates"": [144.96132496344865, -37.81667022216065], ""type"": ""Point""}",0,21.09407353,122,Signage,Sign - Public Transport,23701,1268450,527384,Sign - Public Transport 1 Panel,1268450,20172,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.817622931042806, 144.95934733314024","{""coordinates"": [144.95934733314024, -37.817622931042806], ""type"": ""Point""}",0,19.75039184,99,Signage,Sign - Public Transport,23793,1236804,102122,Sign - Public Transport 1 Panel,1236804,22612,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79412896547033, 144.96811766271057","{""coordinates"": [144.96811766271057, -37.79412896547033], ""type"": ""Point""}",0,49.91185911,140,Signage,Sign - Public Transport,26046,1233408,522611,Sign - Public Transport 1 Panel,1233408,20538,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79862363935187, 144.9467915427181","{""coordinates"": [144.9467915427181, -37.79862363935187], ""type"": ""Point""}",0,27.65118958,79,Signage,Sign - Public Transport,26601,1249933,516364,Sign - Public Transport 1 Panel,1249933,21168,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.80823830232059, 144.94862350162495","{""coordinates"": [144.94862350162495, -37.80823830232059], ""type"": ""Point""}",0,26.06071423,124,Signage,Sign - Public Transport,27002,1256151,108936,Sign - Public Transport 1 Panel,1256151,21651,Sign - Public Transport 1 Panel Bus Stop Type 11,P.16
"-37.82087887649734, 144.91896726226324","{""coordinates"": [144.91896726226324, -37.82087887649734], ""type"": ""Point""}",0,26.25523043,307,Signage,Sign - Public Transport,27090,1244979,110514,Sign - Public Transport 1 Panel,1244979,30638,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.797326843071275, 144.97009551587823","{""coordinates"": [144.97009551587823, -37.797326843071275], ""type"": ""Point""}",0,3.89843097,117,Signage,Sign - Public Transport,27502,1240877,511185,Sign - Public Transport 1 Panel,1240877,20817,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.78267580200046, 144.91666362113003","{""coordinates"": [144.91666362113003, -37.78267580200046], ""type"": ""Point""}",0,0.0,0,Signage,Sign - Public Transport,27517,1235927,0,Sign - Public Transport 1 Panel,1235927,22526,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.792410297921826, 144.95854327429197","{""coordinates"": [144.95854327429197, -37.792410297921826], ""type"": ""Point""}",0,57.00969655,177,Signage,Sign - Public Transport,27861,1252307,515020,Sign - Public Transport 1 Panel,1252307,22372,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.822473896289935, 144.92102531585414","{""coordinates"": [144.92102531585414, -37.822473896289935], ""type"": ""Point""}",0,29.14846488,340,Signage,Sign - Public Transport,27899,1245081,605711,Sign - Public Transport 1 Panel,1245081,22159,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.825538170533164, 144.95708428770402","{""coordinates"": [144.95708428770402, -37.825538170533164], ""type"": ""Point""}",0,25.28253381,265,Signage,Sign - Public Transport,27939,1232702,622450,Sign - Public Transport 1 Panel,1232702,22454,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.821119897739464, 144.91851629868225","{""coordinates"": [144.91851629868225, -37.821119897739464], ""type"": ""Point""}",0,8.35595267,225,Signage,Sign - Public Transport,28604,1244962,110512,Sign - Public Transport 1 Panel,1244962,22162,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.81172390817975, 144.95668033737152","{""coordinates"": [144.95668033737152, -37.81172390817975], ""type"": ""Point""}",0,16.06194587,260,Signage,Sign - Public Transport,28872,1252702,110759,Sign - Public Transport 1 Panel,1252702,22615,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.827796021172645, 144.90881358787925","{""coordinates"": [144.90881358787925, -37.827796021172645], ""type"": ""Point""}",0,21.27898891,91,Signage,Sign - Public Transport,28960,1244795,586084,Sign - Public Transport 1 Panel,1244795,22170,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.795210432231336, 144.9362942830282","{""coordinates"": [144.9362942830282, -37.795210432231336], ""type"": ""Point""}",0,18.1287082,75,Signage,Sign - Public Transport,29970,1234750,633265,Sign - Public Transport 1 Panel,1234750,21287,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.795862870670625, 144.97092135820924","{""coordinates"": [144.97092135820924, -37.795862870670625], ""type"": ""Point""}",0,3.07870395,7,Signage,Sign - Public Transport,30678,1233403,108238,Sign - Public Transport 1 Panel,1233403,20567,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.82314198554255, 144.96463636128402","{""coordinates"": [144.96463636128402, -37.82314198554255], ""type"": ""Point""}",0,34.57360473,212,Signage,Sign - Public Transport,30763,1239717,557088,Sign - Public Transport 1 Panel,1239717,22073,Sign - Public Transport 1 Panel Bus Stop Type 11,P.16
"-37.80067995380995, 144.96981348058867","{""coordinates"": [144.96981348058867, -37.80067995380995], ""type"": ""Point""}",0,5.58301084,149,Signage,Sign - Public Transport,31576,1479417,528486,Sign - Public Transport 1 Panel,1479417,20561,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.78068129995275, 144.95126818156393","{""coordinates"": [144.95126818156393, -37.78068129995275], ""type"": ""Point""}",0,70.43672599,308,Signage,Sign - Public Transport,31742,1244569,111342,Sign - Public Transport 1 Panel,1244569,30708,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.80432561240479, 144.96947035841606","{""coordinates"": [144.96947035841606, -37.80432561240479], ""type"": ""Point""}",0,29.46722145,197,Signage,Sign - Public Transport,31969,1572477,528455,Sign - Public Transport 1 Panel,1572477,20556,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.78069264722452, 144.91477250953216","{""coordinates"": [144.91477250953216, -37.78069264722452], ""type"": ""Point""}",0,46.88712984,139,Signage,Sign - Public Transport,33716,1235945,610631,Sign - Public Transport 1 Panel,1235945,22526,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.829554112192, 144.9010255967418","{""coordinates"": [144.9010255967418, -37.829554112192], ""type"": ""Point""}",0,8.33871417,322,Signage,Sign - Public Transport,33860,1244930,111216,Sign - Public Transport 1 Panel,1244930,22168,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.788531996187324, 144.93353392781896","{""coordinates"": [144.93353392781896, -37.788531996187324], ""type"": ""Point""}",0,16.54048663,314,Signage,Sign - Public Transport,34498,1569615,619171,Sign - Public Transport 1 Panel,1569615,23140,Sign - Public Transport 1 Panel Bus Stop Type 11,P.16
"-37.81178098838014, 144.9561942988128","{""coordinates"": [144.9561942988128, -37.81178098838014], ""type"": ""Point""}",0,40.68803565,348,Signage,Sign - Public Transport,35532,1252894,110759,Sign - Public Transport 1 Panel,1252894,20028,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79733528507864, 144.96751272850565","{""coordinates"": [144.96751272850565, -37.79733528507864], ""type"": ""Point""}",0,14.94684087,183,Signage,Sign - Public Transport,35668,1240772,521784,Sign - Public Transport 1 Panel,1240772,20534,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.79784952551261, 144.94139186459046","{""coordinates"": [144.94139186459046, -37.79784952551261], ""type"": ""Point""}",0,33.07308528,8,Signage,Sign - Public Transport,35830,1574565,522795,Sign - Public Transport 1 Panel,1574565,21329,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.818777568156314, 144.98186969479318","{""coordinates"": [144.98186969479318, -37.818777568156314], ""type"": ""Point""}",110266,40.75558103,112,Signage,Sign - Public Transport,36148,1372123,105145,Sign - Public Transport 1 Panel,1372123,0,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.80039992301755, 144.91665597967068","{""coordinates"": [144.91665597967068, -37.80039992301755], ""type"": ""Point""}",0,9.09274969,201,Signage,Sign - Public Transport,36691,1235552,628200,Sign - Public Transport 1 Panel,1235552,21843,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.823547652422064, 144.96847951664122","{""coordinates"": [144.96847951664122, -37.823547652422064], ""type"": ""Point""}",0,0.0,0,Signage,Sign - Public Transport,36833,1344518,0,Sign - Public Transport 1 Panel,1344518,22080,Sign - Public Transport 1 Panel Bus Stop Type 11,P.16
"-37.798900728955765, 144.94922621224848","{""coordinates"": [144.94922621224848, -37.798900728955765], ""type"": ""Point""}",0,7.78996688,331,Signage,Sign - Public Transport,36903,1581811,104577,Sign - Public Transport 1 Panel,1581811,21148,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.80294344100893, 144.94833854164688","{""coordinates"": [144.94833854164688, -37.80294344100893], ""type"": ""Point""}",0,13.95688103,296,Signage,Sign - Public Transport,37146,1250987,107926,Sign - Public Transport 1 Panel,1250987,20999,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
