OBJECTID,WATMAINID,STATUS,PRESSURE_ZONE,ROADSEGMENTID,MAP_LABEL,CATEGORY,PIPE_SIZE,MATERIAL,LINED,LINED_DATE,LINED_MATERIAL,INSTALLATION_DATE,ACQUISITION,CONSULTANT,OWNERSHIP,BRIDGE_MAIN,BRIDGE_DETAILS,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,Undersized,Shallow Main,Condition Score,OVERSIZED,CLEANED,Shape__Length
77877,910,ACTIVE,KIT 4,12651,83.8m 300mm  DI,TREATED,300,DI,NO,,NONE,9/1/1978 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,2,39,N,N,8.5,N,Y,83.8339916513466
77878,82690,ACTIVE,KIT 2W,16144,5.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2/1/1990 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,38,N,N,9.35,N,N,5.62695673332033
77879,31260,ACTIVE,KIT 2W,16144,108.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2/1/1990 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,38,N,N,9.35,N,N,108.282004606592
77880,82692,ACTIVE,KIT 4,6634,12.9m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1985 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,2,22,N,N,9.1,N,N,12.8581470270423
77881,16800,ACTIVE,KIT 4,6634,107.3m 200mm  CI,TREATED,200,CI,NO,,NONE,1/1/1961 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,2,21,N,N,4.95,N,N,107.29700080833
77882,82694,ACTIVE,KIT 4,6634,1.8m 200mm  CI,TREATED,200,CI,NO,,NONE,1/1/1961 12:00:00 AM,PURCHASED,,KITCHENER,N,,8,2,21,N,N,7.75,N,N,1.80619290713966
77883,2840,ACTIVE,KIT 4,10491,253.7m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1947 12:00:00 AM,DONATED,,KITCHENER,N,,6,2,39,N,N,6.9,N,Y,253.70651059339
77884,36120,ACTIVE,KIT 4,10116,64.7m 250mm  CI,TREATED,250,CI,NO,,NONE,1/1/1954 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,0,N,N,7.75,N,Y,64.7341334511691
77885,82696,ACTIVE,KIT 4,9925,2.1m 250mm  CI,TREATED,250,CI,NO,,NONE,1/1/1954 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,7,N,N,7.75,N,Y,2.12973977746552
77886,28620,ACTIVE,KIT 4,15102,129.7m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1985 12:00:00 AM,DONATED,,KITCHENER,N,,7,4,29,N,N,9.1,N,Y,129.665151691818
77887,82698,ACTIVE,KIT 4,15111,2.2m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1985 12:00:00 AM,DONATED,,KITCHENER,N,,0,4,29,N,N,9.1,N,Y,2.17432128379444
77888,82700,ACTIVE,KIT 4,15102,9.6m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1985 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,29,N,N,9.1,N,Y,9.63525037902514
77889,82702,ACTIVE,KIT 5,25688,7.8m 200mm  PVC,TREATED,200,PVC,NO,,NONE,8/1/1996 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,21,N,N,9.35,N,N,7.76887197015691
77890,82704,ACTIVE,KIT 5,25688,10.5m 200mm  PVC,TREATED,200,PVC,NO,,NONE,8/1/1996 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,21,N,N,9.35,N,N,10.4535992723098
77891,58230,ACTIVE,KIT 5,25688,154.1m 200mm  PVC,TREATED,200,PVC,NO,,NONE,8/1/1996 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,21,N,N,9.35,N,N,154.143452741921
77892,82706,ACTIVE,KIT 5,25688,184.7m 200mm  PVC,TREATED,200,PVC,NO,,NONE,8/1/1996 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,21,N,N,9.35,N,N,184.732196869416
77894,76140,ACTIVE,KIT 4,6674,104.5m 300mm  PVC,TREATED,300,PVC,NO,,NONE,9/1/2008 12:00:00 AM,PURCHASED,,KITCHENER,N,,8,2,31,N,N,9.35,N,Y,104.526142285064
77897,82710,ACTIVE,KIT 5,5602,11.9m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,19,N,N,8.5,N,Y,11.8888044948749
77898,60970,ACTIVE,KIT 5,6174,47.4m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,7,6,19,N,N,8.5,N,Y,47.4297325473115
77899,82712,ACTIVE,KIT 4,21813,12.5m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1974 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,3,14,N,N,8.5,N,N,12.4897764592648
77900,82714,ACTIVE,KIT 4,21808,87.5m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1974 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,3,14,N,N,8.5,N,N,87.4583971894231
77901,1660,ACTIVE,KIT 4,21815,181.4m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1974 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,3,14,N,N,8.5,N,N,181.442897599038
77902,82716,ACTIVE,KIT 2W,600235,7.1m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2002 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,7.13402762186715
77903,82718,ACTIVE,KIT 2W,600235,10.7m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2002 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,10.7446876406917
77904,68410,ACTIVE,KIT 2W,600235,169.4m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2002 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,169.42474871988
77905,82720,ACTIVE,KIT 4,6430,77.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,10/1/2005 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,1,15,N,N,9.35,N,Y,77.4987542996756
77906,72670,ACTIVE,KIT 4,6430,94.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,10/1/2005 12:00:00 AM,PURCHASED,,KITCHENER,N,,5,1,15,N,N,9.35,N,Y,94.7711868173078
77907,82722,ACTIVE,KIT 4,6430,9.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,10/1/2005 12:00:00 AM,PURCHASED,,KITCHENER,N,,5,1,15,N,N,9.35,N,Y,9.10125571813034
77908,82724,ACTIVE,KIT 4,8937,5.3m 300mm  DI,TREATED,300,DI,NO,,NONE,8/1/1975 12:00:00 AM,DONATED,,KITCHENER,N,,8,2,24,N,N,4.58,N,N,5.28767593580842
77909,40520,ACTIVE,KIT 4,8937,55.6m 300mm  DI,TREATED,300,DI,NO,,NONE,8/1/1975 12:00:00 AM,DONATED,,KITCHENER,N,,7,2,22,N,N,5.7,N,N,55.5587384916284
77910,82726,ACTIVE,KIT 4,8920,15.5m 300mm  DI,TREATED,300,DI,NO,,NONE,8/1/1975 12:00:00 AM,DONATED,,KITCHENER,N,,7,2,22,N,N,8.5,N,N,15.4823738952461
77911,82728,ACTIVE,KIT 4,8937,1.5m 300mm  DI,TREATED,300,DI,NO,,NONE,8/1/1975 12:00:00 AM,DONATED,,KITCHENER,N,,0,2,22,N,N,8.5,N,N,1.50450417093058
77912,82730,ACTIVE,KIT 4,8920,38.6m 300mm  DI,TREATED,300,DI,NO,,NONE,8/1/1975 12:00:00 AM,DONATED,,KITCHENER,N,,7,2,22,N,N,8.5,N,N,38.5886558925303
77913,76420,ACTIVE,KIT 4,11103,132.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,11/27/2009 12:00:00 AM,DONATED,,KITCHENER,N,,6,2,32,N,N,7.75,N,Y,132.72720645393
77914,82732,ACTIVE,KIT 4,11103,10.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,11/27/2009 12:00:00 AM,DONATED,,KITCHENER,N,,6,2,32,N,N,9.35,N,Y,10.5486692999778
77915,76442,ACTIVE,KIT 4,40038,128.1m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1950 12:00:00 AM,DONATED,,KITCHENER,N,,5,2,9,N,N,7.75,N,Y,128.120402032481
77916,82734,ACTIVE,KIT 4,6475,8.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2003 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,2,24,N,N,9.35,N,Y,8.35456019593447
77917,82736,ACTIVE,KIT 4,6492,5.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2003 12:00:00 AM,PURCHASED,,KITCHENER,N,,0,2,24,N,N,9.35,N,Y,5.0878996035105
77918,69450,ACTIVE,KIT 4,6475,12.2m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2003 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,2,24,N,N,9.35,N,Y,12.208891735584
77919,41580,ACTIVE,KIT 4,8830,124.9m 300mm  DI,TREATED,300,DI,NO,,NONE,7/1/1990 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,2,25,N,N,9.1,N,Y,124.896559805668
77920,82738,ACTIVE,KIT 4,9272,25m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1978 12:00:00 AM,DONATED,,KITCHENER,N,,7,3,11,N,N,8.5,N,N,24.9682710567032
77921,38420,ACTIVE,KIT 4,9284,76.7m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1978 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,7,N,N,8.5,N,N,76.7401478499571
77922,82740,ACTIVE,KIT 4,10151,6.1m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1958 12:00:00 AM,DONATED,,KITCHENER,N,,5,4,8,N,N,7.75,N,Y,6.10223800341143
77923,21200,ACTIVE,KIT 4,10151,85.8m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1958 12:00:00 AM,DONATED,,KITCHENER,N,,5,4,8,N,N,7.75,N,Y,85.7623188337749
77925,82744,ACTIVE,KIT 2E,16023,2.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2007 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,5,25,N,N,9.35,N,N,2.82045008397552
77926,69463,ACTIVE,KIT 2E,16023,35.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2007 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,5,25,N,N,9.35,N,N,35.3764220148131
77927,82746,ACTIVE,KIT 4,1257,.6m 300mm  CI,TREATED,300,CI,NO,,NONE,1/1/1964 12:00:00 AM,DONATED,,KITCHENER,N,,7,1,24,N,N,7.75,N,Y,0.61250750193259
77928,82748,ACTIVE,KIT 4,1257,31.4m 300mm  CI,TREATED,300,CI,NO,,NONE,1/1/1964 12:00:00 AM,DONATED,,KITCHENER,N,,7,1,24,N,N,7.75,N,Y,31.4295746421096
77929,82750,ACTIVE,KIT 4,1257,199.9m 300mm  CI,TREATED,300,CI,NO,,NONE,1/1/1964 12:00:00 AM,DONATED,,KITCHENER,N,,7,1,24,N,N,7.75,N,Y,199.860849337156
77930,82752,ACTIVE,KIT 4,1257,227.1m 300mm  CI,TREATED,300,CI,NO,,NONE,1/1/1964 12:00:00 AM,DONATED,,KITCHENER,N,,7,1,24,N,N,5.35,N,Y,227.075637598744
77931,15850,ACTIVE,KIT 4,1257,304.6m 300mm  CI,TREATED,300,CI,NO,,NONE,1/1/1964 12:00:00 AM,DONATED,,KITCHENER,N,,7,1,24,N,N,7.75,N,Y,304.58833546093
77932,82754,ACTIVE,KIT 2W,16144,11.5m 200mm  PVC,TREATED,200,PVC,NO,,NONE,5/1/1994 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,38,N,N,9.35,N,N,11.4873350787838
77933,54840,ACTIVE,KIT 2W,16172,87.2m 200mm  PVC,TREATED,200,PVC,NO,,NONE,5/1/1994 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,38,N,N,9.35,N,N,87.2135134440372
77936,82758,ACTIVE,KIT 4,6353,3.7m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1969 12:00:00 AM,DONATED,,KITCHENER,N,,7,3,1,N,N,8.5,N,N,3.66476795471111
77937,23540,ACTIVE,KIT 4,6353,167.4m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1969 12:00:00 AM,DONATED,,KITCHENER,N,,7,3,1,N,N,8.5,N,N,167.435992658583
77938,67570,ACTIVE,KIT 4,40345,9.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2/12/2001 12:00:00 AM,DONATED,STANTEC,KITCHENER,N,,5,3,19,N,N,9.35,N,N,9.50366577868978
77939,82760,ACTIVE,KIT 4,40345,2.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2/12/2001 12:00:00 AM,DONATED,STANTEC,KITCHENER,N,,4,3,19,N,N,9.35,N,N,2.3114507306044
77941,6120,ACTIVE,KIT 4,9311,56.2m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1973 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,6,N,N,8.5,N,N,56.180664709948
77942,82762,ACTIVE,KIT 2W,601447,7.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2006 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,41,N,N,9.35,N,N,7.88233635660231
77943,74350,ACTIVE,KIT 2W,601433,140.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2006 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,43,N,N,9.35,N,N,140.825411973577
77944,82764,ACTIVE,KIT 2W,601433,14.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2006 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,43,N,N,9.35,N,N,14.3170722935076
77947,10890,ACTIVE,KIT 4,20703,42.2m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1967 12:00:00 AM,DONATED,,KITCHENER,N,,6,1,8,N,N,8.5,N,Y,42.2443011723169
77948,82768,ACTIVE,KIT 4,20703,23.9m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1967 12:00:00 AM,DONATED,,KITCHENER,N,,7,1,8,N,N,8.5,N,Y,23.8642127052672
77949,82770,ACTIVE,KIT 4,20702,.4m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1967 12:00:00 AM,DONATED,,KITCHENER,N,,7,1,8,N,N,8.5,N,Y,0.432008332843123
77950,82772,ACTIVE,KIT 4,20703,4.4m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1967 12:00:00 AM,DONATED,,KITCHENER,N,,0,1,8,N,N,8.5,N,Y,4.3946786908754
77951,23740,ACTIVE,KIT 4,10586,122.3m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1952 12:00:00 AM,DONATED,,KITCHENER,N,,5,2,36,N,N,4.95,N,Y,122.343976623187
77952,82774,ACTIVE,KIT 4,20997,12.5m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1988 12:00:00 AM,DONATED,,KITCHENER,N,,6,1,7,N,N,9.1,N,Y,12.4511705499125
77953,40420,ACTIVE,KIT 4,20997,75.6m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1988 12:00:00 AM,DONATED,,KITCHENER,N,,6,1,7,N,N,9.1,N,Y,75.5807377593907
77954,82776,ACTIVE,KIT 4,21897,14.2m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1971 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,5,29,N,N,8.5,N,N,14.2088282649389
77955,40250,ACTIVE,KIT 4,21897,283.8m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1971 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,5,29,N,N,8.5,N,N,283.77143634856
77956,82778,ACTIVE,KIT 4,21893,10.7m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1971 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,5,29,N,N,8.5,N,N,10.6504317303145
77957,82780,ACTIVE,KIT 4,6728,11.7m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1996 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,2,5,N,N,9.1,N,Y,11.7392575774178
77958,59490,ACTIVE,KIT 4,6728,29.2m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1996 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,2,5,N,N,9.1,N,Y,29.168884928465
77960,880,ACTIVE,KIT 4,50021,118.5m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1936 12:00:00 AM,DONATED,,KITCHENER,N,,5,1,28,N,N,7.75,N,Y,118.481621356587
77961,82784,ACTIVE,KIT 4,1356,1.1m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1936 12:00:00 AM,DONATED,,KITCHENER,N,,6,1,27,N,N,7.75,N,Y,1.12504897652608
77962,82786,ACTIVE,KIT 4,10107,12.7m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1953 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,6,N,N,7.75,N,N,12.7319372770939
77963,34810,ACTIVE,KIT 4,10107,235.2m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1953 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,6,N,N,7.75,N,N,235.224957317111
77968,76087,ACTIVE,KIT 4,6726,73.5m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1996 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,2,5,N,N,9.1,N,Y,73.4668166045208
77969,5470,ACTIVE,KIT 2W,21781,159.2m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1977 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,30,N,N,7.3,N,N,159.160540046253
77970,82792,ACTIVE,KIT 2W,21781,9m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1977 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,30,N,N,8.5,N,N,9.00027470791341
77971,82794,ACTIVE,KIT 4,10919,10.1m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1972 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,4,N,N,8.5,N,N,10.0632530173764
77972,34280,ACTIVE,KIT 4,10919,80.4m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1972 12:00:00 AM,DONATED,,KITCHENER,N,,8,3,4,N,N,8.5,N,N,80.4282625251875
77973,82796,ACTIVE,KIT 4,13187,.6m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1965 12:00:00 AM,DONATED,,KITCHENER,N,,7,4,3,N,N,7.85,N,Y,0.58545053173888
77974,3960,ACTIVE,KIT 4,23153,86.7m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1965 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,23B,N,N,4.65,N,Y,86.7215073448211
77976,82798,ACTIVE,KIT 4,22561,13.6m 300mm  DI,TREATED,300,DI,NO,,NONE,6/1/1985 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,28,N,N,9.1,N,Y,13.6036733923985
77977,28660,ACTIVE,KIT 4,22561,62.4m 300mm  DI,TREATED,300,DI,NO,,NONE,6/1/1985 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,28,N,N,9.1,N,Y,62.4231767162019
77978,82800,ACTIVE,KIT 4,22561,9.9m 300mm  DI,TREATED,300,DI,NO,,NONE,6/1/1985 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,29,N,N,9.1,N,Y,9.93105141354587
77979,82802,ACTIVE,KIT 4,13260,15.6m 300mm  DI,TREATED,300,DI,NO,,NONE,6/1/1965 12:00:00 AM,DONATED,,KITCHENER,N,,7,5,4,N,N,8.5,N,N,15.6437973323227
77980,82804,ACTIVE,KIT 4,13173,11.5m 300mm  DI,TREATED,300,DI,NO,,NONE,6/1/1965 12:00:00 AM,DONATED,,KITCHENER,N,,7,5,4,N,N,8.5,N,N,11.5489833531391
77981,11290,ACTIVE,KIT 4,13302,182.9m 300mm  DI,TREATED,300,DI,NO,,NONE,6/1/1965 12:00:00 AM,DONATED,,KITCHENER,N,,7,5,4,N,N,8.5,N,N,182.88239370646
77982,82806,ACTIVE,KIT 2W,22728,18.9m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,0,N,N,8.5,N,N,18.8973722200152
77983,1750,ACTIVE,KIT 2W,22729,284.2m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,7,5,33,N,N,8.5,N,N,284.225751787963
77984,82808,ACTIVE,KIT 2W,22729,7.2m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,0,5,33,N,N,8.5,N,N,7.21512869512931
77985,82810,ACTIVE,KIT 2W,22729,16.6m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,7,5,33,N,N,8.5,N,N,16.5890697913458
77988,28570,ACTIVE,KIT 6,21041,179m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1984 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,4,N,N,8.5,N,Y,178.961657884376
77989,82814,ACTIVE,KIT 6,20439,12m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1984 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,4,N,N,8.5,N,Y,11.9976653532436
77990,18330,ACTIVE,KIT 4,9888,203.9m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1954 12:00:00 AM,DONATED,,KITCHENER,N,,5,4,5,N,N,7.35,N,N,203.852583986819
77992,82818,ACTIVE,KIT 4,11678,7m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1995 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,2,2,N,N,9.1,N,Y,6.98393963845901
77993,29950,ACTIVE,KIT 4,11678,134.9m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1995 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,2,2,N,N,9.1,N,Y,134.857469884859
77994,29770,ACTIVE,KIT 5,6172,77.7m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,5,6,19,N,N,8.5,N,Y,77.6610476739508
77995,82820,ACTIVE,KIT 5,6172,4.9m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,5,6,19,N,N,8.5,N,Y,4.88881812734268
77996,82822,ACTIVE,KIT 5,6172,4.5m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,0,6,19,N,N,8.5,N,Y,4.48666968563191
77997,1010,ACTIVE,KIT 4,12655,25.1m 300mm  DI,TREATED,300,DI,NO,,NONE,9/1/1978 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,2,39,N,N,8.5,N,Y,25.1479019212027
77998,82824,ACTIVE,KIT 6,601752,7.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,12/15/2007 12:00:00 AM,DONATED,NA,KITCHENER,N,,6,6,1,N,N,9.35,N,Y,7.51238918085597
77999,68747,ACTIVE,KIT 6,601752,67m 150mm  PVC,TREATED,150,PVC,NO,,NONE,12/15/2007 12:00:00 AM,DONATED,NA,KITCHENER,N,,6,6,1,N,N,9.35,N,Y,66.9702901175411
78000,82826,ACTIVE,KIT 4,23128,12.3m 100mm  DI,TREATED,100,DI,NO,,NONE,1/1/1965 12:00:00 AM,DONATED,,KITCHENER,N,,5,4,14,N,N,8.5,N,Y,12.3443437941307
78001,20020,ACTIVE,KIT 4,23128,78.2m 100mm  DI,TREATED,100,DI,NO,,NONE,1/1/1965 12:00:00 AM,DONATED,,KITCHENER,N,,5,4,14,N,N,8.5,N,Y,78.2348967943623
78002,82828,ACTIVE,KIT 4,23128,7.7m 100mm  DI,TREATED,100,DI,NO,,NONE,1/1/1965 12:00:00 AM,DONATED,,KITCHENER,N,,0,4,14,N,N,8.5,N,Y,7.70895905747307
78004,44150,ACTIVE,KIT 4,13207,186.1m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1966 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,23C,N,N,8.5,N,N,186.12554765666
78005,82832,ACTIVE,KIT 4,13207,7.7m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1966 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,23C,N,N,8.5,N,N,7.66739846465184
78009,82838,ACTIVE,KIT 5,9132,105.8m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1978 12:00:00 AM,DONATED,,KITCHENER,N,,7,6,22,N,N,8.5,N,Y,105.804977183856
78010,23630,ACTIVE,KIT 4,9128,118.3m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1978 12:00:00 AM,DONATED,,KITCHENER,N,,7,3,12,N,N,8.5,N,N,118.308572219298
78011,33370,ACTIVE,KIT 4,11707,27.4m 300mm  CI,TREATED,300,CI,NO,,NONE,1/1/1949 12:00:00 AM,DONATED,,KITCHENER,N,,7,2,11,N,N,7.75,N,Y,27.4449667756768
78012,20320,ACTIVE,KIT 5,8669,117.1m 150mm  DI,TREATED,150,DI,NO,,NONE,7/1/1969 12:00:00 AM,DONATED,NA,KITCHENER,N,,5,6,43,N,N,8.5,N,Y,117.061524418562
78013,82840,ACTIVE,KIT 5,8669,12.7m 150mm  DI,TREATED,150,DI,NO,,NONE,7/1/1969 12:00:00 AM,DONATED,NA,KITCHENER,N,,5,6,42,N,N,8.5,N,Y,12.7495233237809
78014,61867,ACTIVE,KIT 4,1698,69.9m 450mm  CI,TREATED,450,CI,NO,,NONE,1/1/1951 12:00:00 AM,DONATED,,REGION,N,,6,1,19,N,N,7.75,N,N,69.8713545808776
78015,82842,ACTIVE,KIT 6,5588,73.8m 300mm  DI,TREATED,300,DI,NO,,NONE,12/1/1985 12:00:00 AM,DONATED,CUMMING COCKBURN,KITCHENER,N,,6,6,6,N,N,9.1,N,N,73.7584144601752
78016,27730,ACTIVE,KIT 6,5588,172.1m 300mm  DI,TREATED,300,DI,NO,,NONE,12/1/1985 12:00:00 AM,DONATED,CUMMING COCKBURN,KITCHENER,N,,6,6,6,N,N,9.1,N,N,172.056230230319
78017,82844,ACTIVE,KIT 4,23147,7.2m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1964 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,1,N,N,7.75,N,Y,7.23381294711986
78018,29850,ACTIVE,KIT 4,23147,168.3m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1964 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,1,N,N,6.95,N,Y,168.272193041483
78019,82846,ACTIVE,KIT 4,1408,.7m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1926 12:00:00 AM,DONATED,,KITCHENER,N,,0,1,27,N,N,7.75,N,Y,0.702521401343847
78020,44350,ACTIVE,KIT 4,1408,168m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1926 12:00:00 AM,DONATED,,KITCHENER,N,,6,1,27,N,N,5.5,N,Y,168.006952785791
78021,82848,ACTIVE,KIT 2E,22151,3.8m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1972 12:00:00 AM,DONATED,,KITCHENER,N,,0,5,20,N,N,8.5,N,N,3.76398233925072
