asset_id,asset_key,dataset,link,source,publisher,description,themes,used_by,datatype,size,variable_count,variables
ASSET-0042,MOP:blocks-for-census-of-land-use-and-employment-clue,Blocks for Census of Land Use and Employment (CLUE),https://data.melbourne.vic.gov.au/explore/dataset/blocks-for-census-of-land-use-and-employment-clue/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This is a spatial layer that can be used to map CLUE datasets to CLUE blocks. CLUE blocks are a geographical boundary that can be linked to CLUE information. This dataset previously contained information of 2016 establishments, employment and floor space which can now be found in the following datasets: • Business establishments per block by CLUE industry • Employment by block by CLUE industry • Floor space by use by block In addition, these data sets also provide data from years 2002 to 2024. For more information about CLUE see http://www.melbourne.vic.gov.au/clue CLUE Block boundaries have been re-aligned and modified during 2025.",Business,UC00027,Geospatial,603,5,geo_point_2d | geo_shape | block_id | region_name | area_name
ASSET-0043,MOP:bom-weather-at-olympic-park,BOM Weather at Olympic Park,https://data.melbourne.vic.gov.au/explore/dataset/bom-weather-at-olympic-park/,City of Melbourne Open Data,Bureau of Meteorology,30 Minute weather observations taken at Olympic Park,Environment,,Geospatial,11359,43,local_date_time_full | refresh_message | id | main_id | name | state_time_zone | time_zone | product_name | state | sort_order | wmo | history_product | local_date_time | aifstime_utc | lat | lon | apparent_t | cloud | cloud_base_m | cloud_oktas | cloud_type_id | cloud_type | delta_t | gust_kmh | gust_kt | air_temp | dewpt | press | press_qnh | press_msl | press_tend | rain_trace | rel_hum | sea_state | swell_dir_worded | swell_height | swell_period | vis_km | weather | wind_dir | wind_spd_kmh | wind_spd_kt | latlong
ASSET-0044,MOP:bookable-banner-poles,Bookable Banner Poles,https://data.melbourne.vic.gov.au/explore/dataset/bookable-banner-poles/,City of Melbourne Open Data,data.melbourne.vic.gov.au,The dataset contains all the banner pole locations in the City of Melbourne. Banner poles can be booked to promote events throughout the city. Further information can be found in the link below. https://www.melbourne.vic.gov.au/business/grow-business/promote-business/banners-advertising/pages/banner-program.aspx,City Council,,Geospatial,402,21,description | class | type | subtype | company | contract | assetmanager | primaryservicemanager | ownership | conditionrating | evaluationdate | installationdate | modelno | modeldescription | bookinggroup | venuenumber | isactive | locationdescription | roadsegmentdescription | location | geo_point_2d
ASSET-0048,MOP:buildings-with-name-age-size-accessibility-and-bicycle-facilities,Building information,https://data.melbourne.vic.gov.au/explore/dataset/buildings-with-name-age-size-accessibility-and-bicycle-facilities/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Data collected as part of the City of Melbourne's Census of Land Use and Employment (CLUE). The data covers the period 2002-2024. It shows selected building attributes including location, construction year, refurbished year, number of floors above ground, predominant space use, bicycle/shower facilities and building accessibility. Building accessibility data is collected to track accessibility for internal City of Melbourne purposes. This data is provided as a community service by the City of Melbourne. It is not and does not purport to be a complete guide. There may be errors or omissions. Data is liable to change. The City of Melbourne accepts no responsibility in respect of any claim arising from use or reliance upon this data. For more information about CLUE see http://www.melbourne.vic.gov.au/clue",Property,,Geospatial,305557,19,census_year | block_id | property_id | base_property_id | building_name | street_address | clue_small_area | construction_year | refurbished_year | number_of_floors_above_ground | predominant_space_use | accessibility_type | accessibility_type_description | accessibility_rating | bicycle_spaces | has_showers | longitude | latitude | location
ASSET-0045,MOP:building-outlines-20140,Building outlines 2014,https://data.melbourne.vic.gov.au/explore/dataset/building-outlines-20140/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This shapefile shows all of the footprints of all buildings within the City of Melbourne. The footprint is the outline of the total area of a lot or site that is surrounded by the exterior walls of a building or portion of a building, exclusive of courtyards. In the absence of surrounding exterior walls, the building footprint shall be the area under the horizontal projection of the roof. The height on each building footprint feature is the height of the Z axis for the individual models. As such it will include plant, overrun and possibly even communication towers.",Property,,Geospatial,21982,12,geo_point_2d | geo_shape | fmtaddress | mccid_str | easting | height | northing | build_year | zmin | floors | mccid_int | zmax
ASSET-0046,MOP:building-outlines-2015,Building outlines 2015,https://data.melbourne.vic.gov.au/explore/dataset/building-outlines-2015/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This shapefile shows all of the footprints of all buildings within the City of Melbourne. The footprint is the outline of the total area of a lot or site that is surrounded by the exterior walls of a building or portion of a building, exclusive of courtyards. In the absence of surrounding exterior walls, the building footprint shall be the area under the horizontal projection of the roof. Please see attached PDF for the data dictionary. The Australian Height Datum (AHD) is the national vertical datum for Australia. The National Mapping Council adopted the AHD in May 1971 as the datum to which all vertical control mapping would be referred.",Property,,Geospatial,20861,7,geo_point_2d | geo_shape | geom_type | ovlhgt_ahd | suburb | struct_id | base_ahd
ASSET-0047,MOP:building-permits,Building Permits,https://data.melbourne.vic.gov.au/explore/dataset/building-permits/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This public register of building permits lists all building permits for building works issued by Melbourne Certification Group, in and outside of the City of Melbourne, and also any building works issued by Private Building Surveyors within the City of Melbourne. ​The information provided is extracted from the records held by City of Melbourne. For a definition of the building classification type please see the attachment.",Property,,Tabular,184740,10,council_ref | permit_number | issue_date | address | desc_of_works | estimated_cost_of_works | rbs_number | commence_by_date | completed_by_date | permit_certificate_type
ASSET-0002,MOP:bus-stops,Bus stops,https://data.melbourne.vic.gov.au/explore/dataset/bus-stops/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This data set shows the locations of the bus stops within the city of Melbourne, As the city of Melbourne do not run the bus services, this is simply to show the locations of the stops, this data does not include the services that run from each of the stops.",Transport,UC00088 | UC00157,Geospatial,309,16,geo_point_2d | geo_shape | prop_id | addresspt1 | addressp_1 | asset_clas | asset_type | objectid | str_id | addresspt | asset_subt | model_desc | mcc_id | roadseg_id | descriptio | model_no
ASSET-0049,MOP:bus-stops-for-melbourne-visitor-shuttle,Bus stops for Melbourne Visitor Shuttle,https://data.melbourne.vic.gov.au/explore/dataset/bus-stops-for-melbourne-visitor-shuttle/,City of Melbourne Open Data,data.melbourne.vic.gov.au,The Melbourne Visitor Shuttle service started in March 2006 and was discontinued on 31 August 2017 . It provided visitors with a route around the City with 13 stops at significant points of interest. Their descriptions and locations are maintained within this dataset,Transport,,Geospatial,13,4,stop_number | name | address | co_ordinates
ASSET-0051,MOP:business-establishments-and-jobs-data-by-business-size-and-anzsic-in-municipality,Business establishments and jobs data by business size and ANZSIC in municipality,https://data.melbourne.vic.gov.au/explore/dataset/business-establishments-and-jobs-data-by-business-size-and-anzsic-in-municipality/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Data collected as part of the City of Melbourne's Census of Land Use and Employment (CLUE). The data covers the period 2002-2024. It shows number of jobs and number of business establishments by business size, classified by their ANZSIC1 in the entire municipality. Business size is determined by the total number of jobs at each business establishment and is categorised as follows: Non employing, no jobs allocated to the establishment. Small business, 1 to 19 jobs employed at a business establishment. Medium business, 20 to 199 jobs employed at a business establishment. Larger business, 200 or more jobs employed at a business establishment. This dataset has been confidentialised to protect the commercially sensitive information of individual businesses. Data in cells which pertain to two or fewer businesses have been suppressed and are shown as a blank cell. Non-confidentialised data may be made available subject to a data supply agreement. For more information contact cityfacts@melbourne.vic.gov.au For CLUE small area spatial files see https://data.melbourne.vic.gov.au/explore/dataset/small-areas-for-census-of-land-use-and-employment-clue/map For more information about CLUE see htt","Economy, Business, SME, Economic development, Employment | Business | Property",,Tabular,1686,6,census_year | clue_small_area | anzsic_indusrty | business_size | total_establishments | total_jobs
ASSET-0050,MOP:business-establishments-and-jobs-data-by-business-size-and-anzsic,Business establishments and jobs data by business size and ANZSIC in small areas,https://data.melbourne.vic.gov.au/explore/dataset/business-establishments-and-jobs-data-by-business-size-and-anzsic/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Data collected as part of the City of Melbourne's Census of Land Use and Employment (CLUE). The data covers the period 2002-2024. It shows number of jobs and number of business establishments by business size, classified by their ANZSIC1 and CLUE small area allocation. Business size is determined by the total number of jobs at each business establishment and is categorised as follows: Non employing, no jobs allocated to the establishment. Small business, 1 to 19 jobs employed at a business establishment. Medium business, 20 to 199 jobs employed at a business establishment. Larger business, 200 or more jobs employed at a business establishment. This dataset has been confidentialised to protect the commercially sensitive information of individual businesses. Data in cells which pertain to two or fewer businesses have been suppressed and are shown as a blank cell. The true column values for the City of Melbourne can be found in the 'Business establishments and jobs data by business size and ANZSIC in municipality' dataset. The values in this dataset refer to the true total, including those suppressed cells. Non-confidentialised data may be made available subject to a data supply agree","Economy, Business, SME, Economic development, Employment | Business | Property",,Tabular,13353,6,census_year | clue_small_area | anzsic_indusrty | business_size | total_establishments | total_jobs
ASSET-0053,MOP:business-establishments-and-jobs-data-by-business-size-and-clue-industry-in-municipality,Business establishments and jobs data by business size and CLUE industry in municipality,https://data.melbourne.vic.gov.au/explore/dataset/business-establishments-and-jobs-data-by-business-size-and-clue-industry-in-municipality/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Data collected as part of the City of Melbourne's Census of Land Use and Employment (CLUE). The data covers the period 2002-2024. It shows number of jobs and number of business establishments by business size, classified by their CLUE industry for the entire municipality. Business size is determined by the total number of jobs at each business establishment and is categorised as follows: Non employing, no jobs allocated to the establishment. Small business, 1 to 19 jobs employed at a business establishment. Medium business, 20 to 199 jobs employed at a business establishment. Larger business, 200 or more jobs employed at a business establishment. This dataset has been confidentialised to protect the commercially sensitive information of individual businesses. Data in cells which pertain to two or fewer businesses have been suppressed and are shown as a blank cell. Non-confidentialised data may be made available subject to a data supply agreement. For more information contact cityfacts@melbourne.vic.gov.au For CLUE small area spatial files see https://data.melbourne.vic.gov.au/explore/dataset/small-areas-for-census-of-land-use-and-employment-clue/map For more information about CLUE ","Economy, Business, SME, Economic development, Employment | Business | Property",,Tabular,1802,6,census_year | clue_small_area | clue_industry | business_size | total_establishments | total_jobs
