pipe_id,installation_year,material,pipe_age,diameter_inches,length_feet,soil_corrosivity,soil_moisture,num_previous_repairs,pressure_psi,zone,failure_probability,risk_score,risk_level,priority_rank,estimated_repair_cost,expected_loss,maintenance_action,urgency_days
PIPE-01238,1967,pvc,57,8,1290.0,corrosive,19.8,0,46.6,industrial,0.711617250654347,71.2,HIGH,1951,67080.0,47735.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03416,1937,concrete,87,12,1618.4,moderately_corrosive,64.3,2,113.1,residential,0.7114655369080976,71.1,HIGH,1952,133518.0,94993.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03706,1966,hdpe,58,20,1596.0,moderately_corrosive,16.9,0,83.8,residential,0.7112661474046598,71.1,HIGH,1953,139650.0,99328.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02180,1991,pvc,33,12,750.4,moderately_corrosive,88.5,0,74.4,industrial,0.7111278749845737,71.1,HIGH,1954,58531.0,41623.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00282,1972,ductile_iron,52,10,1011.3,moderately_corrosive,36.8,1,30.9,residential,0.7109716180944062,71.1,HIGH,1955,75848.0,53926.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02793,1984,concrete,40,10,450.5,moderately_corrosive,80.7,4,92.2,industrial,0.7108376944735852,71.1,HIGH,1956,40263.0,28620.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01118,1949,copper,75,8,1512.5,moderately_corrosive,49.2,0,85.4,residential,0.7107537598810361,71.1,HIGH,1957,105875.0,75251.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02792,1981,clay,43,6,1351.9,mildly_corrosive,61.7,0,71.4,mixed,0.7107141511229713,71.1,HIGH,1958,73003.0,51884.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04518,1986,hdpe,38,4,1315.6,mildly_corrosive,66.9,3,46.3,industrial,0.7104578834126112,71.0,HIGH,1959,29930.0,21264.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01733,1976,pvc,48,6,1838.9,moderately_corrosive,25.8,0,63.1,residential,0.7103080872187859,71.0,HIGH,1960,55167.0,39186.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04945,1992,galvanized_steel,32,6,184.4,moderately_corrosive,78.2,3,43.5,residential,0.7100439621062044,71.0,HIGH,1961,8990.0,6383.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00648,1982,steel,42,6,896.9,non_corrosive,55.7,0,44.4,residential,0.7098304478087712,71.0,HIGH,1962,43724.0,31037.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04810,1969,copper,55,6,504.2,moderately_corrosive,71.5,0,70.7,residential,0.7095307675366419,71.0,HIGH,1963,26470.0,18781.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03980,1984,pvc,40,16,1612.7,corrosive,87.0,1,33.9,commercial,0.7094920914459273,70.9,HIGH,1964,193524.0,137304.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00021,1992,concrete,32,12,1555.7,non_corrosive,24.0,5,58.8,residential,0.7094277770809413,70.9,HIGH,1965,128345.0,91052.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01429,1981,steel,43,16,765.4,moderately_corrosive,25.3,2,34.3,residential,0.7093682908950715,70.9,HIGH,1966,99502.0,70584.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00397,1962,copper,62,6,1129.5,moderately_corrosive,27.6,3,57.9,commercial,0.7093185361626424,70.9,HIGH,1967,88948.0,63092.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03596,1980,steel,44,10,1146.8,non_corrosive,22.5,0,82.0,residential,0.7091236290820727,70.9,HIGH,1968,93178.0,66075.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04125,1964,galvanized_steel,60,4,203.1,highly_corrosive,28.0,2,94.5,residential,0.7091106783297475,70.9,HIGH,1969,6601.0,4681.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00631,1987,steel,37,8,456.8,corrosive,38.1,1,117.4,commercial,0.7089189483481694,70.9,HIGH,1970,44538.0,31574.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00626,1973,pvc,51,6,1617.4,corrosive,24.1,2,52.7,commercial,0.7088930752744297,70.9,HIGH,1971,72783.0,51595.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01216,1985,ductile_iron,39,16,607.6,moderately_corrosive,48.3,2,118.1,commercial,0.7087609530707637,70.9,HIGH,1972,109368.0,77516.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00948,1983,hdpe,41,6,1407.1,corrosive,23.2,3,56.5,residential,0.7086637941984488,70.9,HIGH,1973,36936.0,26175.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03323,1958,asbestos_cement,66,6,1866.0,moderately_corrosive,32.1,2,86.4,industrial,0.7084875263141658,70.8,HIGH,1974,181935.0,128899.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02156,1937,ductile_iron,87,12,1447.3,mildly_corrosive,58.4,1,107.2,commercial,0.7084358768617695,70.8,HIGH,1975,195386.0,138418.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01273,2000,asbestos_cement,24,8,1956.0,corrosive,16.1,2,36.3,mixed,0.7081300569948912,70.8,HIGH,1976,234720.0,166212.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04321,1950,concrete,74,10,1017.5,moderately_corrosive,44.1,1,41.5,residential,0.7078903494357531,70.8,HIGH,1977,69953.0,49519.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04833,1998,steel,26,4,238.5,highly_corrosive,86.8,1,111.0,commercial,0.7078662889134354,70.8,HIGH,1978,11627.0,8230.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02709,1989,cast_iron,35,6,921.5,corrosive,30.1,2,59.1,residential,0.7078330497804393,70.8,HIGH,1979,51834.0,36690.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03701,1986,concrete,38,6,1851.4,moderately_corrosive,27.6,0,107.8,residential,0.7078217760633917,70.8,HIGH,1980,76370.0,54056.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00888,1986,ductile_iron,38,8,691.1,moderately_corrosive,80.5,0,67.8,commercial,0.7077155630628237,70.8,HIGH,1981,62199.0,44019.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00025,1985,pvc,39,4,572.4,corrosive,22.6,4,54.1,residential,0.7075760967547703,70.8,HIGH,1982,11448.0,8100.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00272,1992,galvanized_steel,32,8,1068.9,corrosive,45.5,2,72.9,residential,0.7074410403187659,70.7,HIGH,1983,69479.0,49152.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04528,1990,hdpe,34,8,1873.5,moderately_corrosive,78.9,4,35.2,industrial,0.707360484116909,70.7,HIGH,1984,85244.0,60298.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01318,1991,asbestos_cement,33,6,860.2,moderately_corrosive,25.5,1,52.8,residential,0.7073394234229127,70.7,HIGH,1985,64515.0,45634.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00112,1986,cast_iron,38,8,550.3,moderately_corrosive,15.9,2,111.4,residential,0.7072750064322134,70.7,HIGH,1986,41272.0,29191.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01122,1998,clay,26,6,1470.0,corrosive,53.5,2,78.7,residential,0.7072400529889554,70.7,HIGH,1987,66150.0,46784.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03656,1990,ductile_iron,34,8,429.5,corrosive,84.6,2,60.7,commercial,0.707107476651236,70.7,HIGH,1988,38655.0,27333.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02733,2000,cast_iron,24,30,1749.7,mildly_corrosive,72.4,1,51.0,commercial,0.7067562585215922,70.7,HIGH,1989,738155.0,521696.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04538,1963,concrete,61,6,1001.7,mildly_corrosive,89.9,2,72.8,commercial,0.7066006246399875,70.7,HIGH,1990,61980.0,43795.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04974,1983,steel,41,4,1391.6,moderately_corrosive,64.8,2,52.2,commercial,0.7062312395452531,70.6,HIGH,1991,67840.0,47911.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03216,2017,cast_iron,7,8,1914.9,corrosive,45.9,2,38.6,residential,0.7060659812889211,70.6,HIGH,1992,143618.0,101404.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04267,1956,steel,68,12,144.3,moderately_corrosive,27.9,1,57.7,residential,0.7060049754108025,70.6,HIGH,1993,14069.0,9933.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00383,1960,steel,64,10,1049.7,moderately_corrosive,19.9,1,109.9,residential,0.7058103622895948,70.6,HIGH,1994,85288.0,60197.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01630,1963,pvc,61,10,1590.7,highly_corrosive,21.2,2,37.0,industrial,0.7057734914351731,70.6,HIGH,1995,103396.0,72974.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04062,1987,ductile_iron,37,8,1047.5,non_corrosive,60.3,1,79.7,commercial,0.70568236341687,70.6,HIGH,1996,94275.0,66528.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01418,1980,cast_iron,44,8,837.7,highly_corrosive,10.8,2,96.0,residential,0.7055018935954657,70.6,HIGH,1997,62828.0,44325.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00027,1971,ductile_iron,53,6,175.1,moderately_corrosive,84.9,2,102.3,mixed,0.7053050677962253,70.5,HIGH,1998,9455.0,6669.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02031,1980,ductile_iron,44,12,704.9,moderately_corrosive,45.4,2,56.6,residential,0.7051662611485853,70.5,HIGH,1999,63441.0,44736.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00602,1960,ductile_iron,64,16,1431.9,moderately_corrosive,37.3,0,38.7,mixed,0.705076683148395,70.5,HIGH,2000,206194.0,145383.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01194,1948,steel,76,16,1947.7,moderately_corrosive,71.9,2,92.5,industrial,0.7049438201948771,70.5,HIGH,2001,329161.0,232040.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04582,1978,ductile_iron,46,20,1641.5,moderately_corrosive,62.4,1,72.0,residential,0.7045479039665562,70.5,HIGH,2002,246225.0,173477.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00685,1941,hdpe,83,6,887.7,corrosive,53.1,1,105.9,commercial,0.7044209616472126,70.4,HIGH,2003,34953.0,24622.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00693,1966,pvc,58,10,1337.1,moderately_corrosive,21.3,0,32.7,commercial,0.7038243543381614,70.4,HIGH,2004,100282.0,70581.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01748,1942,ductile_iron,82,10,1875.4,mildly_corrosive,53.0,2,102.1,industrial,0.7037237223258274,70.4,HIGH,2005,182852.0,128677.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04158,1975,copper,49,6,1214.5,mildly_corrosive,72.2,2,90.5,residential,0.7036526161213178,70.4,HIGH,2006,63761.0,44866.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03326,1985,asbestos_cement,39,8,899.5,moderately_corrosive,78.1,3,98.6,residential,0.7035485661516031,70.4,HIGH,2007,89950.0,63284.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03968,1986,cast_iron,38,8,609.4,mildly_corrosive,25.8,3,49.3,industrial,0.7034229103890104,70.3,HIGH,2008,59416.0,41795.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03091,1979,pvc,45,6,593.7,mildly_corrosive,92.1,5,37.9,commercial,0.70336099544513,70.3,HIGH,2009,26717.0,18792.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02171,1977,steel,47,12,718.2,moderately_corrosive,49.5,2,33.8,residential,0.7031681033565579,70.3,HIGH,2010,70024.0,49239.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02434,1995,ductile_iron,29,10,1443.8,highly_corrosive,63.3,1,98.5,residential,0.7031074232749244,70.3,HIGH,2011,108285.0,76136.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02346,1968,steel,56,10,240.2,highly_corrosive,11.7,1,81.4,residential,0.7030193758778203,70.3,HIGH,2012,19516.0,13720.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00754,1963,ductile_iron,61,4,867.2,mildly_corrosive,67.3,2,112.3,residential,0.7029864082682006,70.3,HIGH,2013,26016.0,18289.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02028,1998,clay,26,10,187.5,moderately_corrosive,78.5,1,116.5,residential,0.7028692834600497,70.3,HIGH,2014,14062.0,9884.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02167,1993,steel,31,24,1377.9,mildly_corrosive,68.7,0,43.9,residential,0.7027828593699821,70.3,HIGH,2015,268690.0,188831.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01663,1985,hdpe,39,8,1829.6,mildly_corrosive,13.5,1,79.2,residential,0.7027569493417659,70.3,HIGH,2016,64036.0,45002.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01447,1992,steel,32,8,695.4,moderately_corrosive,90.5,2,57.6,residential,0.7026985790148413,70.3,HIGH,2017,45201.0,31763.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04990,1984,asbestos_cement,40,10,409.7,moderately_corrosive,18.2,0,76.2,commercial,0.702607913353323,70.3,HIGH,2018,76819.0,53974.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03066,1966,ductile_iron,58,8,466.1,mildly_corrosive,66.5,2,106.3,industrial,0.7022932793836575,70.2,HIGH,2019,36356.0,25533.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04395,2000,hdpe,24,12,353.7,corrosive,13.2,2,37.4,industrial,0.702205241207354,70.2,HIGH,2020,24140.0,16951.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04166,1979,pvc,45,10,1166.0,mildly_corrosive,18.5,4,33.9,commercial,0.7021845372405332,70.2,HIGH,2021,87450.0,61406.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03861,1992,galvanized_steel,32,8,81.0,mildly_corrosive,22.6,2,71.3,residential,0.7020412445406341,70.2,HIGH,2022,5265.0,3696.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03310,1972,pvc,52,8,1017.6,moderately_corrosive,54.9,0,48.6,commercial,0.7020280260052562,70.2,HIGH,2023,61056.0,42863.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04437,1997,pvc,27,12,1235.9,corrosive,45.5,1,118.9,commercial,0.7020259632853384,70.2,HIGH,2024,111231.0,78087.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04606,1948,hdpe,76,12,1745.8,mildly_corrosive,83.5,2,47.3,residential,0.7018197080205358,70.2,HIGH,2025,91654.0,64325.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01013,1979,hdpe,45,8,1435.8,highly_corrosive,37.7,2,60.9,residential,0.7018160511062642,70.2,HIGH,2026,50253.0,35268.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03140,1976,cast_iron,48,4,1678.3,moderately_corrosive,59.7,0,59.6,commercial,0.7016458992267817,70.2,HIGH,2027,94404.0,66238.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04023,1989,steel,35,20,274.7,highly_corrosive,18.8,1,113.9,residential,0.7008037695921229,70.1,HIGH,2028,44639.0,31283.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01167,1975,copper,49,8,1044.3,mildly_corrosive,27.4,2,106.4,mixed,0.7006191643882261,70.1,HIGH,2029,87721.0,61459.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04665,1979,galvanized_steel,45,4,1433.1,mildly_corrosive,21.2,1,68.6,commercial,0.7005163186371752,70.1,HIGH,2030,69864.0,48941.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04752,1973,pvc,51,12,685.0,moderately_corrosive,83.1,4,53.0,industrial,0.7000658616571239,70.0,HIGH,2031,53430.0,37405.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03351,1997,ductile_iron,27,6,985.0,highly_corrosive,43.6,2,72.0,commercial,0.7000567503236853,70.0,HIGH,2032,66488.0,46545.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01952,1986,ductile_iron,38,12,1504.3,mildly_corrosive,80.9,0,91.0,residential,0.7000116407579146,70.0,HIGH,2033,135387.0,94772.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04085,1955,ductile_iron,69,6,710.2,non_corrosive,84.6,0,52.7,residential,0.6998390373697722,70.0,HIGH,2034,31959.0,22366.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02029,1967,ductile_iron,57,8,385.1,moderately_corrosive,39.7,1,97.5,commercial,0.6995396449259037,70.0,HIGH,2035,34659.0,24245.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03295,2017,clay,7,6,174.5,corrosive,51.7,2,56.3,commercial,0.6995222076088471,70.0,HIGH,2036,11779.0,8240.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01177,1980,asbestos_cement,44,8,592.4,corrosive,91.3,2,68.7,residential,0.6988416516471818,69.9,HIGH,2037,59240.0,41399.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03075,1988,concrete,36,10,1250.2,moderately_corrosive,90.2,1,117.5,mixed,0.6988367473796421,69.9,HIGH,2038,103142.0,72079.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00249,1981,clay,43,6,1661.4,moderately_corrosive,67.3,0,45.8,industrial,0.6986780718021135,69.9,HIGH,2039,97192.0,67906.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04059,2003,hdpe,21,12,211.9,highly_corrosive,65.6,2,109.9,residential,0.6985078963069081,69.9,HIGH,2040,11125.0,7771.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00187,1988,galvanized_steel,36,6,1495.1,non_corrosive,14.1,1,49.1,residential,0.6984965924670956,69.8,HIGH,2041,72886.0,50911.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03249,1922,copper,102,8,420.7,corrosive,44.2,0,48.5,commercial,0.6984491300189971,69.8,HIGH,2042,44173.0,30853.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03286,1993,cast_iron,31,24,1253.7,moderately_corrosive,69.5,1,102.3,commercial,0.6983037936648981,69.8,HIGH,2043,423124.0,295469.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04357,1969,ductile_iron,55,10,687.8,highly_corrosive,15.9,2,35.9,commercial,0.6982967343877194,69.8,HIGH,2044,77378.0,54033.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00318,1948,cast_iron,76,30,799.9,corrosive,20.2,1,119.5,residential,0.6980934552361174,69.8,HIGH,2045,224972.0,157051.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00747,1980,pvc,44,4,575.0,corrosive,56.1,1,56.9,residential,0.6979276096871684,69.8,HIGH,2046,11500.0,8026.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01479,1975,galvanized_steel,49,6,334.8,non_corrosive,14.3,2,62.5,commercial,0.6977968344471219,69.8,HIGH,2047,24482.0,17083.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03223,2023,cast_iron,1,4,1647.6,highly_corrosive,82.0,3,90.5,industrial,0.6977751979761017,69.8,HIGH,2048,80320.0,56045.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04715,1935,pvc,89,12,206.5,corrosive,36.4,1,109.8,residential,0.6977352943862203,69.8,HIGH,2049,12390.0,8645.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00934,1985,pvc,39,8,1264.1,mildly_corrosive,53.7,1,86.4,residential,0.6976000503054351,69.8,HIGH,2050,50564.0,35273.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04255,1964,cast_iron,60,16,1095.9,corrosive,17.1,2,98.4,industrial,0.6972645495014596,69.7,HIGH,2051,213701.0,149006.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04119,1991,cast_iron,33,6,309.1,corrosive,35.1,2,39.3,residential,0.696916302611939,69.7,HIGH,2052,17387.0,12117.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03983,1930,ductile_iron,94,10,969.3,moderately_corrosive,25.2,1,92.1,residential,0.6966842810762649,69.7,HIGH,2053,72698.0,50648.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03716,1996,ductile_iron,28,10,1347.4,mildly_corrosive,81.6,3,110.5,residential,0.6966532527642296,69.7,HIGH,2054,101055.0,70400.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01837,1999,cast_iron,25,10,733.5,corrosive,56.0,1,102.3,industrial,0.6966312523832399,69.7,HIGH,2055,89395.0,62275.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01672,1954,copper,70,6,804.5,moderately_corrosive,51.2,1,119.9,residential,0.6962813386996181,69.6,HIGH,2056,42236.0,29408.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03910,1971,ductile_iron,53,6,1023.0,mildly_corrosive,11.5,1,118.4,industrial,0.696159743364846,69.6,HIGH,2057,59846.0,41662.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03311,1985,asbestos_cement,39,10,1425.4,mildly_corrosive,75.5,1,66.4,residential,0.6958024776030728,69.6,HIGH,2058,178175.0,123975.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00161,2022,pvc,2,8,1973.2,highly_corrosive,52.1,0,89.4,residential,0.6957877372622437,69.6,HIGH,2059,78928.0,54917.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03175,1975,cast_iron,49,16,811.3,mildly_corrosive,55.6,2,111.6,mixed,0.6957687131617784,69.6,HIGH,2060,146034.0,101606.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03514,1998,galvanized_steel,26,4,1636.2,moderately_corrosive,62.3,3,114.9,residential,0.6954546224990136,69.5,HIGH,2061,53176.0,36981.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00832,2004,pvc,20,6,1966.6,corrosive,52.5,1,110.0,residential,0.6954044462173654,69.5,HIGH,2062,58998.0,41027.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01802,1995,asbestos_cement,29,8,1951.7,corrosive,49.2,1,66.6,residential,0.6949293826392877,69.5,HIGH,2063,195170.0,135629.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-04155,1967,ductile_iron,57,16,66.2,moderately_corrosive,65.6,1,94.7,mixed,0.6946752687971557,69.5,HIGH,2064,9533.0,6622.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03744,1946,cast_iron,78,30,82.0,moderately_corrosive,67.2,2,83.9,residential,0.6945913939191491,69.5,HIGH,2065,23062.0,16019.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01112,1990,ductile_iron,34,10,1860.1,mildly_corrosive,89.1,3,60.9,residential,0.6945156246940252,69.5,HIGH,2066,139508.0,96890.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03381,1990,pvc,34,12,1825.9,mildly_corrosive,69.8,0,58.9,mixed,0.694515585860443,69.5,HIGH,2067,131465.0,91304.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03080,1994,hdpe,30,6,1362.6,highly_corrosive,24.8,0,108.4,commercial,0.6943540303374819,69.4,HIGH,2068,53652.0,37253.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00508,2009,galvanized_steel,15,4,331.9,mildly_corrosive,84.7,1,116.2,residential,0.6942661749623958,69.4,HIGH,2069,10787.0,7489.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01947,1965,pvc,59,12,449.8,mildly_corrosive,53.7,0,78.5,industrial,0.693880774163672,69.4,HIGH,2070,35084.0,24344.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02072,1929,pvc,95,30,1667.7,corrosive,21.0,1,55.2,residential,0.6938376479242554,69.4,HIGH,2071,250155.0,173567.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01938,1992,galvanized_steel,32,16,313.0,highly_corrosive,52.2,1,97.3,residential,0.6937582987920577,69.4,HIGH,2072,40690.0,28229.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02629,2012,pvc,12,8,678.9,moderately_corrosive,80.9,5,45.2,residential,0.6937175405826654,69.4,HIGH,2073,27156.0,18839.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01761,1970,pvc,54,8,1870.1,mildly_corrosive,49.3,0,66.7,residential,0.6935594578250928,69.4,HIGH,2074,74804.0,51881.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02019,1990,cast_iron,34,6,1749.0,highly_corrosive,80.7,3,56.0,commercial,0.6935294204002446,69.4,HIGH,2075,147572.0,102346.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01169,1993,cast_iron,31,12,1151.3,moderately_corrosive,21.6,0,118.1,residential,0.6935015810808272,69.4,HIGH,2076,129521.0,89823.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00690,1953,ductile_iron,71,30,1320.4,moderately_corrosive,53.2,3,73.0,residential,0.6934293163895591,69.3,HIGH,2077,297090.0,206011.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03090,1997,ductile_iron,27,8,1207.5,moderately_corrosive,84.2,2,108.1,residential,0.69331971677486,69.3,HIGH,2078,72450.0,50231.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-01247,2018,cast_iron,6,4,635.4,moderately_corrosive,61.2,3,111.2,residential,0.6931795229189949,69.3,HIGH,2079,23828.0,16517.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-02762,1981,cast_iron,43,6,1670.9,moderately_corrosive,38.7,0,47.3,mixed,0.6931494590725465,69.3,HIGH,2080,112786.0,78178.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03972,2002,concrete,22,6,253.0,corrosive,78.4,4,112.7,residential,0.6930692404882727,69.3,HIGH,2081,10436.0,7233.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00102,1964,steel,60,6,843.1,corrosive,89.1,0,53.3,residential,0.6930636705288922,69.3,HIGH,2082,41101.0,28486.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00486,1998,hdpe,26,10,1201.3,highly_corrosive,33.0,2,78.1,commercial,0.6929795689635934,69.3,HIGH,2083,78835.0,54631.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00472,1986,clay,38,12,1644.2,moderately_corrosive,39.4,0,69.7,residential,0.6928896825049721,69.3,HIGH,2084,147978.0,102532.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-00524,1976,copper,48,6,674.3,mildly_corrosive,73.1,1,43.1,industrial,0.6925169856595196,69.3,HIGH,2085,46021.0,31870.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03277,1983,copper,41,20,1443.3,mildly_corrosive,66.1,0,69.7,residential,0.6924731912852718,69.2,HIGH,2086,252578.0,174903.0,URGENT REPAIR - inspect and repair within 90 days,90
PIPE-03130,1988,copper,36,4,521.0,mildly_corrosive,90.6,1,105.5,commercial,0.6922017128081301,69.2,HIGH,2087,27352.0,18933.0,URGENT REPAIR - inspect and repair within 90 days,90
