pipe_id,source,material,pipe_age,diameter_inches,length_feet,soil_corrosivity,num_previous_repairs,pressure_psi,zone,failure_probability,risk_score,risk_level,priority_rank,repair_cost,expected_loss,action
EPA-01756,EPA_DWINS_Pattern,copper,49,24,512.0,highly_corrosive,0,100.5,residential,0.3251973721610515,32.5,LOW,1248,107520.0,34965.0,Next annual inspection
EPA-00947,EPA_DWINS_Pattern,cast_iron,77,24,1593.4,highly_corrosive,0,81.5,residential,0.32477338070550316,32.5,LOW,1249,358515.0,116436.0,Next annual inspection
EPA-01350,EPA_DWINS_Pattern,asbestos_cement,73,8,1767.1,moderately_corrosive,0,69.1,commercial,0.32456935967729555,32.5,LOW,1250,265065.0,86032.0,Next annual inspection
EPA-00603,EPA_DWINS_Pattern,cast_iron,62,4,1005.4,corrosive,1,88.4,industrial,0.3242788689627243,32.4,LOW,1251,49013.0,15894.0,Next annual inspection
EPA-00426,EPA_DWINS_Pattern,copper,36,6,948.9,moderately_corrosive,0,72.2,residential,0.3241489356444051,32.4,LOW,1252,49817.0,16148.0,Next annual inspection
EPA-01125,EPA_DWINS_Pattern,copper,40,8,1732.6,highly_corrosive,3,109.2,mixed,0.32383606017614613,32.4,LOW,1253,145538.0,47130.0,Next annual inspection
EPA-00200,EPA_DWINS_Pattern,pvc,58,6,178.6,highly_corrosive,1,54.3,mixed,0.32363831850899744,32.4,LOW,1254,6430.0,2081.0,Next annual inspection
EPA-01783,EPA_DWINS_Pattern,steel,38,24,1878.6,mildly_corrosive,1,70.6,industrial,0.3225124732998619,32.3,LOW,1255,476225.0,153589.0,Next annual inspection
EPA-00873,EPA_DWINS_Pattern,galvanized_steel,52,8,1053.1,highly_corrosive,0,113.4,commercial,0.32177593054934023,32.2,LOW,1256,102677.0,33039.0,Next annual inspection
EPA-00087,EPA_DWINS_Pattern,asbestos_cement,49,4,55.2,corrosive,1,76.8,mixed,0.32146565670583316,32.1,LOW,1257,3312.0,1065.0,Next annual inspection
EPA-01521,EPA_DWINS_Pattern,pvc,71,10,926.7,non_corrosive,2,56.3,residential,0.32122387770638966,32.1,LOW,1258,46335.0,14884.0,Next annual inspection
EPA-01654,EPA_DWINS_Pattern,pvc,42,16,135.3,mildly_corrosive,0,95.5,mixed,0.31977938796567834,32.0,LOW,1259,12989.0,4154.0,Next annual inspection
EPA-00328,EPA_DWINS_Pattern,pvc,57,6,1951.8,moderately_corrosive,2,50.3,residential,0.31975939191155267,32.0,LOW,1260,58554.0,18723.0,Next annual inspection
EPA-00865,EPA_DWINS_Pattern,ductile_iron,70,16,378.0,corrosive,4,98.2,residential,0.3195058442417932,32.0,LOW,1261,45360.0,14493.0,Next annual inspection
EPA-01672,EPA_DWINS_Pattern,cast_iron,43,8,1246.4,moderately_corrosive,1,61.2,commercial,0.3194117804775235,31.9,LOW,1262,140220.0,44788.0,Next annual inspection
EPA-01921,EPA_DWINS_Pattern,concrete,51,16,328.1,corrosive,3,65.1,residential,0.3193992859876903,31.9,LOW,1263,36091.0,11527.0,Next annual inspection
EPA-01996,EPA_DWINS_Pattern,ductile_iron,63,4,1655.5,highly_corrosive,3,57.2,residential,0.3193479373029218,31.9,LOW,1264,49665.0,15860.0,Next annual inspection
EPA-00920,EPA_DWINS_Pattern,pvc,95,12,215.0,corrosive,1,85.0,mixed,0.3192936707950523,31.9,LOW,1265,15480.0,4943.0,Next annual inspection
EPA-00021,EPA_DWINS_Pattern,steel,53,4,1399.2,non_corrosive,3,60.1,residential,0.31913214650124544,31.9,LOW,1266,45474.0,14512.0,Next annual inspection
EPA-01676,EPA_DWINS_Pattern,pvc,48,10,1223.9,highly_corrosive,3,102.3,residential,0.318807238313208,31.9,LOW,1267,61195.0,19509.0,Next annual inspection
EPA-00384,EPA_DWINS_Pattern,cast_iron,37,24,359.6,highly_corrosive,0,82.6,residential,0.31858334539120786,31.9,LOW,1268,80910.0,25777.0,Next annual inspection
EPA-00574,EPA_DWINS_Pattern,cast_iron,43,4,684.5,corrosive,1,62.3,residential,0.31852247901129704,31.9,LOW,1269,25669.0,8176.0,Next annual inspection
EPA-01899,EPA_DWINS_Pattern,asbestos_cement,54,10,1087.2,moderately_corrosive,4,99.5,residential,0.3172843051641752,31.7,LOW,1270,135900.0,43119.0,Next annual inspection
EPA-00769,EPA_DWINS_Pattern,asbestos_cement,57,12,1190.0,moderately_corrosive,0,69.4,mixed,0.3171101807106621,31.7,LOW,1271,214200.0,67925.0,Next annual inspection
EPA-01785,EPA_DWINS_Pattern,cast_iron,61,4,607.5,corrosive,0,56.7,residential,0.31676740298616296,31.7,LOW,1272,22781.0,7216.0,Next annual inspection
EPA-00880,EPA_DWINS_Pattern,concrete,40,8,1522.4,mildly_corrosive,2,32.8,residential,0.31669576789152476,31.7,LOW,1273,83732.0,26518.0,Next annual inspection
EPA-01749,EPA_DWINS_Pattern,cast_iron,45,8,834.2,mildly_corrosive,0,98.3,residential,0.3164407414412591,31.6,LOW,1274,62565.0,19798.0,Next annual inspection
EPA-00764,EPA_DWINS_Pattern,pvc,41,6,1436.7,highly_corrosive,1,60.2,mixed,0.31640196101165563,31.6,LOW,1275,51721.0,16365.0,Next annual inspection
EPA-01080,EPA_DWINS_Pattern,galvanized_steel,48,6,1742.2,mildly_corrosive,2,88.8,industrial,0.31624765548485056,31.6,LOW,1276,110412.0,34918.0,Next annual inspection
EPA-01511,EPA_DWINS_Pattern,pvc,37,12,1382.0,mildly_corrosive,3,65.6,industrial,0.3159559837648159,31.6,LOW,1277,107796.0,34059.0,Next annual inspection
EPA-01768,EPA_DWINS_Pattern,galvanized_steel,77,4,357.8,corrosive,1,75.0,residential,0.31477056402711895,31.5,LOW,1278,11628.0,3660.0,Next annual inspection
EPA-01258,EPA_DWINS_Pattern,concrete,54,10,1066.2,corrosive,1,102.0,residential,0.31446026388491594,31.4,LOW,1279,73301.0,23050.0,Next annual inspection
EPA-00642,EPA_DWINS_Pattern,cast_iron,67,12,1299.7,mildly_corrosive,5,102.1,residential,0.31439233563104596,31.4,LOW,1280,146216.0,45969.0,Next annual inspection
EPA-01246,EPA_DWINS_Pattern,pvc,56,24,1006.2,mildly_corrosive,4,35.1,residential,0.3137958550687845,31.4,LOW,1281,120744.0,37889.0,Next annual inspection
EPA-00611,EPA_DWINS_Pattern,steel,39,10,1911.0,corrosive,1,104.8,commercial,0.3124279172067781,31.2,LOW,1282,232903.0,72765.0,Next annual inspection
EPA-00852,EPA_DWINS_Pattern,concrete,36,12,1259.1,mildly_corrosive,2,116.5,mixed,0.3110979389658285,31.1,LOW,1283,124651.0,38779.0,Next annual inspection
EPA-00531,EPA_DWINS_Pattern,ductile_iron,49,24,1009.6,highly_corrosive,1,61.5,commercial,0.3110913694698017,31.1,LOW,1284,272592.0,84801.0,Next annual inspection
EPA-01103,EPA_DWINS_Pattern,asbestos_cement,63,24,1938.9,corrosive,0,103.9,residential,0.31098932052092176,31.1,LOW,1285,581670.0,180893.0,Next annual inspection
EPA-01792,EPA_DWINS_Pattern,galvanized_steel,42,16,441.5,corrosive,4,95.7,industrial,0.3106367002081226,31.1,LOW,1286,74614.0,23178.0,Next annual inspection
EPA-01554,EPA_DWINS_Pattern,steel,43,10,1037.4,moderately_corrosive,1,39.7,industrial,0.3098258159542206,31.0,LOW,1287,109575.0,33949.0,Next annual inspection
EPA-01217,EPA_DWINS_Pattern,concrete,46,16,390.7,moderately_corrosive,1,35.1,residential,0.3089370103545317,30.9,LOW,1288,42977.0,13277.0,Next annual inspection
EPA-01295,EPA_DWINS_Pattern,ductile_iron,41,10,522.4,corrosive,1,104.0,mixed,0.3088720530202265,30.9,LOW,1289,47016.0,14522.0,Next annual inspection
EPA-00546,EPA_DWINS_Pattern,ductile_iron,43,10,826.4,corrosive,3,74.1,commercial,0.308600324597751,30.9,LOW,1290,92970.0,28691.0,Next annual inspection
EPA-01555,EPA_DWINS_Pattern,ductile_iron,42,16,279.3,highly_corrosive,0,109.7,commercial,0.3082646095483386,30.8,LOW,1291,50274.0,15498.0,Next annual inspection
EPA-01218,EPA_DWINS_Pattern,concrete,57,12,1394.5,corrosive,0,59.9,residential,0.30802938286767434,30.8,LOW,1292,115046.0,35438.0,Next annual inspection
EPA-01940,EPA_DWINS_Pattern,steel,42,12,1534.1,mildly_corrosive,2,75.7,mixed,0.30799041113807774,30.8,LOW,1293,179490.0,55281.0,Next annual inspection
EPA-00935,EPA_DWINS_Pattern,asbestos_cement,49,10,217.0,corrosive,0,103.2,mixed,0.3078208482216454,30.8,LOW,1294,32550.0,10020.0,Next annual inspection
EPA-00022,EPA_DWINS_Pattern,clay,56,4,1624.6,moderately_corrosive,4,91.2,commercial,0.3073962789530815,30.7,LOW,1295,73107.0,22473.0,Next annual inspection
EPA-01804,EPA_DWINS_Pattern,steel,61,10,743.1,mildly_corrosive,0,62.5,industrial,0.30700587455955336,30.7,LOW,1296,78490.0,24097.0,Next annual inspection
EPA-00473,EPA_DWINS_Pattern,pvc,57,4,725.5,non_corrosive,2,94.7,residential,0.30688334524284,30.7,LOW,1297,14510.0,4453.0,Next annual inspection
EPA-01011,EPA_DWINS_Pattern,cast_iron,40,12,558.0,moderately_corrosive,0,108.7,commercial,0.3058905262336122,30.6,LOW,1298,94162.0,28803.0,Next annual inspection
EPA-00478,EPA_DWINS_Pattern,cast_iron,76,8,1232.7,mildly_corrosive,3,41.7,commercial,0.3058752387466026,30.6,LOW,1299,138679.0,42418.0,Next annual inspection
EPA-01507,EPA_DWINS_Pattern,copper,67,6,1680.0,corrosive,0,58.5,residential,0.30550152855408086,30.6,LOW,1300,88200.0,26945.0,Next annual inspection
EPA-01131,EPA_DWINS_Pattern,concrete,39,16,1167.9,corrosive,4,103.7,commercial,0.30545719896967205,30.5,LOW,1301,192704.0,58863.0,Next annual inspection
EPA-00360,EPA_DWINS_Pattern,ductile_iron,44,4,1069.3,non_corrosive,3,35.2,residential,0.30540669669656156,30.5,LOW,1302,32079.0,9797.0,Next annual inspection
EPA-00112,EPA_DWINS_Pattern,pvc,63,10,1014.5,non_corrosive,1,84.3,residential,0.30540305485975683,30.5,LOW,1303,50725.0,15492.0,Next annual inspection
EPA-00972,EPA_DWINS_Pattern,concrete,69,16,1306.9,moderately_corrosive,2,54.3,commercial,0.3050160777235526,30.5,LOW,1304,215639.0,65773.0,Next annual inspection
EPA-01412,EPA_DWINS_Pattern,steel,82,4,1422.7,highly_corrosive,0,85.1,residential,0.30491249870070963,30.5,LOW,1305,46238.0,14099.0,Next annual inspection
EPA-00711,EPA_DWINS_Pattern,pvc,47,24,1526.9,highly_corrosive,0,64.9,industrial,0.3045712182507134,30.5,LOW,1306,238196.0,72548.0,Next annual inspection
EPA-00155,EPA_DWINS_Pattern,cast_iron,61,6,1744.5,mildly_corrosive,2,83.3,residential,0.3043120175150951,30.4,LOW,1307,98128.0,29862.0,Next annual inspection
EPA-00649,EPA_DWINS_Pattern,clay,44,16,1791.4,highly_corrosive,1,72.6,commercial,0.30386768822149973,30.4,LOW,1308,322452.0,97983.0,Next annual inspection
EPA-01354,EPA_DWINS_Pattern,copper,40,16,134.7,highly_corrosive,1,83.2,commercial,0.3033756711784332,30.3,LOW,1309,28287.0,8582.0,Next annual inspection
EPA-00543,EPA_DWINS_Pattern,asbestos_cement,84,20,727.9,mildly_corrosive,1,59.8,mixed,0.3026254519507447,30.3,LOW,1310,218370.0,66084.0,Next annual inspection
EPA-01245,EPA_DWINS_Pattern,concrete,54,24,667.7,corrosive,2,62.7,residential,0.3026154686613789,30.3,LOW,1311,110170.0,33339.0,Next annual inspection
SYR-0803,Syracuse_Real_Data,ductile_iron,62,4,85.8,non_corrosive,0,37.2,residential,0.3024934452928225,30.2,LOW,1312,2574.0,779.0,Next annual inspection
SYR-0911,Syracuse_Real_Data,ductile_iron,65,20,1216.0,mildly_corrosive,0,74.2,commercial,0.30165754612074497,30.2,LOW,1313,273600.0,82534.0,Next annual inspection
EPA-00397,EPA_DWINS_Pattern,ductile_iron,82,16,1199.3,moderately_corrosive,0,42.8,mixed,0.3015574749494743,30.2,LOW,1314,172699.0,52079.0,Next annual inspection
EPA-01089,EPA_DWINS_Pattern,hdpe,36,6,1640.4,corrosive,0,76.1,commercial,0.3015468922371102,30.2,LOW,1315,64591.0,19477.0,Next annual inspection
EPA-01913,EPA_DWINS_Pattern,clay,43,8,967.2,mildly_corrosive,3,66.8,residential,0.30117275505953345,30.1,LOW,1316,58032.0,17478.0,Next annual inspection
EPA-01169,EPA_DWINS_Pattern,ductile_iron,55,24,1603.6,mildly_corrosive,4,79.6,commercial,0.30017424885147026,30.0,LOW,1317,432972.0,129967.0,Next annual inspection
EPA-00948,EPA_DWINS_Pattern,steel,53,10,1926.6,corrosive,1,91.4,industrial,0.29974848857555364,30.0,LOW,1318,203497.0,60998.0,Next annual inspection
EPA-01276,EPA_DWINS_Pattern,copper,66,10,937.3,corrosive,1,86.7,residential,0.29971642189773195,30.0,LOW,1319,82014.0,24581.0,Next annual inspection
EPA-01790,EPA_DWINS_Pattern,cast_iron,73,6,1132.1,highly_corrosive,1,44.9,residential,0.29941392053440685,29.9,LOW,1320,63681.0,19067.0,Next annual inspection
EPA-00609,EPA_DWINS_Pattern,asbestos_cement,42,6,453.5,moderately_corrosive,0,33.8,residential,0.29930284429131393,29.9,LOW,1321,34012.0,10180.0,Next annual inspection
EPA-01596,EPA_DWINS_Pattern,galvanized_steel,39,16,738.1,moderately_corrosive,2,45.8,residential,0.2992399942010848,29.9,LOW,1322,95953.0,28713.0,Next annual inspection
EPA-00076,EPA_DWINS_Pattern,pvc,80,8,1485.0,non_corrosive,2,84.5,commercial,0.29885731157158324,29.9,LOW,1323,89100.0,26628.0,Next annual inspection
EPA-01017,EPA_DWINS_Pattern,concrete,36,24,1307.3,mildly_corrosive,0,83.2,residential,0.29878169058247284,29.9,LOW,1324,215704.0,64448.0,Next annual inspection
EPA-00168,EPA_DWINS_Pattern,pvc,48,6,1002.5,moderately_corrosive,0,32.1,commercial,0.29783732336579105,29.8,LOW,1325,45112.0,13436.0,Next annual inspection
EPA-01856,EPA_DWINS_Pattern,pvc,100,8,748.7,moderately_corrosive,0,73.4,commercial,0.29729098079299554,29.7,LOW,1326,44922.0,13355.0,Next annual inspection
EPA-00816,EPA_DWINS_Pattern,ductile_iron,35,6,1812.8,moderately_corrosive,0,89.1,mixed,0.2966513762915273,29.7,LOW,1327,97891.0,29039.0,Next annual inspection
EPA-00497,EPA_DWINS_Pattern,cast_iron,42,6,974.6,corrosive,1,105.8,residential,0.2963491428063763,29.6,LOW,1328,54821.0,16246.0,Next annual inspection
EPA-00388,EPA_DWINS_Pattern,cast_iron,44,12,1122.6,corrosive,3,93.9,residential,0.2961876932299571,29.6,LOW,1329,126292.0,37406.0,Next annual inspection
EPA-00715,EPA_DWINS_Pattern,clay,68,8,654.6,non_corrosive,5,50.1,residential,0.2951229420272491,29.5,LOW,1330,39276.0,11591.0,Next annual inspection
EPA-01260,EPA_DWINS_Pattern,pvc,59,24,1053.2,moderately_corrosive,2,58.4,residential,0.2947761533170156,29.5,LOW,1331,126384.0,37255.0,Next annual inspection
EPA-01352,EPA_DWINS_Pattern,cast_iron,36,16,1713.6,corrosive,0,93.7,commercial,0.2946751230088279,29.5,LOW,1332,385560.0,113615.0,Next annual inspection
EPA-00132,EPA_DWINS_Pattern,clay,56,6,1167.4,corrosive,1,109.8,industrial,0.2946631833644903,29.5,LOW,1333,68293.0,20123.0,Next annual inspection
EPA-00582,EPA_DWINS_Pattern,concrete,94,10,1277.5,mildly_corrosive,2,119.4,industrial,0.2939370516937662,29.4,LOW,1334,114177.0,33561.0,Next annual inspection
EPA-01366,EPA_DWINS_Pattern,hdpe,45,10,1327.6,moderately_corrosive,0,90.9,residential,0.2939192777318728,29.4,LOW,1335,58082.0,17071.0,Next annual inspection
EPA-00335,EPA_DWINS_Pattern,cast_iron,37,12,1816.9,moderately_corrosive,1,101.9,residential,0.29391341654044656,29.4,LOW,1336,204401.0,60076.0,Next annual inspection
EPA-00890,EPA_DWINS_Pattern,cast_iron,37,10,1352.5,moderately_corrosive,0,113.4,residential,0.292803313087702,29.3,LOW,1337,126797.0,37127.0,Next annual inspection
EPA-01390,EPA_DWINS_Pattern,cast_iron,76,16,602.5,mildly_corrosive,1,61.2,residential,0.2926865230023508,29.3,LOW,1338,90375.0,26452.0,Next annual inspection
EPA-00887,EPA_DWINS_Pattern,asbestos_cement,63,8,191.2,corrosive,1,108.3,commercial,0.29263092854843953,29.3,LOW,1339,28680.0,8393.0,Next annual inspection
EPA-01847,EPA_DWINS_Pattern,cast_iron,83,16,101.4,moderately_corrosive,0,71.7,residential,0.29257589370129655,29.3,LOW,1340,15210.0,4450.0,Next annual inspection
EPA-01012,EPA_DWINS_Pattern,ductile_iron,69,8,1644.7,moderately_corrosive,2,95.4,mixed,0.2922311842312727,29.2,LOW,1341,118418.0,34605.0,Next annual inspection
EPA-00185,EPA_DWINS_Pattern,cast_iron,37,4,1367.7,moderately_corrosive,0,86.3,commercial,0.29155133048030996,29.2,LOW,1342,76933.0,22430.0,Next annual inspection
EPA-01915,EPA_DWINS_Pattern,pvc,56,8,1159.8,moderately_corrosive,0,60.1,mixed,0.29033270323167004,29.0,LOW,1343,55670.0,16163.0,Next annual inspection
SYR-0976,Syracuse_Real_Data,hdpe,46,16,1858.9,mildly_corrosive,3,94.4,industrial,0.28980848069683746,29.0,LOW,1344,169160.0,49024.0,Next annual inspection
EPA-01568,EPA_DWINS_Pattern,cast_iron,62,10,1222.8,mildly_corrosive,0,36.6,commercial,0.28940460187733813,28.9,LOW,1345,171956.0,49765.0,Next annual inspection
EPA-00953,EPA_DWINS_Pattern,pvc,57,10,333.4,corrosive,2,117.8,residential,0.28926881540689703,28.9,LOW,1346,16670.0,4822.0,Next annual inspection
EPA-00960,EPA_DWINS_Pattern,cast_iron,63,4,616.6,moderately_corrosive,1,112.9,commercial,0.2892377847427626,28.9,LOW,1347,34684.0,10032.0,Next annual inspection
EPA-01223,EPA_DWINS_Pattern,pvc,65,16,1114.4,mildly_corrosive,1,30.3,residential,0.28907436613172643,28.9,LOW,1348,89152.0,25772.0,Next annual inspection
EPA-01202,EPA_DWINS_Pattern,hdpe,52,4,86.8,corrosive,2,46.7,residential,0.2890196219815738,28.9,LOW,1349,1519.0,439.0,Next annual inspection
EPA-00461,EPA_DWINS_Pattern,cast_iron,43,16,177.0,non_corrosive,0,109.1,mixed,0.28868157016050466,28.9,LOW,1350,31860.0,9197.0,Next annual inspection
EPA-01718,EPA_DWINS_Pattern,copper,73,12,1717.4,corrosive,1,114.9,commercial,0.2883713837326368,28.8,LOW,1351,270490.0,78002.0,Next annual inspection
EPA-01291,EPA_DWINS_Pattern,pvc,66,20,1567.1,moderately_corrosive,1,98.6,residential,0.288258106505542,28.8,LOW,1352,156710.0,45173.0,Next annual inspection
EPA-01158,EPA_DWINS_Pattern,cast_iron,54,10,642.3,mildly_corrosive,0,73.6,commercial,0.2879602847261456,28.8,LOW,1353,90323.0,26009.0,Next annual inspection
EPA-00194,EPA_DWINS_Pattern,cast_iron,61,16,1826.9,moderately_corrosive,0,63.2,residential,0.28764599120110984,28.8,LOW,1354,274035.0,78825.0,Next annual inspection
EPA-00056,EPA_DWINS_Pattern,pvc,37,8,608.4,moderately_corrosive,1,109.8,commercial,0.28755454723958274,28.8,LOW,1355,36504.0,10497.0,Next annual inspection
EPA-00636,EPA_DWINS_Pattern,asbestos_cement,58,10,1080.3,moderately_corrosive,3,87.4,commercial,0.2874713764538423,28.7,LOW,1356,202556.0,58229.0,Next annual inspection
EPA-01592,EPA_DWINS_Pattern,hdpe,60,6,1319.8,corrosive,1,42.9,commercial,0.28743557412096993,28.7,LOW,1357,51967.0,14937.0,Next annual inspection
EPA-00735,EPA_DWINS_Pattern,copper,37,16,1796.9,corrosive,1,105.6,residential,0.28733371271059643,28.7,LOW,1358,251566.0,72283.0,Next annual inspection
EPA-01111,EPA_DWINS_Pattern,concrete,61,16,1376.0,corrosive,5,97.9,mixed,0.28671553287351004,28.7,LOW,1359,181632.0,52077.0,Next annual inspection
EPA-01313,EPA_DWINS_Pattern,asbestos_cement,38,20,1892.8,corrosive,1,49.0,residential,0.2866610325579588,28.7,LOW,1360,473200.0,135648.0,Next annual inspection
EPA-01272,EPA_DWINS_Pattern,cast_iron,71,24,1055.2,non_corrosive,0,64.1,industrial,0.2864210859390812,28.6,LOW,1361,308646.0,88403.0,Next annual inspection
EPA-01240,EPA_DWINS_Pattern,ductile_iron,85,24,248.8,moderately_corrosive,1,103.9,residential,0.28622951503733013,28.6,LOW,1362,44784.0,12819.0,Next annual inspection
EPA-00714,EPA_DWINS_Pattern,steel,90,20,951.9,mildly_corrosive,0,64.0,residential,0.2860061581012578,28.6,LOW,1363,154684.0,44241.0,Next annual inspection
EPA-01054,EPA_DWINS_Pattern,galvanized_steel,50,20,1899.2,non_corrosive,2,58.0,industrial,0.28520562390383036,28.5,LOW,1364,401206.0,114426.0,Next annual inspection
EPA-01097,EPA_DWINS_Pattern,ductile_iron,36,8,1627.6,moderately_corrosive,0,88.6,commercial,0.28520119648610603,28.5,LOW,1365,146484.0,41777.0,Next annual inspection
EPA-00428,EPA_DWINS_Pattern,pvc,35,6,640.1,corrosive,1,110.1,commercial,0.284659733931507,28.5,LOW,1366,28804.0,8199.0,Next annual inspection
EPA-00096,EPA_DWINS_Pattern,cast_iron,69,6,1303.0,moderately_corrosive,2,116.1,residential,0.28405956299812,28.4,LOW,1367,73294.0,20820.0,Next annual inspection
EPA-00665,EPA_DWINS_Pattern,galvanized_steel,58,8,622.0,moderately_corrosive,0,48.0,industrial,0.2836950377050356,28.4,LOW,1368,52559.0,14911.0,Next annual inspection
EPA-00211,EPA_DWINS_Pattern,copper,42,20,1393.1,non_corrosive,0,103.3,mixed,0.28363579829610247,28.4,LOW,1369,292551.0,82978.0,Next annual inspection
EPA-00141,EPA_DWINS_Pattern,hdpe,65,24,1425.4,corrosive,0,79.8,industrial,0.28362170338225795,28.4,LOW,1370,194567.0,55183.0,Next annual inspection
EPA-01268,EPA_DWINS_Pattern,cast_iron,56,8,240.5,moderately_corrosive,1,58.0,residential,0.28334468674726354,28.3,LOW,1371,18038.0,5111.0,Next annual inspection
EPA-00754,EPA_DWINS_Pattern,steel,81,6,154.2,moderately_corrosive,2,53.2,residential,0.28305246585441945,28.3,LOW,1372,7517.0,2128.0,Next annual inspection
EPA-00590,EPA_DWINS_Pattern,pvc,44,4,559.2,non_corrosive,0,46.5,commercial,0.283025173492511,28.3,LOW,1373,16776.0,4748.0,Next annual inspection
EPA-00309,EPA_DWINS_Pattern,steel,72,24,1467.6,corrosive,0,69.2,residential,0.2826703047082653,28.3,LOW,1374,286182.0,80895.0,Next annual inspection
EPA-01417,EPA_DWINS_Pattern,pvc,52,24,1918.1,corrosive,4,52.5,residential,0.28264122909223666,28.3,LOW,1375,230172.0,65056.0,Next annual inspection
EPA-00990,EPA_DWINS_Pattern,ductile_iron,49,12,1012.5,highly_corrosive,0,92.3,residential,0.2820922726074516,28.2,LOW,1376,91125.0,25706.0,Next annual inspection
EPA-01143,EPA_DWINS_Pattern,ductile_iron,41,4,1575.0,corrosive,2,30.7,mixed,0.2817843509822194,28.2,LOW,1377,56700.0,15977.0,Next annual inspection
EPA-01077,EPA_DWINS_Pattern,pvc,62,12,536.9,corrosive,4,115.4,industrial,0.28177710586548593,28.2,LOW,1378,41878.0,11800.0,Next annual inspection
EPA-00857,EPA_DWINS_Pattern,pvc,65,4,563.0,highly_corrosive,2,111.4,industrial,0.2813888620737286,28.1,LOW,1379,14638.0,4119.0,Next annual inspection
EPA-01282,EPA_DWINS_Pattern,cast_iron,58,8,576.5,moderately_corrosive,1,85.4,residential,0.28111045162682374,28.1,LOW,1380,43238.0,12155.0,Next annual inspection
EPA-00018,EPA_DWINS_Pattern,pvc,62,4,1084.0,moderately_corrosive,1,40.8,residential,0.28069907192152993,28.1,LOW,1381,21680.0,6086.0,Next annual inspection
EPA-01979,EPA_DWINS_Pattern,clay,47,12,1601.6,corrosive,2,39.8,industrial,0.27999769213863696,28.0,LOW,1382,187387.0,52468.0,Next annual inspection
EPA-01093,EPA_DWINS_Pattern,concrete,43,12,401.8,mildly_corrosive,0,66.8,industrial,0.2799673135530074,28.0,LOW,1383,43093.0,12065.0,Next annual inspection
EPA-01716,EPA_DWINS_Pattern,galvanized_steel,45,20,671.3,corrosive,0,34.9,industrial,0.27947080486789183,27.9,LOW,1384,141812.0,39632.0,Next annual inspection
EPA-01697,EPA_DWINS_Pattern,galvanized_steel,54,6,1900.5,corrosive,0,100.7,industrial,0.27944737571407297,27.9,LOW,1385,120444.0,33658.0,Next annual inspection
EPA-00519,EPA_DWINS_Pattern,asbestos_cement,99,6,1498.2,mildly_corrosive,0,114.1,industrial,0.2792505321827818,27.9,LOW,1386,146074.0,40791.0,Next annual inspection
EPA-01183,EPA_DWINS_Pattern,cast_iron,43,24,1499.6,moderately_corrosive,4,32.6,residential,0.27847117419493267,27.8,LOW,1387,337410.0,93959.0,Next annual inspection
EPA-01413,EPA_DWINS_Pattern,pvc,66,20,1529.6,mildly_corrosive,0,59.1,mixed,0.27820139646484815,27.8,LOW,1388,183552.0,51064.0,Next annual inspection
EPA-01627,EPA_DWINS_Pattern,copper,59,24,373.7,corrosive,1,68.1,residential,0.27815070584422413,27.8,LOW,1389,78477.0,21828.0,Next annual inspection
EPA-00113,EPA_DWINS_Pattern,asbestos_cement,39,10,490.9,non_corrosive,1,76.9,commercial,0.27814496967968594,27.8,LOW,1390,92044.0,25602.0,Next annual inspection
EPA-00875,EPA_DWINS_Pattern,copper,61,6,840.1,highly_corrosive,1,85.8,residential,0.27793354748980237,27.8,LOW,1391,44105.0,12258.0,Next annual inspection
EPA-01387,EPA_DWINS_Pattern,steel,42,8,1783.9,corrosive,0,73.8,industrial,0.27764852922166516,27.8,LOW,1392,150740.0,41853.0,Next annual inspection
EPA-01108,EPA_DWINS_Pattern,pvc,93,16,1428.3,mildly_corrosive,1,96.6,commercial,0.2775756685283889,27.8,LOW,1393,171396.0,47575.0,Next annual inspection
EPA-00752,EPA_DWINS_Pattern,ductile_iron,63,10,1487.8,corrosive,2,89.1,commercial,0.27674606671141205,27.7,LOW,1394,167378.0,46321.0,Next annual inspection
EPA-01774,EPA_DWINS_Pattern,cast_iron,55,24,1482.0,corrosive,0,39.5,commercial,0.27654277417967454,27.7,LOW,1395,500175.0,138320.0,Next annual inspection
SYR-0683,Syracuse_Real_Data,steel,39,12,75.9,mildly_corrosive,0,84.6,residential,0.2762297504864709,27.6,LOW,1396,7400.0,2044.0,Next annual inspection
EPA-01949,EPA_DWINS_Pattern,ductile_iron,92,10,1575.9,non_corrosive,2,87.5,commercial,0.27621108936685407,27.6,LOW,1397,177289.0,48969.0,Next annual inspection
EPA-01293,EPA_DWINS_Pattern,cast_iron,71,4,622.1,moderately_corrosive,4,45.3,mixed,0.27528386765656054,27.5,LOW,1398,27994.0,7706.0,Next annual inspection
EPA-01515,EPA_DWINS_Pattern,pvc,44,4,93.6,corrosive,1,33.0,residential,0.2752651762875197,27.5,LOW,1399,1872.0,515.0,Next annual inspection
EPA-00481,EPA_DWINS_Pattern,galvanized_steel,45,12,706.7,corrosive,0,67.9,industrial,0.2752044838106182,27.5,LOW,1400,89574.0,24651.0,Next annual inspection
EPA-01997,EPA_DWINS_Pattern,hdpe,36,24,1945.7,corrosive,1,58.5,mixed,0.27519609150026964,27.5,LOW,1401,245158.0,67467.0,Next annual inspection
EPA-01582,EPA_DWINS_Pattern,galvanized_steel,57,20,594.0,moderately_corrosive,4,47.6,commercial,0.2744530428647663,27.4,LOW,1402,144788.0,39738.0,Next annual inspection
