Order_ID,User_ID,Restaurant_ID,Driver_ID,Item_Name,Quantity,Total_Price,Order_Time,Delivery_Time,Delivery_Duration_Minutes,City,Payment_Method,Order_Status,Driver_Vehicle,Restaurant_Lat,Restaurant_Lon,Customer_Lat,Customer_Lon,Driver_Lat,Driver_Lon,Delivery_Distance_km,Traffic_Level,Driver_Availability
56584,U8426,787,309,Koshary,1,62.03,04-06-2025 04:31,04-06-2025 05:25,54,Tanta,Wallet,Delivered,Motorbike,30.78411141,30.98862307,30.80552379,31.00862817,30.7789454,30.98702622,3.049803691,Low,Online
56585,U4152,719,399,Koshary,2,217.38,06-06-2025 01:33,06-06-2025 02:07,34,Mansoura,Cash,Delivered,Motorbike,31.02721223,31.38324678,31.02316616,31.39280794,31.02351892,31.39465039,1.01715343,Low,Online
56586,U3563,698,181,Pasta,5,284.85,10-06-2025 17:15,10-06-2025 17:51,36,Giza,Cash,Delivered,Bicycle,30.02973157,31.22179838,30.02846652,31.22438261,30.0225862,31.18911748,0.286008752,High,Online
56587,U2867,338,171,Burger,1,95.44,09-06-2025 21:19,09-06-2025 22:05,46,Alexandria,Wallet,Delivered,Car,31.19261991,29.90062334,31.21962073,29.91559379,31.20885299,29.9141909,3.316227442,Low,Online
56588,U3451,449,238,Pasta,4,265.96,14-06-2025 08:46,14-06-2025 09:08,22,Zagazig,Credit Card,Delivered,Bicycle,30.60762946,31.49467991,30.58775475,31.51862515,30.59745176,31.51382867,3.182503761,High,Online
56589,U7156,779,440,Shawarma,1,102.06,05-06-2025 19:27,05-06-2025 19:52,25,Mansoura,Cash,Delivered,Bicycle,31.048593,31.37981912,31.02560114,31.39554147,31.04629112,31.36565371,2.958186938,High,Offline
56590,U7475,754,360,Shawarma,4,497.68,10-06-2025 01:30,10-06-2025 02:17,47,Tanta,Credit Card,Delivered,Bicycle,30.79401277,31.00980023,30.78355235,30.98002517,30.78684501,30.98735868,3.076817247,Low,Online
56591,U5524,33,222,Koshary,1,50.88,15-06-2025 22:44,15-06-2025 23:21,37,Cairo,Wallet,Delivered,Bicycle,30.02489599,31.23170644,30.055106,31.2343705,30.03760454,31.21771309,3.358716636,Low,Offline
56592,U6342,900,354,Burger,3,355.2,08-06-2025 17:15,08-06-2025 17:44,29,Giza,Credit Card,Delivered,Motorbike,30.01104125,31.19355981,30.00885743,31.22181723,30.01941429,31.22091174,2.736908737,High,Offline
56593,U4351,190,146,Pasta,2,167.3,16-06-2025 02:07,16-06-2025 02:41,34,Giza,Credit Card,Delivered,Bicycle,30.01319844,31.19083527,29.99383917,31.22072893,30.00624334,31.21681775,3.59502178,Low,Online
56594,U7603,866,336,Fried Chicken,2,227.98,09-06-2025 13:22,09-06-2025 13:59,37,Cairo,Wallet,Delivered,Bicycle,30.03945506,31.24021695,30.04316079,31.22539889,30.0261275,31.24059012,1.487013832,Medium,Online
56595,U9526,411,294,Sushi,2,275.92,04-06-2025 07:35,04-06-2025 08:24,49,Mansoura,Wallet,Delivered,Car,31.02389892,31.36387238,31.0355021,31.36241116,31.04666226,31.37453806,1.293986779,High,Offline
56596,U4307,59,384,Koshary,4,379.6,09-06-2025 07:23,09-06-2025 07:50,27,Assiut,Credit Card,Delivered,Bicycle,27.17559802,31.19651572,27.18671377,31.19892469,27.17551332,31.1972218,1.25461648,High,Online
56597,U1127,939,184,Koshary,1,56.06,07-06-2025 04:35,07-06-2025 05:13,38,Assiut,Cash,Delivered,Bicycle,27.16389893,31.19629231,27.1673394,31.17147442,27.17022399,31.19620437,2.489044895,Low,Online
56598,U6201,141,163,Salad,5,578.15,06-06-2025 20:09,06-06-2025 20:56,47,Assiut,Credit Card,Delivered,Motorbike,27.17253676,31.20343776,27.16239412,31.19470774,27.17075345,31.16803111,1.418331473,Low,Online
56599,U2080,494,42,Burger,5,561.55,16-06-2025 04:02,16-06-2025 04:37,35,Cairo,Wallet,In Transit,Bicycle,30.02774717,31.23491909,30.03355059,31.24271409,30.03267338,31.22977948,0.989540699,Low,Online
56600,U3015,174,276,Shawarma,3,297.21,05-06-2025 02:52,05-06-2025 03:49,57,Assiut,Cash,Delivered,Bicycle,27.19099694,31.17797696,27.17715822,31.16681792,27.1619758,31.17257247,1.890534758,Low,Online
56601,U2377,572,422,Sandwich,2,204.08,04-06-2025 16:59,04-06-2025 17:31,32,Mansoura,Credit Card,Delivered,Car,31.04474629,31.39985287,31.02634035,31.37579519,31.05640746,31.36915291,3.072364429,High,Online
56602,U3522,520,284,Koshary,1,32.95,15-06-2025 04:49,15-06-2025 05:34,45,Zagazig,Cash,Delivered,Bicycle,30.60529733,31.5140716,30.59077361,31.5108772,30.5943809,31.49781418,1.639021,Low,Online
56603,U7583,27,14,Sushi,2,168.5,08-06-2025 04:50,08-06-2025 05:40,50,Mansoura,Credit Card,Delivered,Car,31.03309715,31.37096226,31.02836798,31.38089698,31.03623135,31.37598939,1.083777777,Low,Online
56604,U8859,494,450,Shawarma,1,138.2,11-06-2025 13:45,11-06-2025 14:32,47,Cairo,Credit Card,Delivered,Car,30.05584804,31.24874179,30.02551637,31.22196796,30.0267377,31.21762403,4.239516297,Medium,Online
56605,U8726,870,178,Koshary,2,134.1,16-06-2025 03:47,16-06-2025 04:16,29,Cairo,Cash,Delivered,Car,30.04790429,31.25004364,30.04083479,31.23463832,30.05266002,31.24630022,1.679754131,Low,Online
56606,U6882,58,30,Sushi,3,155.34,10-06-2025 11:51,10-06-2025 12:19,28,Alexandria,Cash,Delivered,Bicycle,31.20594414,29.93314714,31.2055277,29.90765607,31.19895749,29.92164937,2.429702018,Medium,Online
56607,U1006,485,212,Pasta,1,128.15,10-06-2025 14:16,10-06-2025 14:51,35,Giza,Wallet,Delivered,Car,30.01499845,31.22217907,30.00005113,31.19703178,29.99930733,31.22358837,2.938001572,Medium,Online
56608,U3475,923,245,Sushi,3,178.56,03-06-2025 15:33,03-06-2025 16:06,33,Cairo,Credit Card,Delivered,Car,30.05556641,31.22772819,30.02933737,31.2349407,30.0321949,31.23631587,2.989622693,Medium,Online
56609,U4797,97,138,Sandwich,5,576.1,04-06-2025 20:30,04-06-2025 21:03,33,Tanta,Wallet,Cancelled,Car,30.76817966,30.99152305,30.76999262,30.98540256,30.79552335,30.97891282,0.619452057,Low,Online
56610,U8861,86,46,Sushi,1,83.37,06-06-2025 16:44,06-06-2025 17:18,34,Assiut,Wallet,Delivered,Bicycle,27.16411953,31.19924425,27.19807293,31.1835147,27.17771858,31.19862183,4.072368227,High,Offline
56611,U9226,556,195,Burger,4,503.64,14-06-2025 07:17,14-06-2025 07:45,28,Mansoura,Credit Card,Delivered,Car,31.02173695,31.37144582,31.04415077,31.3718346,31.03152544,31.38605083,2.485298349,High,Online
56612,U8023,95,411,Pizza,4,348.68,02-06-2025 02:15,02-06-2025 02:50,35,Tanta,Cash,Delivered,Bicycle,30.77804763,30.99508874,30.78700734,30.98412594,30.80140623,31.00187335,1.444941501,Low,Online
56613,U2687,676,27,Sushi,5,284.2,12-06-2025 18:18,12-06-2025 18:56,38,Mansoura,Cash,Delivered,Car,31.04154515,31.3647945,31.02522217,31.37025818,31.05686739,31.37567015,1.883404433,High,Online
56614,U1728,337,120,Sushi,3,309.66,07-06-2025 06:56,07-06-2025 07:36,40,Tanta,Cash,Delivered,Bicycle,30.7923247,31.00764629,30.7815792,30.98000966,30.79846677,31.01711175,2.90114656,Low,Offline
56615,U8146,45,30,Sandwich,3,183.36,14-06-2025 09:00,14-06-2025 09:33,33,Zagazig,Credit Card,Delivered,Bicycle,30.59620415,31.50457499,30.59560909,31.50379226,30.59812383,31.49087493,0.099935183,High,Online
56616,U2688,382,5,Sushi,5,272.75,10-06-2025 10:03,10-06-2025 10:41,38,Tanta,Cash,Delivered,Bicycle,30.77773053,31.00561224,30.77113564,31.0003169,30.78566428,31.0064983,0.889683657,Medium,Online
56617,U4098,981,316,Pizza,2,162.14,08-06-2025 03:27,08-06-2025 04:17,50,Alexandria,Cash,Delivered,Bicycle,31.20610851,29.9113748,31.21723977,29.93765015,31.19945661,29.90051904,2.791486625,Low,Online
56618,U3283,465,30,Pasta,5,662,12-06-2025 20:39,12-06-2025 21:19,40,Assiut,Credit Card,Delivered,Car,27.1656076,31.19267636,27.17669741,31.18937416,27.19266358,31.18431425,1.271652023,Low,Online
56619,U2272,664,371,Koshary,4,185.76,06-06-2025 20:50,06-06-2025 21:10,20,Giza,Credit Card,Delivered,Motorbike,29.99349917,31.21120648,30.01294366,31.20733093,30.02436888,31.20029328,2.187663693,Low,Online
56620,U9283,29,317,Fried Chicken,2,91.08,07-06-2025 21:43,07-06-2025 22:20,37,Zagazig,Wallet,Delivered,Bicycle,30.59548723,31.52112431,30.59327363,31.48958062,30.59878754,31.50842467,3.035169395,Low,Online
56621,U5846,911,71,Pizza,1,32.01,11-06-2025 05:08,11-06-2025 05:55,47,Zagazig,Credit Card,Cancelled,Car,30.59632449,31.48217154,30.60445401,31.49473698,30.58140112,31.50175751,1.504779646,Low,Online
56622,U3191,86,145,Salad,3,336.72,13-06-2025 03:07,13-06-2025 03:32,25,Zagazig,Wallet,Delivered,Motorbike,30.59258571,31.50821869,30.60548195,31.48560363,30.57361542,31.48282316,2.597662247,Low,Offline
56623,U6204,60,276,Shawarma,4,206.16,11-06-2025 07:23,11-06-2025 07:51,28,Assiut,Credit Card,Delivered,Car,27.1712548,31.17301927,27.18564437,31.19507289,27.18287102,31.18019769,2.705280591,High,Offline
56624,U1216,514,247,Salad,1,42.87,02-06-2025 04:53,02-06-2025 05:41,48,Giza,Wallet,Delivered,Car,30.03019874,31.19448371,30.02487716,31.20940709,30.03100632,31.19050125,1.555689393,Low,Online
56625,U6750,429,76,Sushi,5,424.05,08-06-2025 09:01,08-06-2025 09:34,33,Alexandria,Wallet,Delivered,Bicycle,31.21512702,29.92130236,31.21642797,29.9107629,31.1967822,29.9224535,1.014594344,High,Online
56626,U2826,937,381,Pizza,3,385.92,10-06-2025 19:58,10-06-2025 20:26,28,Cairo,Cash,Delivered,Motorbike,30.04502162,31.23136176,30.04597333,31.23585008,30.054199,31.21644379,0.445535189,High,Online
56627,U2296,551,15,Shawarma,1,54.61,11-06-2025 08:55,11-06-2025 09:28,33,Mansoura,Credit Card,Delivered,Car,31.05746559,31.38206018,31.04405396,31.38659957,31.02642645,31.39393997,1.548798044,High,Online
56628,U5538,242,359,Shawarma,1,42.31,03-06-2025 04:17,03-06-2025 04:59,42,Tanta,Wallet,Delivered,Bicycle,30.77844478,30.98845092,30.77191611,30.98776047,30.77891223,30.9895349,0.726816885,Low,Online
56629,U6360,22,80,Fried Chicken,5,669.1,06-06-2025 08:19,06-06-2025 08:50,31,Alexandria,Credit Card,Delivered,Car,31.19974537,29.92958411,31.19956177,29.93247997,31.18300492,29.93439661,0.276738972,High,Online
56630,U3719,477,319,Pasta,3,118.56,13-06-2025 08:17,13-06-2025 08:34,17,Mansoura,Credit Card,Delivered,Car,31.05501687,31.3870491,31.03850865,31.37759463,31.04991001,31.36754049,2.04068553,High,Online
56631,U9264,7,441,Sandwich,1,72.39,08-06-2025 06:16,08-06-2025 07:07,51,Mansoura,Credit Card,Delivered,Car,31.03638489,31.38481999,31.02258548,31.37672361,31.03486774,31.36445767,1.714130748,Low,Online
56632,U5689,535,4,Sandwich,3,343.14,03-06-2025 03:22,03-06-2025 04:04,42,Zagazig,Wallet,Delivered,Motorbike,30.58654033,31.51043821,30.60482478,31.49878588,30.59694323,31.49423826,2.314694627,Low,Online
56633,U6237,954,446,Sushi,1,107.98,13-06-2025 19:54,13-06-2025 20:53,59,Alexandria,Cash,Cancelled,Motorbike,31.1832757,29.92904452,31.19492985,29.93627842,31.18410307,29.91209502,1.464583733,High,Online
56634,U5357,260,359,Koshary,2,159.7,02-06-2025 20:08,02-06-2025 20:51,43,Mansoura,Wallet,Delivered,Motorbike,31.02635386,31.38375165,31.04406481,31.36471639,31.03554286,31.40133278,2.675497838,Low,Online
56635,U7028,407,13,Fried Chicken,1,34.06,04-06-2025 03:28,04-06-2025 04:20,52,Zagazig,Credit Card,Delivered,Car,30.57401461,31.4874344,30.5796253,31.50572846,30.60287708,31.48673092,1.861806519,Low,Offline
56636,U8837,72,119,Burger,1,115.38,13-06-2025 10:35,13-06-2025 11:14,39,Tanta,Cash,Delivered,Car,30.78911063,30.98869048,30.76835813,30.99497056,30.78192198,31.0065779,2.377981293,Medium,Online
56637,U8443,175,68,Pizza,1,44.1,05-06-2025 16:20,05-06-2025 16:57,37,Mansoura,Credit Card,Cancelled,Bicycle,31.03063966,31.36562463,31.03436649,31.39045558,31.0486179,31.39972844,2.406395858,High,Online
56638,U1289,969,169,Burger,3,443.37,14-06-2025 12:31,14-06-2025 13:14,43,Giza,Cash,Delivered,Motorbike,29.99618122,31.19543758,30.00485238,31.21392338,30.02425139,31.19147063,2.026137355,Medium,Online
56639,U3054,197,1,Pizza,5,341,10-06-2025 13:22,10-06-2025 14:18,56,Assiut,Credit Card,Delivered,Bicycle,27.1812989,31.16682573,27.17353037,31.19077594,27.18495528,31.18657738,2.524711322,Medium,Online
56640,U3173,764,472,Pasta,5,462.8,10-06-2025 22:53,10-06-2025 23:17,24,Zagazig,Wallet,Delivered,Motorbike,30.59446869,31.50315069,30.57612823,31.5022511,30.5849432,31.48596567,2.03509666,Low,Online
56641,U9757,114,461,Fried Chicken,1,31.83,06-06-2025 21:49,06-06-2025 22:34,45,Giza,Wallet,Delivered,Motorbike,30.02256107,31.2172313,30.02265464,31.18982033,29.99450918,31.19490001,2.644203457,Low,Online
56642,U7279,837,463,Pizza,1,55.87,01-06-2025 10:06,01-06-2025 10:44,38,Giza,Wallet,Delivered,Motorbike,30.02660072,31.19473689,30.02860049,31.22687335,30.00017443,31.18923208,3.10778599,Medium,Online
56643,U3313,494,103,Koshary,3,401.07,11-06-2025 16:28,11-06-2025 16:58,30,Tanta,Credit Card,Delivered,Car,30.78577826,30.98004487,30.78966197,31.00625483,30.77972494,30.99913673,2.545372392,High,Online
56644,U4478,556,95,Pasta,2,284.44,06-06-2025 02:13,06-06-2025 02:57,44,Giza,Credit Card,Delivered,Motorbike,30.00872447,31.20711215,30.03215231,31.20753429,30.00780845,31.20140706,2.597359904,Low,Online
56645,U1789,801,297,Sandwich,4,286.48,07-06-2025 13:16,07-06-2025 14:09,53,Mansoura,Credit Card,Delivered,Motorbike,31.04526487,31.40030687,31.0365488,31.37306127,31.05592372,31.39218693,2.774675818,Medium,Online
56646,U3613,402,99,Pizza,2,128.04,06-06-2025 01:07,06-06-2025 01:36,29,Giza,Cash,In Transit,Bicycle,29.99363459,31.21292619,30.02230674,31.21419263,30.01549582,31.2150565,3.180728966,Low,Online
56647,U8769,110,128,Koshary,2,247.4,13-06-2025 03:59,13-06-2025 04:31,32,Tanta,Wallet,Cancelled,Car,30.79184106,31.01067998,30.76937544,30.99735965,30.77672865,30.99409597,2.798067068,Low,Online
56648,U5899,289,215,Pizza,5,517.7,12-06-2025 15:00,12-06-2025 15:38,38,Alexandria,Credit Card,Delivered,Car,31.19632728,29.90677989,31.19626185,29.91854456,31.21316652,29.91542149,1.121291511,Medium,Online
56649,U5340,535,152,Sushi,2,268.34,03-06-2025 04:49,03-06-2025 05:33,44,Giza,Cash,Delivered,Car,30.01121501,31.2259836,30.00035827,31.20044964,30.02221089,31.20253107,2.741788144,Low,Online
56650,U9149,672,15,Pizza,5,224.8,06-06-2025 07:39,06-06-2025 08:11,32,Alexandria,Wallet,Delivered,Motorbike,31.19195078,29.91610199,31.19813257,29.92378766,31.18752012,29.92488287,1.003166044,High,Online
56651,U9976,432,407,Pizza,1,139.46,16-06-2025 02:13,16-06-2025 02:56,43,Tanta,Wallet,Delivered,Bicycle,30.77159102,30.99015947,30.80362069,30.98124901,30.76739836,30.98754129,3.651979611,Low,Online
56652,U3660,482,359,Shawarma,1,106.98,06-06-2025 00:51,06-06-2025 01:26,35,Cairo,Wallet,Delivered,Car,30.04045699,31.23663213,30.03336507,31.24457749,30.03970324,31.22095201,1.097869664,Low,Online
56653,U6811,152,175,Koshary,4,425.36,12-06-2025 15:33,12-06-2025 15:53,20,Alexandria,Wallet,Delivered,Car,31.19242809,29.93060401,31.2101731,29.91737506,31.18944935,29.93212349,2.33673666,Medium,Online
56654,U2394,292,247,Fried Chicken,1,141.05,12-06-2025 08:14,12-06-2025 08:40,26,Assiut,Cash,In Transit,Car,27.19930473,31.19521488,27.20086509,31.18121822,27.16999393,31.17577796,1.397506345,High,Online
56655,U8245,960,259,Sushi,4,229.84,16-06-2025 09:13,16-06-2025 09:53,40,Assiut,Cash,Delivered,Motorbike,27.19864158,31.17902329,27.18178712,31.17780381,27.19208751,31.18457881,1.871488354,High,Online
56656,U2383,963,333,Pizza,5,518,06-06-2025 15:42,06-06-2025 16:13,31,Zagazig,Credit Card,Delivered,Car,30.59345669,31.48903447,30.58531662,31.49916036,30.58861793,31.48671305,1.325736305,Medium,Online
56657,U9147,128,375,Salad,2,134.52,12-06-2025 05:29,12-06-2025 06:08,39,Assiut,Credit Card,Delivered,Motorbike,27.19704805,31.16959591,27.19601383,31.16792957,27.18902967,31.16734275,0.200976967,Low,Online
56658,U3411,144,398,Sandwich,2,67.2,09-06-2025 23:36,10-06-2025 00:02,26,Cairo,Wallet,Delivered,Car,30.05445099,31.22652028,30.03669168,31.23546617,30.0541067,31.22847884,2.149429272,Low,Online
56659,U4788,31,432,Burger,1,91.52,05-06-2025 19:31,05-06-2025 20:07,36,Giza,Cash,Delivered,Motorbike,30.00693566,31.22605326,30.02934327,31.20783387,30.01917799,31.21979026,3.042884246,High,Online
56660,U4333,549,265,Koshary,5,291.7,06-06-2025 23:24,07-06-2025 00:04,40,Zagazig,Cash,Delivered,Car,30.59185603,31.49052318,30.58494875,31.48719259,30.57245687,31.50189246,0.829716283,Low,Online
56661,U2844,749,300,Sushi,5,670.9,15-06-2025 06:59,15-06-2025 07:42,43,Assiut,Credit Card,Delivered,Bicycle,27.16971294,31.18874333,27.16775175,31.18520162,27.18695585,31.1893663,0.412831622,Low,Offline
56662,U2440,951,210,Fried Chicken,1,139.29,02-06-2025 23:24,03-06-2025 00:07,43,Cairo,Wallet,Cancelled,Bicycle,30.05188833,31.22609861,30.05813951,31.24796571,30.05717705,31.22757727,2.219653333,Low,Online
56663,U6280,699,275,Salad,4,280.92,11-06-2025 20:27,11-06-2025 20:58,31,Cairo,Wallet,Delivered,Motorbike,30.0261923,31.24905162,30.04524884,31.25193714,30.03927932,31.21688493,2.130729318,Low,Online
56664,U8116,438,251,Pasta,2,83.52,01-06-2025 21:56,01-06-2025 22:29,33,Mansoura,Wallet,Delivered,Bicycle,31.05115367,31.38917841,31.04827276,31.39515235,31.0347635,31.36244047,0.653601504,Low,Online
56665,U9186,618,168,Shawarma,4,404.68,06-06-2025 14:29,06-06-2025 15:21,52,Tanta,Cash,Delivered,Bicycle,30.78982919,31.01224555,30.7672812,31.01621863,30.77925732,30.99442067,2.528563497,Medium,Online
56666,U5000,645,468,Shawarma,2,206.66,08-06-2025 04:48,08-06-2025 05:27,39,Mansoura,Wallet,In Transit,Bicycle,31.02023753,31.37976048,31.05704218,31.39117908,31.03837368,31.37932743,4.223630786,Low,Online
56667,U5349,170,438,Pizza,3,315.51,10-06-2025 09:25,10-06-2025 09:58,33,Giza,Wallet,Delivered,Car,30.02797045,31.21188147,30.01429547,31.19807569,30.0093059,31.19377773,2.017829374,High,Online
56668,U9559,544,487,Koshary,3,134.76,09-06-2025 00:03,09-06-2025 00:44,41,Tanta,Credit Card,Delivered,Motorbike,30.80160806,30.9875218,30.79843767,30.98660263,30.78401046,30.98299976,0.362329058,Low,Online
56669,U4451,59,181,Koshary,4,490.44,15-06-2025 18:10,15-06-2025 19:05,55,Tanta,Cash,Delivered,Bicycle,30.80061263,30.98295035,30.79107786,31.00360156,30.80118101,30.9943294,2.241393636,High,Online
56670,U4716,577,123,Sandwich,4,549.6,15-06-2025 10:09,15-06-2025 10:37,28,Alexandria,Credit Card,Delivered,Bicycle,31.21107208,29.93436881,31.1926176,29.9145674,31.21510285,29.9285863,2.783481897,Medium,Online
56671,U1628,927,103,Sandwich,2,68.12,08-06-2025 16:59,08-06-2025 17:41,42,Zagazig,Credit Card,In Transit,Car,30.59481702,31.49336979,30.57804726,31.49231811,30.57569729,31.50713394,1.861869798,High,Online
56672,U4525,453,217,Pizza,5,341.25,02-06-2025 01:08,02-06-2025 02:03,55,Assiut,Cash,Delivered,Car,27.17677636,31.19295778,27.19988564,31.19066606,27.19872488,31.20242211,2.570707089,Low,Online
56673,U9446,34,493,Sandwich,2,250.84,02-06-2025 15:41,02-06-2025 16:12,31,Mansoura,Cash,In Transit,Bicycle,31.02335357,31.36991309,31.03372282,31.39054175,31.01920224,31.37749003,2.280515358,Medium,Offline
56674,U6223,930,407,Pizza,1,52.25,06-06-2025 00:07,06-06-2025 00:58,51,Alexandria,Cash,Delivered,Motorbike,31.19165101,29.91499857,31.1893074,29.93569993,31.19187734,29.92262053,1.990163228,Low,Online
56675,U9309,752,42,Shawarma,5,215.4,03-06-2025 20:02,03-06-2025 20:48,46,Tanta,Credit Card,Delivered,Motorbike,30.78038309,31.01773997,30.78844921,31.00177295,30.77479678,30.98374326,1.770737959,Low,Online
56676,U6828,269,442,Shawarma,3,186.33,04-06-2025 13:25,04-06-2025 14:05,40,Assiut,Cash,Cancelled,Bicycle,27.17522306,31.16797039,27.18345849,31.19087789,27.19461236,31.17790499,2.446612822,Medium,Online
56677,U4310,97,38,Shawarma,3,243.33,01-06-2025 17:24,01-06-2025 18:15,51,Giza,Cash,Delivered,Motorbike,30.01571958,31.19817531,30.01509285,31.2232139,29.99956884,31.21116515,2.416505494,High,Online
56678,U1377,638,134,Pasta,3,379.56,15-06-2025 13:41,15-06-2025 14:13,32,Mansoura,Credit Card,Delivered,Car,31.02623531,31.39086252,31.04658847,31.39776803,31.0520732,31.37551193,2.350885637,Medium,Online
56679,U6731,71,28,Fried Chicken,1,90.18,13-06-2025 13:36,13-06-2025 14:23,47,Giza,Credit Card,Delivered,Motorbike,30.00068645,31.19324416,29.99590101,31.22346906,30.00849947,31.19155964,2.964192407,Medium,Online
56680,U3175,663,439,Salad,3,271.47,12-06-2025 12:24,12-06-2025 13:03,39,Zagazig,Wallet,Delivered,Bicycle,30.59637851,31.51588447,30.58642516,31.48836864,30.60669049,31.50616542,2.86042279,Medium,Online
56681,U7880,717,318,Salad,2,243.6,15-06-2025 00:20,15-06-2025 01:01,41,Zagazig,Wallet,Cancelled,Car,30.56800002,31.4829887,30.59217582,31.49462465,30.59272681,31.48996733,2.903294023,Low,Online
56682,U5105,990,230,Fried Chicken,2,91.44,14-06-2025 23:55,15-06-2025 00:44,49,Tanta,Cash,Delivered,Bicycle,30.77248078,30.99830822,30.77920975,30.98946166,30.80059701,30.99240331,1.128580795,Low,Online
56683,U3074,511,410,Shawarma,5,687.2,01-06-2025 12:43,01-06-2025 13:08,25,Tanta,Credit Card,Delivered,Bicycle,30.78389832,30.99326975,30.78235677,30.99199087,30.79446601,30.98323077,0.210223698,Medium,Online
56684,U1484,379,229,Shawarma,4,592.56,09-06-2025 02:55,09-06-2025 03:27,32,Assiut,Cash,Cancelled,Bicycle,27.16686333,31.16884909,27.1992213,31.19900842,27.16659833,31.19899548,4.667688736,Low,Online
56685,U3809,195,450,Fried Chicken,3,222.84,08-06-2025 00:19,08-06-2025 01:03,44,Alexandria,Cash,Delivered,Motorbike,31.2184925,29.92445638,31.21193256,29.91920347,31.21044837,29.89951114,0.882916954,Low,Online
56686,U7394,522,127,Sandwich,2,68.5,08-06-2025 23:09,08-06-2025 23:39,30,Cairo,Cash,Delivered,Motorbike,30.05120416,31.25428566,30.02811162,31.22858981,30.03415402,31.22587265,3.563005277,Low,Offline
56687,U1838,723,463,Burger,3,95.73,02-06-2025 19:28,02-06-2025 20:11,43,Cairo,Credit Card,Delivered,Bicycle,30.04171078,31.23926497,30.0309487,31.22952319,30.06128815,31.23651554,1.518594777,High,Online
56688,U5966,919,498,Shawarma,2,116.98,06-06-2025 22:19,06-06-2025 22:59,40,Alexandria,Wallet,Cancelled,Bicycle,31.18459021,29.90667794,31.1905554,29.93682598,31.19105278,29.89975273,2.948741867,Low,Online
56689,U8293,224,358,Sushi,2,199.86,11-06-2025 21:42,11-06-2025 22:32,50,Cairo,Credit Card,Delivered,Bicycle,30.03980745,31.21962383,30.03371347,31.23492238,30.05329452,31.23154937,1.622841649,Low,Online
56690,U8166,833,389,Burger,3,200.25,06-06-2025 21:47,06-06-2025 22:12,25,Zagazig,Cash,Delivered,Motorbike,30.59372407,31.51400937,30.57930087,31.52097255,30.60334705,31.51062348,1.732862951,Low,Online
56691,U7011,313,139,Sushi,5,380.55,15-06-2025 01:26,15-06-2025 02:05,39,Mansoura,Credit Card,Delivered,Bicycle,31.05665257,31.39540132,31.03749775,31.39098616,31.04671523,31.36476517,2.165116732,Low,Offline
56692,U2959,14,13,Sushi,1,146.85,01-06-2025 21:53,01-06-2025 22:43,50,Zagazig,Wallet,Delivered,Car,30.58660749,31.50642432,30.58889453,31.50117141,30.59914647,31.51539993,0.564021944,Low,Online
56693,U7476,995,218,Shawarma,4,279.84,09-06-2025 14:30,09-06-2025 15:05,35,Tanta,Cash,Delivered,Car,30.79419649,30.97851689,30.80536935,30.98099175,30.78310475,31.00664885,1.261131338,Medium,Online
56694,U9256,536,54,Pasta,5,714.25,12-06-2025 14:09,12-06-2025 14:44,35,Assiut,Credit Card,Cancelled,Car,27.16871436,31.167611,27.1966166,31.18347734,27.18024916,31.19914646,3.468558387,Medium,Online
56695,U1712,521,369,Pasta,3,110.1,15-06-2025 01:59,15-06-2025 02:33,34,Alexandria,Credit Card,Delivered,Motorbike,31.20504533,29.9263566,31.19885743,29.91581576,31.21685243,29.92817253,1.216490324,Low,Online
56696,U4611,415,468,Sandwich,4,220.4,10-06-2025 22:15,10-06-2025 22:55,40,Tanta,Wallet,Delivered,Motorbike,30.7760622,30.99009111,30.77914488,31.00710939,30.79819802,30.98690871,1.664541525,Low,Online
56697,U7635,978,89,Salad,3,264.51,12-06-2025 03:21,12-06-2025 04:07,46,Assiut,Wallet,Delivered,Car,27.16882536,31.17478655,27.17203859,31.18650529,27.19075816,31.17324413,1.214734836,Low,Online
56698,U9153,752,366,Sushi,2,123.9,01-06-2025 18:18,01-06-2025 18:52,34,Assiut,Credit Card,Delivered,Bicycle,27.18126882,31.1787362,27.16377335,31.16408182,27.17683266,31.19345883,2.422261034,High,Online
56699,U9058,541,450,Fried Chicken,2,84.64,09-06-2025 11:40,09-06-2025 12:23,43,Mansoura,Credit Card,Delivered,Bicycle,31.02636657,31.39350509,31.04488787,31.39999732,31.05296118,31.37919015,2.144958732,Medium,Online
56700,U8005,177,455,Sandwich,2,180.56,15-06-2025 04:27,15-06-2025 04:53,26,Assiut,Cash,Delivered,Bicycle,27.1897531,31.19524823,27.18289219,31.18202677,27.18292651,31.20014025,1.514721477,Low,Online
56701,U3132,387,274,Pizza,3,360.12,16-06-2025 05:38,16-06-2025 06:26,48,Cairo,Cash,Delivered,Motorbike,30.06189346,31.22617698,30.04621399,31.24834879,30.04328153,31.25110692,2.75546839,Low,Online
56702,U2443,758,148,Sushi,4,285.4,02-06-2025 20:47,02-06-2025 21:19,32,Zagazig,Cash,Delivered,Car,30.58344408,31.51226894,30.58837658,31.51903346,30.58483238,31.49193716,0.848517486,Low,Online
56703,U4443,975,260,Burger,2,88.48,15-06-2025 15:18,15-06-2025 16:03,45,Alexandria,Credit Card,Delivered,Bicycle,31.19299846,29.90958132,31.21084913,29.9337475,31.18844466,29.92704608,3.036661577,Medium,Online
