split,image,vehicle_count,haze_score_dcp
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-223.jpg,2,0.7164
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-225.jpg,4,0.5937
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-226.jpg,3,0.4001
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-229.jpg,6,0.5034
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-232.jpg,3,0.8494
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-234.jpg,3,0.7369
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-239.jpg,48,0.4172
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-242.jpg,7,0.4711
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-244.jpg,5,0.9899
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-245.jpg,6,0.3089
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-246.jpg,3,0.7787
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-248.jpg,5,0.4684
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-251.jpg,3,1.0
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-252.jpg,11,0.6616
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-253.jpg,1,0.3258
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-256.jpg,7,0.2769
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-257.jpg,1,0.7521
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-262.jpg,6,0.5234
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-263.jpg,5,0.4665
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-264.jpg,20,0.7844
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-267.jpg,3,0.4408
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-271.jpg,2,0.9868
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-273.jpg,6,0.5313
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-274.jpg,2,0.5775
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-276.jpg,2,0.5569
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-278.jpg,6,0.4825
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-279.jpg,3,0.9323
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-281.jpg,8,0.5112
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-283.jpg,1,0.6074
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-286.jpg,9,0.8468
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-288.jpg,13,0.7257
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-292.jpg,1,0.3533
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-294.jpg,2,0.5804
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-296.jpg,4,0.9279
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-297.jpg,2,0.6081
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-298.jpg,10,0.3142
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-304.jpg,10,0.3821
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-308.jpg,4,0.7734
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-315.jpg,1,0.4916
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-317.jpg,10,0.3521
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-319.jpg,4,0.8871
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-322.jpg,7,0.4194
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-324.jpg,9,0.8734
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-326.jpg,1,0.4739
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-328.jpg,11,0.3429
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-329.jpg,2,0.4046
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-331.jpg,6,0.5712
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-332.jpg,1,0.5331
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-335.jpg,10,0.5802
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-337.jpg,5,0.6084
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-339.jpg,4,0.3977
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-343.jpg,14,0.9309
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-345.jpg,5,0.7531
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-348.jpg,5,0.7531
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-349.jpg,7,0.5743
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-351.jpg,4,0.3991
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-353.jpg,8,0.5726
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-355.jpg,16,0.9652
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-357.jpg,6,0.4883
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-358.jpg,1,0.6212
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-359.jpg,7,0.4814
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-363.jpg,6,0.7683
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-365.jpg,5,0.7737
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-368.jpg,6,0.4609
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-379.jpg,6,0.9474
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-384.jpg,1,0.8879
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-386.jpg,5,0.9355
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-388.jpg,11,0.7825
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-390.jpg,2,0.7051
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-391.jpg,6,0.5218
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-757.jpg,2,0.6262
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-901.jpg,5,0.7149
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-910.jpg,3,0.8335
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-911.jpg,1,0.8358
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-913.jpg,4,0.8125
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-923.jpg,4,0.7646
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-928.jpg,7,0.3644
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-932.jpg,4,0.9963
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-935.jpg,8,0.7272
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-940.jpg,6,0.5117
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-943.jpg,3,0.3735
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-953.jpg,2,0.9921
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-978.jpg,4,0.4305
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-991.jpg,3,0.4815
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-999.jpg,3,0.4398
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2-921.jpg,3,0.38
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-001.jpg,9,0.8356
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-003.jpg,5,0.7371
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-004.jpg,11,0.9918
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-005.jpg,5,0.9756
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-007.jpg,49,0.8098
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-008.jpg,31,0.449
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-009.jpg,13,0.7729
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-016.jpg,7,0.4621
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-022.jpg,2,0.3462
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-023.jpg,3,0.4657
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-026.jpg,3,0.5151
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-029.jpg,4,0.6334
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-031.jpg,2,0.6835
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-033.jpg,14,0.3761
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-035.jpg,5,0.4314
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-036.jpg,24,0.9203
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-044.jpg,5,0.5228
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-045.jpg,2,0.4396
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-056.jpg,1,0.3557
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-061.jpg,6,0.5173
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-063.jpg,1,0.5387
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-064.jpg,10,0.2863
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-065.jpg,3,0.4352
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-066.jpg,13,0.5846
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-067.jpg,6,0.3879
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-068.jpg,11,0.9918
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-070.jpg,2,0.6412
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-071.jpg,6,0.5054
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-073.jpg,6,0.4245
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-075.jpg,41,0.3551
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-077.jpg,1,0.7079
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-080.jpg,2,0.5611
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-084.jpg,3,0.793
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-085.jpg,5,0.4936
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-086.jpg,15,0.6575
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-087.jpg,3,0.511
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-089.jpg,1,0.2915
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-090.jpg,6,0.5764
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-091.jpg,4,0.4899
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-092.jpg,1,0.4621
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm_g2_-932.jpg,7,0.8033
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-001.jpg,8,0.4986
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-006.jpg,1,0.3099
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-008.jpg,4,0.4408
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-009.jpg,5,0.4722
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-010.jpg,8,0.4879
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-011.jpg,7,0.51
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-012.jpg,22,0.5024
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-013.jpg,5,0.5212
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-016.jpg,27,0.2699
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-017.jpg,16,0.2553
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-018.jpg,9,0.3795
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-019.jpg,8,0.6517
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-020.jpg,1,0.5685
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-022.jpg,8,0.4948
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-023.jpg,8,0.4792
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-024.jpg,6,0.3938
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-025.jpg,14,0.7445
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-026.jpg,1,0.672
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-027.jpg,3,0.4302
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-028.jpg,9,0.385
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-040.jpg,10,0.5481
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-041.jpg,7,0.5298
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-043.jpg,4,0.5577
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-044.jpg,39,0.575
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-047.jpg,3,0.4749
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-050.jpg,9,0.3397
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-051.jpg,2,0.3472
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-053.jpg,6,0.2128
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-056.jpg,1,0.3837
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-057.jpg,3,0.6255
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-060.jpg,2,0.5239
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-061.jpg,10,0.5057
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-062.jpg,8,0.5401
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-065.jpg,43,0.6518
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-066.jpg,8,0.3961
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-067.jpg,4,0.3993
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-070.jpg,43,0.5052
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-071.jpg,7,0.523
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-072.jpg,7,0.488
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-073.jpg,34,0.6546
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-074.jpg,2,0.5518
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-076.jpg,13,0.4916
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-077.jpg,23,0.6957
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-078.jpg,1,0.5022
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-079.jpg,10,0.5033
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-083.jpg,7,0.5893
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-084.jpg,2,0.5619
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-086.jpg,23,0.3396
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-089.jpg,4,0.5834
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-090.jpg,14,0.3606
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-091.jpg,5,0.3804
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-092.jpg,4,0.6217
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-093.jpg,13,0.624
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-094.jpg,1,0.3703
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-095.jpg,12,0.6996
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-096.jpg,14,0.5613
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-097.jpg,1,0.705
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-101.jpg,5,0.402
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-103.jpg,4,0.415
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-105.jpg,6,0.5544
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-109.jpg,10,0.5937
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-113.jpg,24,0.3001
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-115.jpg,1,0.8634
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-117.jpg,2,0.5653
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-119.jpg,23,0.3031
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-125.jpg,3,0.5687
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-127.jpg,5,0.5954
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-129.jpg,1,0.5399
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-131.jpg,1,0.4434
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-133.jpg,4,0.331
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-135.jpg,10,0.4088
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-137.jpg,20,0.4918
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-141.jpg,4,0.4169
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-143.jpg,5,0.265
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-145.jpg,5,0.4756
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-147.jpg,2,0.4902
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-151.jpg,4,0.3688
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-153.jpg,12,0.2868
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-156.jpg,12,0.603
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-158.jpg,53,0.4433
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-160.jpg,33,0.7256
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-162.jpg,14,0.4769
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-164.jpg,2,0.4867
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-170.jpg,8,0.645
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-172.jpg,4,0.5441
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-176.jpg,32,0.2464
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-178.jpg,13,0.39
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-180.jpg,4,0.5269
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-182.jpg,46,0.563
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-184.jpg,1,0.3017
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-186.jpg,7,0.3411
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-190.jpg,47,0.6834
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-196.jpg,4,0.5346
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-200.jpg,5,0.4856
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-202.jpg,11,0.4582
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-204.jpg,5,0.5565
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-206.jpg,3,0.6695
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-209.jpg,6,0.7481
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-217.jpg,6,0.2096
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-219.jpg,1,0.5587
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-221.jpg,4,0.3147
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-223.jpg,9,0.4516
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-227.jpg,69,0.4927
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-233.jpg,5,0.4642
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-235.jpg,3,0.5633
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-237.jpg,11,0.5397
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-241.jpg,1,0.6611
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-245.jpg,25,0.3189
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-247.jpg,2,0.359
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-251.jpg,6,0.5757
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-253.jpg,12,0.5768
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-255.jpg,6,0.5538
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-257.jpg,10,0.5509
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-259.jpg,5,0.3777
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-261.jpg,10,0.7122
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-265.jpg,3,0.4418
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-267.jpg,6,0.4411
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-269.jpg,9,0.4931
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-271.jpg,5,0.6661
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-273.jpg,12,0.6057
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-275.jpg,14,0.7133
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-285.jpg,6,0.6618
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-293.jpg,8,0.5927
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-295.jpg,9,0.5936
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-297.jpg,23,0.5735
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-299.jpg,35,0.7133
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-303.jpg,8,0.2365
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-305.jpg,2,0.7177
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-307.jpg,12,0.5285
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-309.jpg,1,0.5506
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-311.jpg,10,0.3371
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-317.jpg,1,0.4424
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-321.jpg,58,0.4667
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-327.jpg,12,0.5771
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-329.jpg,12,0.499
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-331.jpg,2,0.2999
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-335.jpg,8,0.328
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-337.jpg,20,0.5711
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-339.jpg,2,0.5208
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-347.jpg,12,0.5065
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-349.jpg,1,0.6808
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-352.jpg,7,0.2719
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-354.jpg,6,0.4714
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-356.jpg,1,0.568
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-360.jpg,2,0.5376
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-368.jpg,1,0.2001
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-372.jpg,12,0.6109
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/snow_storm-374.jpg,9,0.5895
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/dusttornado-002.jpg,10,0.4035
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/dusttornado-007.jpg,3,0.2092
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/dusttornado-015.jpg,11,0.2754
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/dusttornado-016.jpg,6,0.5313
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/dusttornado-023.jpg,15,0.6135
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/dusttornado-025.jpg,1,0.5386
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/foggy-001.jpg,1,0.458
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/foggy-004.jpg,12,0.6737
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/foggy-014.jpg,7,0.37
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/foggy-023.jpg,1,0.415
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/foggy-055.jpg,4,0.5396
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/foggy-064.jpg,12,0.2715
val,C:/Users/ramad/Downloads/dawn_yolo/images/val/foggy-066.jpg,2,0.587
